ID,Name,Origin,Refl_file,Specular,SMCg,Clay,Fine_silt,Coarse_silt,Silt,Fine_sand,Coarse_sand,Sand,Fine_dirt,Gravels,Rocks,L,eps,d,K,a,psi,Slope,Intercept
29,31Tournesol,Lauragais,les08_171.csv,0,16,285,256,155,411,180,124,304,704,1.61,294,0.0099,0.40,0.0631,47.30,4.24,159.64,1.0974,0.0182
29,31Tournesol,Lauragais,les08_172.csv,0,10,285,256,155,411,180,124,304,704,1.61,294,0.0082,0.09,0.0000,47.30,4.24,159.64,1.0974,0.0182
29,31Tournesol,Lauragais,les08_173.csv,0,0,285,256,155,411,180,124,304,704,1.61,294,0.0000,0.00,0.0000,47.30,4.24,159.64,1.0974,0.0182
30,81Lautrec,Lautrec (Tarn),les08_174.csv,1,45,358,296,107,403,125,114,239,990,0.684,9.23,0.0060,0.95,0.0000,49.50,3.97,619.70,1.1286,0.0085
30,81Lautrec,Lautrec (Tarn),les08_175.csv,0,36,358,296,107,403,125,114,239,990,0.684,9.23,0.0040,1.00,0.0325,49.50,3.97,619.70,1.1286,0.0085
30,81Lautrec,Lautrec (Tarn),les08_176.csv,0,27,358,296,107,403,125,114,239,990,0.684,9.23,0.0025,1.00,0.0631,49.50,3.97,619.70,1.1286,0.0085
30,81Lautrec,Lautrec (Tarn),les08_177.csv,0,19,358,296,107,403,125,114,239,990,0.684,9.23,0.0023,0.63,0.0488,49.50,3.97,619.70,1.1286,0.0085
30,81Lautrec,Lautrec (Tarn),les08_178.csv,0,0,358,296,107,403,125,114,239,990,0.684,9.23,0.0000,0.00,0.0000,49.50,3.97,619.70,1.1286,0.0085
31,81StJulien,St-Julien (Tarn),les08_179.csv,1,42,135,441,49,490,63,312,375,964,0,36.1,0.0324,0.60,0.0016,46.20,6.66,188.52,0.9815,0.0657
31,81StJulien,St-Julien (Tarn),les08_180.csv,0,34,135,441,49,490,63,312,375,964,0,36.1,0.0306,0.51,0.0076,46.20,6.66,188.52,0.9815,0.0657
31,81StJulien,St-Julien (Tarn),les08_181.csv,0,26,135,441,49,490,63,312,375,964,0,36.1,0.0258,0.49,0.0111,46.20,6.66,188.52,0.9815,0.0657
31,81StJulien,St-Julien (Tarn),les08_182.csv,0,18,135,441,49,490,63,312,375,964,0,36.1,0.0157,0.46,0.0145,46.20,6.66,188.52,0.9815,0.0657
31,81StJulien,St-Julien (Tarn),les08_183.csv,0,10,135,441,49,490,63,312,375,964,0,36.1,0.0121,0.23,0.0000,46.20,6.66,188.52,0.9815,0.0657
31,81StJulien,St-Julien (Tarn),les08_184.csv,0,0,135,441,49,490,63,312,375,964,0,36.1,0.0000,0.00,0.0000,46.20,6.66,188.52,0.9815,0.0657
32,84Avignon,Avignon (Vaucluse),les08_185.csv,0,34,367,403,105,508,98,27,125,1000,0,0,0.0230,0.54,0.0792,29.81,4.36,524.43,1.0761,0.0114
32,84Avignon,Avignon (Vaucluse),les08_186.csv,0,25,367,403,105,508,98,27,125,1000,0,0,0.0236,0.49,0.1059,29.81,4.36,524.43,1.0761,0.0114
32,84Avignon,Avignon (Vaucluse),les08_187.csv,0,18,367,403,105,508,98,27,125,1000,0,0,0.0034,0.88,0.1543,29.81,4.36,524.43,1.0761,0.0114
32,84Avignon,Avignon (Vaucluse),les08_188.csv,0,11,367,403,105,508,98,27,125,1000,0,0,0.0059,0.43,0.2033,29.81,4.36,524.43,1.0761,0.0114
32,84Avignon,Avignon (Vaucluse),les08_189.csv,0,7,367,403,105,508,98,27,125,1000,0,0,0.0013,0.28,0.0000,29.81,4.36,524.43,1.0761,0.0114
32,84Avignon,Avignon (Vaucluse),les08_190.csv,0,0,367,403,105,508,98,27,125,1000,0,0,0.0000,0.00,0.0000,29.81,4.36,524.43,1.0761,0.0114
