ID,Name,Origin,Refl_file,Specular,Refl_file_all_config,m_w,m_d,m_sh,SMCg,Clay,Silt,Sand,OM,CaCO3,Fe,CO,L,eps,d,K,a,psi,Slope,Intercept
55,Soil 55,AnHui(China),liu02_220.csv,0,liu02_all_config_220.csv,140.7,140.7,12.0,0.0,352,620,28,3.8,2,3.49,2.2,0.0000,0.00,0.0000,39.60,16.95,849.89,1.1026,0.0107
56,Soil 56,SiChuan(China),liu02_221.csv,0,liu02_all_config_221.csv,187.6,136.7,12.0,40.8,409,542,49,31.3,4,3.9,18.2,0.0046,1.00,0.0248,44.88,3.71,653.38,1.1152,0.0059
56,Soil 56,SiChuan(China),liu02_222.csv,0,liu02_all_config_222.csv,177.6,136.7,12.0,32.8,409,542,49,31.3,4,3.9,18.2,0.0041,1.00,0.0523,44.88,3.71,653.38,1.1152,0.0059
56,Soil 56,SiChuan(China),liu02_223.csv,0,liu02_all_config_223.csv,160,136.7,12.0,18.7,409,542,49,31.3,4,3.9,18.2,0.0015,0.99,0.0000,44.88,3.71,653.38,1.1152,0.0059
56,Soil 56,SiChuan(China),liu02_224.csv,0,liu02_all_config_224.csv,136.7,136.7,12.0,0.0,409,542,49,31.3,4,3.9,18.2,0.0000,0.00,0.0000,44.88,3.71,653.38,1.1152,0.0059
57,Soil 57,GanSu(China),liu02_225.csv,1,liu02_all_config_225.csv,172.4,128.7,12.0,37.4,175,562,263,13.8,48,2.93,8,0.0031,1.00,0.0284,34.08,735705.85,5183.43,1.0574,0.0115
57,Soil 57,GanSu(China),liu02_226.csv,0,liu02_all_config_226.csv,161.8,128.7,12.0,28.4,175,562,263,13.8,48,2.93,8,0.0033,1.00,0.0910,34.08,735705.85,5183.43,1.0574,0.0115
57,Soil 57,GanSu(China),liu02_227.csv,0,liu02_all_config_227.csv,148.7,128.7,12.0,17.1,175,562,263,13.8,48,2.93,8,0.0026,1.00,0.1353,34.08,735705.85,5183.43,1.0574,0.0115
57,Soil 57,GanSu(China),liu02_228.csv,0,liu02_all_config_228.csv,128.7,128.7,12.0,0.0,175,562,263,13.8,48,2.93,8,0.0000,0.00,0.0000,34.08,735705.85,5183.43,1.0574,0.0115
58,Soil 58,nan,liu02_229.csv,0,liu02_all_config_229.csv,205.6,169.7,12.0,22.8,550,250,200,8.8,977,0.24,5.1,0.0386,0.50,0.0082,25.08,9.53,211.76,1.0642,0.0373
58,Soil 58,nan,liu02_230.csv,0,liu02_all_config_230.csv,194.1,169.7,12.0,15.5,550,250,200,8.8,977,0.24,5.1,0.0341,0.40,0.0127,25.08,9.53,211.76,1.0642,0.0373
58,Soil 58,nan,liu02_231.csv,0,liu02_all_config_231.csv,179.5,169.7,12.0,6.2,550,250,200,8.8,977,0.24,5.1,0.0138,0.35,0.0147,25.08,9.53,211.76,1.0642,0.0373
58,Soil 58,nan,liu02_232.csv,0,liu02_all_config_232.csv,169.7,169.7,12.0,0.0,550,250,200,8.8,977,0.24,5.1,0.0000,0.00,0.0000,25.08,9.53,211.76,1.0642,0.0373
59,Soil 59,Romania,liu02_233.csv,0,liu02_all_config_233.csv,209.1,180.3,12.0,17.1,nan,nan,nan,6.4,1000,0.17,3.7,0.0365,0.43,0.0099,18.81,12.93,305.96,1.0412,0.0438
59,Soil 59,Romania,liu02_234.csv,0,liu02_all_config_234.csv,197.2,180.3,12.0,10.0,nan,nan,nan,6.4,1000,0.17,3.7,0.0233,0.38,0.0143,18.81,12.93,305.96,1.0412,0.0438
59,Soil 59,Romania,liu02_235.csv,0,liu02_all_config_235.csv,183,180.3,12.0,1.6,nan,nan,nan,6.4,1000,0.17,3.7,0.0032,0.15,0.0000,18.81,12.93,305.96,1.0412,0.0438
59,Soil 59,Romania,liu02_236.csv,0,liu02_all_config_236.csv,180.3,180.3,12.0,0.0,nan,nan,nan,6.4,1000,0.17,3.7,0.0000,0.00,0.0000,18.81,12.93,305.96,1.0412,0.0438
60,Soil 60,nan,liu02_237.csv,0,liu02_all_config_237.csv,183.2,146.1,12.0,27.7,nan,nan,nan,15.8,420,1.88,9.2,0.0031,0.95,0.1160,23.46,348.75,4760.36,1.0022,0.0074
60,Soil 60,nan,liu02_238.csv,0,liu02_all_config_238.csv,171.9,146.1,12.0,19.2,nan,nan,nan,15.8,420,1.88,9.2,0.0030,1.00,0.1117,23.46,348.75,4760.36,1.0022,0.0074
60,Soil 60,nan,liu02_239.csv,0,liu02_all_config_239.csv,157.4,146.1,12.0,8.4,nan,nan,nan,15.8,420,1.88,9.2,0.0016,0.70,0.1934,23.46,348.75,4760.36,1.0022,0.0074
60,Soil 60,nan,liu02_240.csv,0,liu02_all_config_240.csv,146.1,146.1,12.0,0.0,nan,nan,nan,15.8,420,1.88,9.2,0.0000,0.00,0.0000,23.46,348.75,4760.36,1.0022,0.0074
61,Soil 61,nan,liu02_241.csv,1,liu02_all_config_241.csv,180.5,141.2,12.0,30.4,453,499,47,11.9,154,4.02,6.9,0.0039,0.93,0.0221,26.19,1188114.73,4920.10,1.0361,0.0150
61,Soil 61,nan,liu02_242.csv,0,liu02_all_config_242.csv,169.3,141.2,12.0,21.7,453,499,47,11.9,154,4.02,6.9,0.0224,0.47,0.0809,26.19,1188114.73,4920.10,1.0361,0.0150
61,Soil 61,nan,liu02_243.csv,0,liu02_all_config_243.csv,154.9,141.2,12.0,10.6,453,499,47,11.9,154,4.02,6.9,0.0056,0.49,0.1762,26.19,1188114.73,4920.10,1.0361,0.0150
61,Soil 61,nan,liu02_244.csv,0,liu02_all_config_244.csv,141.2,141.2,12.0,0.0,453,499,47,11.9,154,4.02,6.9,0.0000,0.00,0.0000,26.19,1188114.73,4920.10,1.0361,0.0150
62,Soil 62,nan,liu02_245.csv,0,liu02_all_config_245.csv,192.7,142.8,12.0,38.1,540,333,127,23.4,107,4.82,13.6,0.0266,0.50,0.0114,41.91,5.51,266.13,1.2068,-0.0011
62,Soil 62,nan,liu02_246.csv,0,liu02_all_config_246.csv,179.4,142.8,12.0,28.0,540,333,127,23.4,107,4.82,13.6,0.0189,0.52,0.0193,41.91,5.51,266.13,1.2068,-0.0011
62,Soil 62,nan,liu02_247.csv,0,liu02_all_config_247.csv,161.5,142.8,12.0,14.3,540,333,127,23.4,107,4.82,13.6,0.0082,0.45,0.0212,41.91,5.51,266.13,1.2068,-0.0011
62,Soil 62,nan,liu02_248.csv,0,liu02_all_config_248.csv,142.8,142.8,12.0,0.0,540,333,127,23.4,107,4.82,13.6,0.0000,0.00,0.0000,41.91,5.51,266.13,1.2068,-0.0011
63,Soil 63,nan,liu02_249.csv,0,liu02_all_config_249.csv,187.3,133.4,12.0,44.4,538,340,123,31.3,290,3.63,18.2,0.0280,0.51,0.0226,48.84,5.59,234.35,1.1476,0.0081
63,Soil 63,nan,liu02_250.csv,0,liu02_all_config_250.csv,169.2,133.4,12.0,29.5,538,340,123,31.3,290,3.63,18.2,0.0219,0.48,0.0387,48.84,5.59,234.35,1.1476,0.0081
63,Soil 63,nan,liu02_251.csv,0,liu02_all_config_251.csv,148.8,133.4,12.0,12.7,538,340,123,31.3,290,3.63,18.2,0.0067,0.34,0.0444,48.84,5.59,234.35,1.1476,0.0081
63,Soil 63,nan,liu02_252.csv,0,liu02_all_config_252.csv,133.4,133.4,12.0,0.0,538,340,123,31.3,290,3.63,18.2,0.0000,0.00,0.0000,48.84,5.59,234.35,1.1476,0.0081
64,Soil 64,LiaoNing(China),liu02_253.csv,1,liu02_all_config_253.csv,190,137.3,12.0,42.1,280,533,187,51.9,2,3.62,30.2,0.0037,0.95,0.0000,36.10,9719.01,5188.53,1.1728,-0.0003
64,Soil 64,LiaoNing(China),liu02_254.csv,0,liu02_all_config_254.csv,175,137.3,12.0,30.1,280,533,187,51.9,2,3.62,30.2,0.0046,1.00,0.0699,36.10,9719.01,5188.53,1.1728,-0.0003
64,Soil 64,LiaoNing(China),liu02_255.csv,0,liu02_all_config_255.csv,148.4,137.3,12.0,8.9,280,533,187,51.9,2,3.62,30.2,0.0076,0.20,0.0729,36.10,9719.01,5188.53,1.1728,-0.0003
64,Soil 64,LiaoNing(China),liu02_256.csv,0,liu02_all_config_256.csv,137.3,137.3,12.0,0.0,280,533,187,51.9,2,3.62,30.2,0.0000,0.00,0.0000,36.10,9719.01,5188.53,1.1728,-0.0003
65,Soil 65,Qingdao Beach(China),liu02_257.csv,0,liu02_all_config_257.csv,189.1,144.2,12.0,34.0,160,526,314,7.1,1,2.41,4.1,0.0326,0.53,0.0427,29.40,9.49,868.95,1.1296,0.0225
65,Soil 65,Qingdao Beach(China),liu02_258.csv,0,liu02_all_config_258.csv,177,144.2,12.0,24.8,160,526,314,7.1,1,2.41,4.1,0.0350,0.51,0.0518,29.40,9.49,868.95,1.1296,0.0225
65,Soil 65,Qingdao Beach(China),liu02_259.csv,0,liu02_all_config_259.csv,161.3,144.2,12.0,12.9,160,526,314,7.1,1,2.41,4.1,0.0026,0.90,0.0155,29.40,9.49,868.95,1.1296,0.0225
65,Soil 65,Qingdao Beach(China),liu02_260.csv,0,liu02_all_config_260.csv,144.2,144.2,12.0,0.0,160,526,314,7.1,1,2.41,4.1,0.0000,0.00,0.0000,29.40,9.49,868.95,1.1296,0.0225
66,Soil 66,nan,liu02_261.csv,0,liu02_all_config_261.csv,207.7,157.4,12.0,34.6,467,279,254,25.3,61,3.78,14.7,0.0217,0.48,0.0000,38.06,11.64,406.18,1.1160,0.0147
66,Soil 66,nan,liu02_262.csv,0,liu02_all_config_262.csv,193.3,157.4,12.0,24.7,467,279,254,25.3,61,3.78,14.7,0.0182,0.44,0.0016,38.06,11.64,406.18,1.1160,0.0147
66,Soil 66,nan,liu02_263.csv,0,liu02_all_config_263.csv,169,157.4,12.0,8.0,467,279,254,25.3,61,3.78,14.7,0.0082,0.31,0.0667,38.06,11.64,406.18,1.1160,0.0147
66,Soil 66,nan,liu02_264.csv,0,liu02_all_config_264.csv,157.4,157.4,12.0,0.0,467,279,254,25.3,61,3.78,14.7,0.0000,0.00,0.0000,38.06,11.64,406.18,1.1160,0.0147
67,Soil 67,FM3B,liu02_265.csv,0,liu02_all_config_265.csv,174.2,134.6,12.0,32.3,157,745,98,20.5,1,1.02,11.9,0.0275,0.52,0.0578,35.53,2.74,213.23,1.0516,0.0442
67,Soil 67,FM3B,liu02_266.csv,0,liu02_all_config_266.csv,163.6,134.6,12.0,23.7,157,745,98,20.5,1,1.02,11.9,0.0164,0.51,0.0822,35.53,2.74,213.23,1.0516,0.0442
67,Soil 67,FM3B,liu02_267.csv,0,liu02_all_config_267.csv,149.8,134.6,12.0,12.4,157,745,98,20.5,1,1.02,11.9,0.0036,0.44,0.0728,35.53,2.74,213.23,1.0516,0.0442
67,Soil 67,FM3B,liu02_268.csv,0,liu02_all_config_268.csv,134.6,134.6,12.0,0.0,157,745,98,20.5,1,1.02,11.9,0.0000,0.00,0.0000,35.53,2.74,213.23,1.0516,0.0442
68,Soil 68,SM4A,liu02_269.csv,1,liu02_all_config_269.csv,174.7,126.1,12.0,42.6,237,638,125,71.4,1,1.71,41.5,0.0251,0.49,0.0649,46.86,2.47,215.54,1.2495,0.0091
68,Soil 68,SM4A,liu02_270.csv,0,liu02_all_config_270.csv,165.7,126.1,12.0,34.7,237,638,125,71.4,1,1.71,41.5,0.0182,0.58,0.1198,46.86,2.47,215.54,1.2495,0.0091
68,Soil 68,SM4A,liu02_271.csv,0,liu02_all_config_271.csv,144.2,126.1,12.0,15.9,237,638,125,71.4,1,1.71,41.5,0.0013,0.78,0.0000,46.86,2.47,215.54,1.2495,0.0091
68,Soil 68,SM4A,liu02_272.csv,0,liu02_all_config_272.csv,126.1,126.1,12.0,0.0,237,638,125,71.4,1,1.71,41.5,0.0000,0.00,0.0000,46.86,2.47,215.54,1.2495,0.0091
69,Soil 69,LM3B,liu02_273.csv,1,liu02_all_config_273.csv,189.9,143.9,12.0,34.9,198,714,88,22,1,1.28,12.8,0.0292,0.44,0.0348,38.39,2.98,202.27,1.0808,0.0421
69,Soil 69,LM3B,liu02_274.csv,0,liu02_all_config_274.csv,180.6,143.9,12.0,27.8,198,714,88,22,1,1.28,12.8,0.0239,0.53,0.0757,38.39,2.98,202.27,1.0808,0.0421
69,Soil 69,LM3B,liu02_275.csv,0,liu02_all_config_275.csv,159.8,143.9,12.0,12.1,198,714,88,22,1,1.28,12.8,0.0035,0.44,0.0811,38.39,2.98,202.27,1.0808,0.0421
69,Soil 69,LM3B,liu02_276.csv,0,liu02_all_config_276.csv,143.9,143.9,12.0,0.0,198,714,88,22,1,1.28,12.8,0.0000,0.00,0.0000,38.39,2.98,202.27,1.0808,0.0421
70,Soil 70,HM1B,liu02_277.csv,0,liu02_all_config_277.csv,176.1,138.2,12.0,30.0,148,733,119,21.5,1,0.71,12.5,0.0245,0.54,0.0842,32.07,2.60,276.10,1.1223,0.0339
70,Soil 70,HM1B,liu02_278.csv,0,liu02_all_config_278.csv,165.7,138.2,12.0,21.8,148,733,119,21.5,1,0.71,12.5,0.0115,0.54,0.1135,32.07,2.60,276.10,1.1223,0.0339
70,Soil 70,HM1B,liu02_279.csv,0,liu02_all_config_279.csv,152.9,138.2,12.0,11.6,148,733,119,21.5,1,0.71,12.5,0.0029,0.49,0.0887,32.07,2.60,276.10,1.1223,0.0339
70,Soil 70,HM1B,liu02_280.csv,0,liu02_all_config_280.csv,138.2,138.2,12.0,0.0,148,733,119,21.5,1,0.71,12.5,0.0000,0.00,0.0000,32.07,2.60,276.10,1.1223,0.0339
71,Soil 71,MM3A,liu02_281.csv,1,liu02_all_config_281.csv,171.7,121.1,12.0,46.4,173,724,103,65,1,0.84,37.8,0.0299,0.53,0.0334,51.04,2.60,203.19,1.1832,0.0294
71,Soil 71,MM3A,liu02_282.csv,0,liu02_all_config_282.csv,162.2,121.1,12.0,37.7,173,724,103,65,1,0.84,37.8,0.0188,0.53,0.0805,51.04,2.60,203.19,1.1832,0.0294
71,Soil 71,MM3A,liu02_283.csv,0,liu02_all_config_283.csv,141.4,121.1,12.0,18.6,173,724,103,65,1,0.84,37.8,0.0039,0.50,0.0319,51.04,2.60,203.19,1.1832,0.0294
71,Soil 71,MM3A,liu02_284.csv,0,liu02_all_config_284.csv,121.1,121.1,12.0,0.0,173,724,103,65,1,0.84,37.8,0.0000,0.00,0.0000,51.04,2.60,203.19,1.1832,0.0294
72,Soil 72,FM1B,liu02_285.csv,0,liu02_all_config_285.csv,184.5,140.9,12.0,33.8,167,740,93,23.9,1,1.11,13.9,0.0256,0.53,0.0606,37.18,2.71,191.28,1.0575,0.0447
72,Soil 72,FM1B,liu02_286.csv,0,liu02_all_config_286.csv,173.3,140.9,12.0,25.1,167,740,93,23.9,1,1.11,13.9,0.0212,0.52,0.0772,37.18,2.71,191.28,1.0575,0.0447
72,Soil 72,FM1B,liu02_287.csv,0,liu02_all_config_287.csv,159.6,140.9,12.0,14.5,167,740,93,23.9,1,1.11,13.9,0.0046,0.56,0.0828,37.18,2.71,191.28,1.0575,0.0447
72,Soil 72,FM1B,liu02_288.csv,0,liu02_all_config_288.csv,140.9,140.9,12.0,0.0,167,740,93,23.9,1,1.11,13.9,0.0000,0.00,0.0000,37.18,2.71,191.28,1.0575,0.0447
73,Soil 73,Pierroton 4,liu02_289.csv,0,liu02_all_config_289.csv,189.3,151.4,12.0,27.2,11,39,950,34.7,1,0.12,20.2,0.0040,0.93,0.1341,29.92,13.64,1243.34,1.2184,0.0015
73,Soil 73,Pierroton 4,liu02_290.csv,0,liu02_all_config_290.csv,177.1,151.4,12.0,18.4,11,39,950,34.7,1,0.12,20.2,0.0026,0.99,0.1087,29.92,13.64,1243.34,1.2184,0.0015
73,Soil 73,Pierroton 4,liu02_291.csv,0,liu02_all_config_291.csv,162,151.4,12.0,7.6,11,39,950,34.7,1,0.12,20.2,0.0012,0.96,0.0001,29.92,13.64,1243.34,1.2184,0.0015
73,Soil 73,Pierroton 4,liu02_292.csv,0,liu02_all_config_292.csv,151.4,151.4,12.0,0.0,11,39,950,34.7,1,0.12,20.2,0.0000,0.00,0.0000,29.92,13.64,1243.34,1.2184,0.0015
74,Soil 74,HF0A(45),liu02_293.csv,0,liu02_all_config_293.csv,168.1,114.1,12.0,52.9,143,729,128,93.9,1,0.69,54.6,0.0219,0.58,0.0465,54.95,3.51,355.88,1.1946,0.0338
74,Soil 74,HF0A(45),liu02_294.csv,0,liu02_all_config_294.csv,156.3,114.1,12.0,41.3,143,729,128,93.9,1,0.69,54.6,0.0123,0.54,0.0530,54.95,3.51,355.88,1.1946,0.0338
74,Soil 74,HF0A(45),liu02_295.csv,0,liu02_all_config_295.csv,132.5,114.1,12.0,18.0,143,729,128,93.9,1,0.69,54.6,0.0047,0.32,0.0000,54.95,3.51,355.88,1.1946,0.0338
74,Soil 74,HF0A(45),liu02_296.csv,0,liu02_all_config_296.csv,114.1,114.1,12.0,0.0,143,729,128,93.9,1,0.69,54.6,0.0000,0.00,0.0000,54.95,3.51,355.88,1.1946,0.0338
75,Soil 75,STSYM,liu02_297.csv,0,liu02_all_config_297.csv,204.5,158.9,12.0,31.0,3,33,964,29.9,1,0.04,17.4,0.0072,1.00,0.0774,31.00,56.22,2089.38,1.1571,-0.0004
75,Soil 75,STSYM,liu02_298.csv,0,liu02_all_config_298.csv,190.5,158.9,12.0,21.5,3,33,964,29.9,1,0.04,17.4,0.0023,1.00,0.1202,31.00,56.22,2089.38,1.1571,-0.0004
75,Soil 75,STSYM,liu02_299.csv,0,liu02_all_config_299.csv,165.8,158.9,12.0,4.7,3,33,964,29.9,1,0.04,17.4,0.0035,0.31,0.2474,31.00,56.22,2089.38,1.1571,-0.0004
75,Soil 75,STSYM,liu02_300.csv,0,liu02_all_config_300.csv,158.9,158.9,12.0,0.0,3,33,964,29.9,1,0.04,17.4,0.0000,0.00,0.0000,31.00,56.22,2089.38,1.1571,-0.0004
76,Soil 76,BRAY1 A2,liu02_301.csv,0,liu02_all_config_301.csv,222.8,190.7,12.0,18.0,2,9,989,3.4,1,0.03,2,0.0348,0.56,0.0379,18.00,179.00,855.65,1.1781,0.0131
76,Soil 76,BRAY1 A2,liu02_302.csv,0,liu02_all_config_302.csv,202.3,190.7,12.0,6.5,2,9,989,3.4,1,0.03,2,0.0125,0.43,0.0591,18.00,179.00,855.65,1.1781,0.0131
76,Soil 76,BRAY1 A2,liu02_303.csv,0,liu02_all_config_303.csv,190.9,190.7,12.0,0.1,2,9,989,3.4,1,0.03,2,0.0000,0.00,0.0000,18.00,179.00,855.65,1.1781,0.0131
76,Soil 76,BRAY1 A2,liu02_304.csv,0,liu02_all_config_304.csv,190.7,190.7,12.0,0.0,2,9,989,3.4,1,0.03,2,0.0000,0.00,0.0000,18.00,179.00,855.65,1.1781,0.0131
77,Soil 77,nan,liu02_305.csv,0,liu02_all_config_305.csv,203.4,155.2,12.0,33.7,17,34,949,36.3,1,0.14,21.1,0.0510,0.52,0.0599,33.72,9.21,354.44,1.2637,-0.0004
77,Soil 77,nan,liu02_306.csv,0,liu02_all_config_306.csv,188.4,155.2,12.0,23.2,17,34,949,36.3,1,0.14,21.1,0.0170,0.50,0.1712,33.72,9.21,354.44,1.2637,-0.0004
77,Soil 77,nan,liu02_307.csv,0,liu02_all_config_307.csv,162.9,155.2,12.0,5.4,17,34,949,36.3,1,0.14,21.1,0.0061,0.26,0.1310,33.72,9.21,354.44,1.2637,-0.0004
77,Soil 77,nan,liu02_308.csv,0,liu02_all_config_308.csv,155.2,155.2,12.0,0.0,17,34,949,36.3,1,0.14,21.1,0.0000,0.00,0.0000,33.72,9.21,354.44,1.2637,-0.0004
78,Soil 78,nan,liu02_309.csv,1,liu02_all_config_309.csv,201.6,155.1,12.0,32.5,172,703,124,10.7,145,2.63,6.2,0.0040,1.00,0.0300,35.75,83135.04,3422.34,1.0663,0.0099
78,Soil 78,nan,liu02_310.csv,0,liu02_all_config_310.csv,185.2,155.1,12.0,21.0,172,703,124,10.7,145,2.63,6.2,0.0034,1.00,0.0807,35.75,83135.04,3422.34,1.0663,0.0099
78,Soil 78,nan,liu02_311.csv,0,liu02_all_config_311.csv,160.7,155.1,12.0,3.9,172,703,124,10.7,145,2.63,6.2,0.0092,0.06,0.0000,35.75,83135.04,3422.34,1.0663,0.0099
78,Soil 78,nan,liu02_312.csv,0,liu02_all_config_312.csv,155.1,155.1,12.0,0.0,172,703,124,10.7,145,2.63,6.2,0.0000,0.00,0.0000,35.75,83135.04,3422.34,1.0663,0.0099
79,Soil 79,nan,liu02_313.csv,0,liu02_all_config_313.csv,164,127.3,12.0,31.8,144,284,572,36.6,2,0.81,21.3,0.0242,0.55,0.0601,34.98,2.67,244.16,1.1275,0.0313
79,Soil 79,nan,liu02_314.csv,0,liu02_all_config_314.csv,147.5,127.3,12.0,17.5,144,284,572,36.6,2,0.81,21.3,0.0072,0.56,0.0554,34.98,2.67,244.16,1.1275,0.0313
79,Soil 79,nan,liu02_315.csv,0,liu02_all_config_315.csv,127.3,127.3,12.0,0.0,144,284,572,36.6,2,0.81,21.3,0.0000,0.00,0.0000,34.98,2.67,244.16,1.1275,0.0313
80,Soil 80,nan,liu02_316.csv,1,liu02_all_config_316.csv,192.1,128.6,12.0,54.5,495,499,5,28.9,225,4.3,16.8,0.0222,0.50,0.0526,59.95,20.00,414.71,1.0659,0.0128
80,Soil 80,nan,liu02_317.csv,0,liu02_all_config_317.csv,175.6,128.6,12.0,40.3,495,499,5,28.9,225,4.3,16.8,0.0186,0.52,0.0765,59.95,20.00,414.71,1.0659,0.0128
80,Soil 80,nan,liu02_318.csv,0,liu02_all_config_318.csv,150.2,128.6,12.0,18.5,495,499,5,28.9,225,4.3,16.8,0.0104,0.49,0.1449,59.95,20.00,414.71,1.0659,0.0128
80,Soil 80,nan,liu02_319.csv,0,liu02_all_config_319.csv,128.6,128.6,12.0,0.0,495,499,5,28.9,225,4.3,16.8,0.0000,0.00,0.0000,59.95,20.00,414.71,1.0659,0.0128
81,Soil 81,nan,liu02_320.csv,1,liu02_all_config_320.csv,195.2,148.3,12.0,34.4,252,572,176,27.5,62,4.38,16,0.0036,1.00,0.0502,30.05,8861.63,5183.49,1.1042,0.0129
81,Soil 81,nan,liu02_321.csv,0,liu02_all_config_321.csv,183.3,148.3,12.0,25.7,252,572,176,27.5,62,4.38,16,0.0051,0.89,0.1130,30.05,8861.63,5183.49,1.1042,0.0129
81,Soil 81,nan,liu02_322.csv,0,liu02_all_config_322.csv,161.3,148.3,12.0,9.5,252,572,176,27.5,62,4.38,16,0.0052,0.31,0.1883,30.05,8861.63,5183.49,1.1042,0.0129
81,Soil 81,nan,liu02_323.csv,0,liu02_all_config_323.csv,148.3,148.3,12.0,0.0,252,572,176,27.5,62,4.38,16,0.0000,0.00,0.0000,30.05,8861.63,5183.49,1.1042,0.0129
82,Soil 82,nan,liu02_324.csv,0,liu02_all_config_324.csv,191.6,148.8,12.0,31.3,285,469,245,14.3,22,4.09,8.3,0.0047,0.93,0.0613,26.95,1087.68,3903.31,1.1062,0.0119
82,Soil 82,nan,liu02_325.csv,0,liu02_all_config_325.csv,179.7,148.8,12.0,22.6,285,469,245,14.3,22,4.09,8.3,0.0052,0.86,0.0947,26.95,1087.68,3903.31,1.1062,0.0119
82,Soil 82,nan,liu02_326.csv,0,liu02_all_config_326.csv,158.6,148.8,12.0,7.2,285,469,245,14.3,22,4.09,8.3,0.0068,0.23,0.1209,26.95,1087.68,3903.31,1.1062,0.0119
82,Soil 82,nan,liu02_327.csv,0,liu02_all_config_327.csv,148.8,148.8,12.0,0.0,285,469,245,14.3,22,4.09,8.3,0.0000,0.00,0.0000,26.95,1087.68,3903.31,1.1062,0.0119
83,Soil 83,nan,liu02_328.csv,0,liu02_all_config_328.csv,196.7,151,12.0,32.9,270,481,249,21.7,7,2.83,12.6,0.0272,0.52,0.0592,36.19,5.93,260.80,1.1195,0.0208
83,Soil 83,nan,liu02_329.csv,0,liu02_all_config_329.csv,183.5,151,12.0,23.4,270,481,249,21.7,7,2.83,12.6,0.0186,0.52,0.0946,36.19,5.93,260.80,1.1195,0.0208
83,Soil 83,nan,liu02_330.csv,0,liu02_all_config_330.csv,162,151,12.0,7.9,270,481,249,21.7,7,2.83,12.6,0.0056,0.28,0.0745,36.19,5.93,260.80,1.1195,0.0208
83,Soil 83,nan,liu02_331.csv,0,liu02_all_config_331.csv,151,151,12.0,0.0,270,481,249,21.7,7,2.83,12.6,0.0000,0.00,0.0000,36.19,5.93,260.80,1.1195,0.0208
84,Soil 84,nan,liu02_332.csv,0,liu02_all_config_332.csv,205.2,147.6,12.0,42.5,457,348,194,14.6,36,4.07,8.5,0.0289,0.46,0.0257,46.75,12.89,283.64,1.1220,0.0101
84,Soil 84,nan,liu02_333.csv,0,liu02_all_config_333.csv,183.8,147.6,12.0,26.7,457,348,194,14.6,36,4.07,8.5,0.0257,0.46,0.0401,46.75,12.89,283.64,1.1220,0.0101
84,Soil 84,nan,liu02_334.csv,0,liu02_all_config_334.csv,156.1,147.6,12.0,6.3,457,348,194,14.6,36,4.07,8.5,0.0065,0.19,0.0703,46.75,12.89,283.64,1.1220,0.0101
84,Soil 84,nan,liu02_335.csv,0,liu02_all_config_335.csv,147.6,147.6,12.0,0.0,457,348,194,14.6,36,4.07,8.5,0.0000,0.00,0.0000,46.75,12.89,283.64,1.1220,0.0101
85,Soil 85,nan,liu02_336.csv,0,liu02_all_config_336.csv,209,154.2,12.0,38.5,297,223,480,13.9,36,3.04,8.1,0.0347,0.52,0.0335,42.35,25.47,266.11,1.1274,0.0121
85,Soil 85,nan,liu02_337.csv,0,liu02_all_config_337.csv,188.8,154.2,12.0,24.3,297,223,480,13.9,36,3.04,8.1,0.0289,0.50,0.0420,42.35,25.47,266.11,1.1274,0.0121
85,Soil 85,nan,liu02_338.csv,0,liu02_all_config_338.csv,161.5,154.2,12.0,5.1,297,223,480,13.9,36,3.04,8.1,0.0080,0.13,0.0000,42.35,25.47,266.11,1.1274,0.0121
85,Soil 85,nan,liu02_339.csv,0,liu02_all_config_339.csv,154.2,154.2,12.0,0.0,297,223,480,13.9,36,3.04,8.1,0.0000,0.00,0.0000,42.35,25.47,266.11,1.1274,0.0121
86,Soil 86,nan,liu02_340.csv,1,liu02_all_config_340.csv,179.5,130.6,12.0,41.2,668,268,64,15.7,66,4.84,9.1,0.0432,0.18,0.0000,34.43,2720767.35,2145.67,1.1336,0.0114
86,Soil 86,nan,liu02_341.csv,1,liu02_all_config_341.csv,163.1,130.6,12.0,27.4,668,268,64,15.7,66,4.84,9.1,0.0263,0.36,0.0006,34.43,2720767.35,2145.67,1.1336,0.0114
86,Soil 86,nan,liu02_342.csv,0,liu02_all_config_342.csv,140.5,130.6,12.0,8.3,668,268,64,15.7,66,4.84,9.1,0.0179,0.38,0.1089,34.43,2720767.35,2145.67,1.1336,0.0114
86,Soil 86,nan,liu02_343.csv,0,liu02_all_config_343.csv,130.6,130.6,12.0,0.0,668,268,64,15.7,66,4.84,9.1,0.0000,0.00,0.0000,34.43,2720767.35,2145.67,1.1336,0.0114
87,Soil 87,nan,liu02_344.csv,1,liu02_all_config_344.csv,172.6,124.4,12.0,42.9,665,292,43,23.4,1,4.89,13.6,0.0000,0.00,0.0000,24.93,0.00,200.28,1.1386,0.0049
87,Soil 87,nan,liu02_345.csv,1,liu02_all_config_345.csv,152.5,124.4,12.0,25.0,665,292,43,23.4,1,4.89,13.6,0.0252,0.22,0.0000,24.93,0.00,200.28,1.1386,0.0049
87,Soil 87,nan,liu02_346.csv,0,liu02_all_config_346.csv,132.2,124.4,12.0,6.9,665,292,43,23.4,1,4.89,13.6,0.0010,0.66,0.0000,24.93,0.00,200.28,1.1386,0.0049
