ID_Parcela,Treatment,Nitrogen,wave,RFL
10A,CAN+DMPSA,N2,483,0.04432168
10A,CAN+DMPSA,N2,484,0.0444338
10A,CAN+DMPSA,N2,485,0.04462884
10A,CAN+DMPSA,N2,486,0.04482389
10A,CAN+DMPSA,N2,487,0.04501893
10A,CAN+DMPSA,N2,488,0.04521397
10A,CAN+DMPSA,N2,489,0.04540902
10A,CAN+DMPSA,N2,490,0.04560406
10A,CAN+DMPSA,N2,491,0.04579911
10A,CAN+DMPSA,N2,492,0.04599415
10A,CAN+DMPSA,N2,493,0.04618919
10A,CAN+DMPSA,N2,494,0.04654434
10A,CAN+DMPSA,N2,495,0.04691728
10A,CAN+DMPSA,N2,496,0.04729022
10A,CAN+DMPSA,N2,497,0.04766316
10A,CAN+DMPSA,N2,498,0.0480361
10A,CAN+DMPSA,N2,499,0.04840904
10A,CAN+DMPSA,N2,500,0.04878198
10A,CAN+DMPSA,N2,501,0.04915492
10A,CAN+DMPSA,N2,502,0.04952786
10A,CAN+DMPSA,N2,503,0.04999737
10A,CAN+DMPSA,N2,504,0.05053398
10A,CAN+DMPSA,N2,505,0.05107059
10A,CAN+DMPSA,N2,506,0.05160721
10A,CAN+DMPSA,N2,507,0.05214382
10A,CAN+DMPSA,N2,508,0.05268043
10A,CAN+DMPSA,N2,509,0.05321704
10A,CAN+DMPSA,N2,510,0.05375365
10A,CAN+DMPSA,N2,511,0.05429027
10A,CAN+DMPSA,N2,512,0.05486308
10A,CAN+DMPSA,N2,513,0.05552899
10A,CAN+DMPSA,N2,514,0.0561949
10A,CAN+DMPSA,N2,515,0.05686081
10A,CAN+DMPSA,N2,516,0.05752672
10A,CAN+DMPSA,N2,517,0.05819263
10A,CAN+DMPSA,N2,518,0.05885854
10A,CAN+DMPSA,N2,519,0.05952445
10A,CAN+DMPSA,N2,520,0.06019036
10A,CAN+DMPSA,N2,521,0.06085627
10A,CAN+DMPSA,N2,522,0.06156152
10A,CAN+DMPSA,N2,523,0.06226798
10A,CAN+DMPSA,N2,524,0.06297445
10A,CAN+DMPSA,N2,525,0.06368092
10A,CAN+DMPSA,N2,526,0.06438738
10A,CAN+DMPSA,N2,527,0.06509385
10A,CAN+DMPSA,N2,528,0.06580032
10A,CAN+DMPSA,N2,529,0.06650679
10A,CAN+DMPSA,N2,530,0.06721325
10A,CAN+DMPSA,N2,531,0.06785478
10A,CAN+DMPSA,N2,532,0.06846286
10A,CAN+DMPSA,N2,533,0.06907093
10A,CAN+DMPSA,N2,534,0.06967901
10A,CAN+DMPSA,N2,535,0.07028709
10A,CAN+DMPSA,N2,536,0.07089516
10A,CAN+DMPSA,N2,537,0.07150324
10A,CAN+DMPSA,N2,538,0.07211132
10A,CAN+DMPSA,N2,539,0.07271939
10A,CAN+DMPSA,N2,540,0.0732489
10A,CAN+DMPSA,N2,541,0.07363251
10A,CAN+DMPSA,N2,542,0.07401613
10A,CAN+DMPSA,N2,543,0.07439974
10A,CAN+DMPSA,N2,544,0.07478335
10A,CAN+DMPSA,N2,545,0.07516696
10A,CAN+DMPSA,N2,546,0.07555057
10A,CAN+DMPSA,N2,547,0.07593418
10A,CAN+DMPSA,N2,548,0.07631779
10A,CAN+DMPSA,N2,549,0.07669189
10A,CAN+DMPSA,N2,550,0.07683781
10A,CAN+DMPSA,N2,551,0.07698372
10A,CAN+DMPSA,N2,552,0.07712964
10A,CAN+DMPSA,N2,553,0.07727555
10A,CAN+DMPSA,N2,554,0.07742147
10A,CAN+DMPSA,N2,555,0.07756738
10A,CAN+DMPSA,N2,556,0.0777133
10A,CAN+DMPSA,N2,557,0.07785921
10A,CAN+DMPSA,N2,558,0.07800513
10A,CAN+DMPSA,N2,559,0.07804261
10A,CAN+DMPSA,N2,560,0.07803998
10A,CAN+DMPSA,N2,561,0.07803736
10A,CAN+DMPSA,N2,562,0.07803473
10A,CAN+DMPSA,N2,563,0.07803211
10A,CAN+DMPSA,N2,564,0.07802949
10A,CAN+DMPSA,N2,565,0.07802686
10A,CAN+DMPSA,N2,566,0.07802424
10A,CAN+DMPSA,N2,567,0.07802161
10A,CAN+DMPSA,N2,568,0.07799254
10A,CAN+DMPSA,N2,569,0.07792696
10A,CAN+DMPSA,N2,570,0.07786137
10A,CAN+DMPSA,N2,571,0.07779578
10A,CAN+DMPSA,N2,572,0.0777302
10A,CAN+DMPSA,N2,573,0.07766461
10A,CAN+DMPSA,N2,574,0.07759903
10A,CAN+DMPSA,N2,575,0.07753344
10A,CAN+DMPSA,N2,576,0.07746786
10A,CAN+DMPSA,N2,577,0.07739911
10A,CAN+DMPSA,N2,578,0.07730481
10A,CAN+DMPSA,N2,579,0.07721051
10A,CAN+DMPSA,N2,580,0.07711622
10A,CAN+DMPSA,N2,581,0.07702192
10A,CAN+DMPSA,N2,582,0.07692762
10A,CAN+DMPSA,N2,583,0.07683332
10A,CAN+DMPSA,N2,584,0.07673902
10A,CAN+DMPSA,N2,585,0.07664472
10A,CAN+DMPSA,N2,586,0.07655042
10A,CAN+DMPSA,N2,587,0.07647974
10A,CAN+DMPSA,N2,588,0.07641495
10A,CAN+DMPSA,N2,589,0.07635016
10A,CAN+DMPSA,N2,590,0.07628538
10A,CAN+DMPSA,N2,591,0.07622059
10A,CAN+DMPSA,N2,592,0.07615581
10A,CAN+DMPSA,N2,593,0.07609102
10A,CAN+DMPSA,N2,594,0.07602624
10A,CAN+DMPSA,N2,595,0.07596145
10A,CAN+DMPSA,N2,596,0.07592586
10A,CAN+DMPSA,N2,597,0.07592065
10A,CAN+DMPSA,N2,598,0.07591544
10A,CAN+DMPSA,N2,599,0.07591024
10A,CAN+DMPSA,N2,600,0.07590503
10A,CAN+DMPSA,N2,601,0.07589982
10A,CAN+DMPSA,N2,602,0.07589462
10A,CAN+DMPSA,N2,603,0.07588941
10A,CAN+DMPSA,N2,604,0.0758842
10A,CAN+DMPSA,N2,605,0.07588044
10A,CAN+DMPSA,N2,606,0.07588325
10A,CAN+DMPSA,N2,607,0.07588607
10A,CAN+DMPSA,N2,608,0.07588888
10A,CAN+DMPSA,N2,609,0.0758917
10A,CAN+DMPSA,N2,610,0.07589451
10A,CAN+DMPSA,N2,611,0.07589732
10A,CAN+DMPSA,N2,612,0.07590014
10A,CAN+DMPSA,N2,613,0.07590295
10A,CAN+DMPSA,N2,614,0.07590577
10A,CAN+DMPSA,N2,615,0.0758828
10A,CAN+DMPSA,N2,616,0.07585598
10A,CAN+DMPSA,N2,617,0.07582916
10A,CAN+DMPSA,N2,618,0.07580234
10A,CAN+DMPSA,N2,619,0.07577552
10A,CAN+DMPSA,N2,620,0.0757487
10A,CAN+DMPSA,N2,621,0.07572187
10A,CAN+DMPSA,N2,622,0.07569505
10A,CAN+DMPSA,N2,623,0.07566823
10A,CAN+DMPSA,N2,624,0.07561708
10A,CAN+DMPSA,N2,625,0.07554682
10A,CAN+DMPSA,N2,626,0.07547656
10A,CAN+DMPSA,N2,627,0.0754063
10A,CAN+DMPSA,N2,628,0.07533603
10A,CAN+DMPSA,N2,629,0.07526577
10A,CAN+DMPSA,N2,630,0.07519551
10A,CAN+DMPSA,N2,631,0.07512524
10A,CAN+DMPSA,N2,632,0.07505498
10A,CAN+DMPSA,N2,633,0.07498068
10A,CAN+DMPSA,N2,634,0.07489426
10A,CAN+DMPSA,N2,635,0.07480785
10A,CAN+DMPSA,N2,636,0.07472143
10A,CAN+DMPSA,N2,637,0.07463501
10A,CAN+DMPSA,N2,638,0.07454859
10A,CAN+DMPSA,N2,639,0.07446218
10A,CAN+DMPSA,N2,640,0.07437576
10A,CAN+DMPSA,N2,641,0.07428934
10A,CAN+DMPSA,N2,642,0.07420292
10A,CAN+DMPSA,N2,643,0.07408725
10A,CAN+DMPSA,N2,644,0.07396971
10A,CAN+DMPSA,N2,645,0.07385218
10A,CAN+DMPSA,N2,646,0.07373464
10A,CAN+DMPSA,N2,647,0.0736171
10A,CAN+DMPSA,N2,648,0.07349956
10A,CAN+DMPSA,N2,649,0.07338202
10A,CAN+DMPSA,N2,650,0.07326448
10A,CAN+DMPSA,N2,651,0.07314695
10A,CAN+DMPSA,N2,652,0.07298099
10A,CAN+DMPSA,N2,653,0.0727866
10A,CAN+DMPSA,N2,654,0.07259221
10A,CAN+DMPSA,N2,655,0.07239782
10A,CAN+DMPSA,N2,656,0.07220343
10A,CAN+DMPSA,N2,657,0.07200903
10A,CAN+DMPSA,N2,658,0.07181464
10A,CAN+DMPSA,N2,659,0.07162025
10A,CAN+DMPSA,N2,660,0.07142586
10A,CAN+DMPSA,N2,661,0.07126539
10A,CAN+DMPSA,N2,662,0.07117702
10A,CAN+DMPSA,N2,663,0.07108865
10A,CAN+DMPSA,N2,664,0.07100027
10A,CAN+DMPSA,N2,665,0.0709119
10A,CAN+DMPSA,N2,666,0.07082353
10A,CAN+DMPSA,N2,667,0.07073516
10A,CAN+DMPSA,N2,668,0.07064678
10A,CAN+DMPSA,N2,669,0.07055841
10A,CAN+DMPSA,N2,670,0.07047449
10A,CAN+DMPSA,N2,671,0.07083161
10A,CAN+DMPSA,N2,672,0.07118874
10A,CAN+DMPSA,N2,673,0.07154587
10A,CAN+DMPSA,N2,674,0.071903
10A,CAN+DMPSA,N2,675,0.07226013
10A,CAN+DMPSA,N2,676,0.07261726
10A,CAN+DMPSA,N2,677,0.07297439
10A,CAN+DMPSA,N2,678,0.07333152
10A,CAN+DMPSA,N2,679,0.07368865
10A,CAN+DMPSA,N2,680,0.0745367
10A,CAN+DMPSA,N2,681,0.07559516
10A,CAN+DMPSA,N2,682,0.07665362
10A,CAN+DMPSA,N2,683,0.07771208
10A,CAN+DMPSA,N2,684,0.07877054
10A,CAN+DMPSA,N2,685,0.079829
10A,CAN+DMPSA,N2,686,0.08088746
10A,CAN+DMPSA,N2,687,0.08194592
10A,CAN+DMPSA,N2,688,0.08300438
10A,CAN+DMPSA,N2,689,0.08449551
10A,CAN+DMPSA,N2,690,0.08666342
10A,CAN+DMPSA,N2,691,0.08883133
10A,CAN+DMPSA,N2,692,0.09099924
10A,CAN+DMPSA,N2,693,0.09316715
10A,CAN+DMPSA,N2,694,0.09533507
10A,CAN+DMPSA,N2,695,0.09750298
10A,CAN+DMPSA,N2,696,0.09967089
10A,CAN+DMPSA,N2,697,0.1018388
10A,CAN+DMPSA,N2,698,0.10411515
10A,CAN+DMPSA,N2,699,0.10763874
10A,CAN+DMPSA,N2,700,0.11116233
10A,CAN+DMPSA,N2,701,0.11468592
10A,CAN+DMPSA,N2,702,0.11820951
10A,CAN+DMPSA,N2,703,0.1217331
10A,CAN+DMPSA,N2,704,0.1252567
10A,CAN+DMPSA,N2,705,0.12878029
10A,CAN+DMPSA,N2,706,0.13230388
10A,CAN+DMPSA,N2,707,0.13582747
10A,CAN+DMPSA,N2,708,0.14034216
10A,CAN+DMPSA,N2,709,0.14515291
10A,CAN+DMPSA,N2,710,0.14996367
10A,CAN+DMPSA,N2,711,0.15477442
10A,CAN+DMPSA,N2,712,0.15958517
10A,CAN+DMPSA,N2,713,0.16439593
10A,CAN+DMPSA,N2,714,0.16920668
10A,CAN+DMPSA,N2,715,0.17401743
10A,CAN+DMPSA,N2,716,0.17882819
10A,CAN+DMPSA,N2,717,0.18405508
10A,CAN+DMPSA,N2,718,0.18977051
10A,CAN+DMPSA,N2,719,0.19548594
10A,CAN+DMPSA,N2,720,0.20120137
10A,CAN+DMPSA,N2,721,0.2069168
10A,CAN+DMPSA,N2,722,0.21263223
10A,CAN+DMPSA,N2,723,0.21834765
10A,CAN+DMPSA,N2,724,0.22406308
10A,CAN+DMPSA,N2,725,0.22977851
10A,CAN+DMPSA,N2,726,0.2354536
10A,CAN+DMPSA,N2,727,0.24090013
10A,CAN+DMPSA,N2,728,0.24634665
10A,CAN+DMPSA,N2,729,0.25179317
10A,CAN+DMPSA,N2,730,0.25723969
10A,CAN+DMPSA,N2,731,0.26268622
10A,CAN+DMPSA,N2,732,0.26813274
10A,CAN+DMPSA,N2,733,0.27357926
10A,CAN+DMPSA,N2,734,0.27902579
10A,CAN+DMPSA,N2,735,0.28447231
10A,CAN+DMPSA,N2,736,0.28925856
10A,CAN+DMPSA,N2,737,0.29391903
10A,CAN+DMPSA,N2,738,0.29857951
10A,CAN+DMPSA,N2,739,0.30323999
10A,CAN+DMPSA,N2,740,0.30790047
10A,CAN+DMPSA,N2,741,0.31256095
10A,CAN+DMPSA,N2,742,0.31722143
10A,CAN+DMPSA,N2,743,0.32188191
10A,CAN+DMPSA,N2,744,0.32654239
10A,CAN+DMPSA,N2,745,0.33056395
10A,CAN+DMPSA,N2,746,0.33401894
10A,CAN+DMPSA,N2,747,0.33747392
10A,CAN+DMPSA,N2,748,0.34092891
10A,CAN+DMPSA,N2,749,0.34438389
10A,CAN+DMPSA,N2,750,0.34783888
10A,CAN+DMPSA,N2,751,0.35129386
10A,CAN+DMPSA,N2,752,0.35474884
10A,CAN+DMPSA,N2,753,0.35820383
10A,CAN+DMPSA,N2,754,0.36137198
10A,CAN+DMPSA,N2,755,0.36352321
10A,CAN+DMPSA,N2,756,0.36567443
10A,CAN+DMPSA,N2,757,0.36782566
10A,CAN+DMPSA,N2,758,0.36997689
10A,CAN+DMPSA,N2,759,0.37212811
10A,CAN+DMPSA,N2,760,0.37427934
10A,CAN+DMPSA,N2,761,0.37643056
10A,CAN+DMPSA,N2,762,0.37858179
10A,CAN+DMPSA,N2,763,0.38073301
10A,CAN+DMPSA,N2,764,0.38166404
10A,CAN+DMPSA,N2,765,0.38247439
10A,CAN+DMPSA,N2,766,0.38328475
10A,CAN+DMPSA,N2,767,0.3840951
10A,CAN+DMPSA,N2,768,0.38490545
10A,CAN+DMPSA,N2,769,0.3857158
10A,CAN+DMPSA,N2,770,0.38652616
10A,CAN+DMPSA,N2,771,0.38733651
10A,CAN+DMPSA,N2,772,0.38814686
10A,CAN+DMPSA,N2,773,0.38845914
10A,CAN+DMPSA,N2,774,0.38843938
10A,CAN+DMPSA,N2,775,0.38841962
10A,CAN+DMPSA,N2,776,0.38839986
10A,CAN+DMPSA,N2,777,0.38838011
10A,CAN+DMPSA,N2,778,0.38836035
10A,CAN+DMPSA,N2,779,0.38834059
10A,CAN+DMPSA,N2,780,0.38832083
10A,CAN+DMPSA,N2,781,0.38830107
10A,CAN+DMPSA,N2,782,0.38810519
10A,CAN+DMPSA,N2,783,0.38747816
10A,CAN+DMPSA,N2,784,0.38685113
10A,CAN+DMPSA,N2,785,0.38622409
10A,CAN+DMPSA,N2,786,0.38559706
10A,CAN+DMPSA,N2,787,0.38497003
10A,CAN+DMPSA,N2,788,0.384343
10A,CAN+DMPSA,N2,789,0.38371596
10A,CAN+DMPSA,N2,790,0.38308893
10A,CAN+DMPSA,N2,791,0.3824619
10A,CAN+DMPSA,N2,792,0.38145812
10A,CAN+DMPSA,N2,793,0.38044665
10A,CAN+DMPSA,N2,794,0.37943518
10A,CAN+DMPSA,N2,795,0.37842372
10A,CAN+DMPSA,N2,796,0.37741225
10A,CAN+DMPSA,N2,797,0.37640079
10A,CAN+DMPSA,N2,798,0.37538932
10A,CAN+DMPSA,N2,799,0.37437785
10A,CAN+DMPSA,N2,800,0.37336639
10B,CAN+DMPSA,N1,400,0.03157285
10B,CAN+DMPSA,N1,401,0.03166121
10B,CAN+DMPSA,N1,402,0.03174957
10B,CAN+DMPSA,N1,403,0.03183793
10B,CAN+DMPSA,N1,404,0.03192629
10B,CAN+DMPSA,N1,405,0.03201465
10B,CAN+DMPSA,N1,406,0.03210301
10B,CAN+DMPSA,N1,407,0.03219137
10B,CAN+DMPSA,N1,408,0.03227973
10B,CAN+DMPSA,N1,409,0.03236809
10B,CAN+DMPSA,N1,410,0.03249798
10B,CAN+DMPSA,N1,411,0.03264654
10B,CAN+DMPSA,N1,412,0.03279509
10B,CAN+DMPSA,N1,413,0.03294365
10B,CAN+DMPSA,N1,414,0.0330922
10B,CAN+DMPSA,N1,415,0.03324076
10B,CAN+DMPSA,N1,416,0.03338931
10B,CAN+DMPSA,N1,417,0.03353786
10B,CAN+DMPSA,N1,418,0.03368642
10B,CAN+DMPSA,N1,419,0.03384874
10B,CAN+DMPSA,N1,420,0.03403353
10B,CAN+DMPSA,N1,421,0.03421832
10B,CAN+DMPSA,N1,422,0.03440311
10B,CAN+DMPSA,N1,423,0.03458789
10B,CAN+DMPSA,N1,424,0.03477268
10B,CAN+DMPSA,N1,425,0.03495747
10B,CAN+DMPSA,N1,426,0.03514226
10B,CAN+DMPSA,N1,427,0.03532704
10B,CAN+DMPSA,N1,428,0.03551269
10B,CAN+DMPSA,N1,429,0.03570975
10B,CAN+DMPSA,N1,430,0.03590681
10B,CAN+DMPSA,N1,431,0.03610387
10B,CAN+DMPSA,N1,432,0.03630093
10B,CAN+DMPSA,N1,433,0.03649799
10B,CAN+DMPSA,N1,434,0.03669505
10B,CAN+DMPSA,N1,435,0.03689211
10B,CAN+DMPSA,N1,436,0.03708917
10B,CAN+DMPSA,N1,437,0.03728623
10B,CAN+DMPSA,N1,438,0.03746814
10B,CAN+DMPSA,N1,439,0.03764527
10B,CAN+DMPSA,N1,440,0.03782241
10B,CAN+DMPSA,N1,441,0.03799954
10B,CAN+DMPSA,N1,442,0.03817667
10B,CAN+DMPSA,N1,443,0.03835381
10B,CAN+DMPSA,N1,444,0.03853094
10B,CAN+DMPSA,N1,445,0.03870807
10B,CAN+DMPSA,N1,446,0.03888521
10B,CAN+DMPSA,N1,447,0.03903596
10B,CAN+DMPSA,N1,448,0.03915447
10B,CAN+DMPSA,N1,449,0.03927297
10B,CAN+DMPSA,N1,450,0.03939148
10B,CAN+DMPSA,N1,451,0.03950999
10B,CAN+DMPSA,N1,452,0.0396285
10B,CAN+DMPSA,N1,453,0.039747
10B,CAN+DMPSA,N1,454,0.03986551
10B,CAN+DMPSA,N1,455,0.03998402
10B,CAN+DMPSA,N1,456,0.04009728
10B,CAN+DMPSA,N1,457,0.04017829
10B,CAN+DMPSA,N1,458,0.04025931
10B,CAN+DMPSA,N1,459,0.04034032
10B,CAN+DMPSA,N1,460,0.04042133
10B,CAN+DMPSA,N1,461,0.04050235
10B,CAN+DMPSA,N1,462,0.04058336
10B,CAN+DMPSA,N1,463,0.04066438
10B,CAN+DMPSA,N1,464,0.04074539
10B,CAN+DMPSA,N1,465,0.0408264
10B,CAN+DMPSA,N1,466,0.04089359
10B,CAN+DMPSA,N1,467,0.04095794
10B,CAN+DMPSA,N1,468,0.0410223
10B,CAN+DMPSA,N1,469,0.04108665
10B,CAN+DMPSA,N1,470,0.04115101
10B,CAN+DMPSA,N1,471,0.04121536
10B,CAN+DMPSA,N1,472,0.04127972
10B,CAN+DMPSA,N1,473,0.04134407
10B,CAN+DMPSA,N1,474,0.04140843
10B,CAN+DMPSA,N1,475,0.04148115
10B,CAN+DMPSA,N1,476,0.04156161
10B,CAN+DMPSA,N1,477,0.04164206
10B,CAN+DMPSA,N1,478,0.04172252
10B,CAN+DMPSA,N1,479,0.04180297
10B,CAN+DMPSA,N1,480,0.04188343
10B,CAN+DMPSA,N1,481,0.04196388
10B,CAN+DMPSA,N1,482,0.04204433
10B,CAN+DMPSA,N1,483,0.04212479
10B,CAN+DMPSA,N1,484,0.04222719
10B,CAN+DMPSA,N1,485,0.04241213
10B,CAN+DMPSA,N1,486,0.04259708
10B,CAN+DMPSA,N1,487,0.04278202
10B,CAN+DMPSA,N1,488,0.04296697
10B,CAN+DMPSA,N1,489,0.04315191
10B,CAN+DMPSA,N1,490,0.04333686
10B,CAN+DMPSA,N1,491,0.0435218
10B,CAN+DMPSA,N1,492,0.04370675
10B,CAN+DMPSA,N1,493,0.0438917
10B,CAN+DMPSA,N1,494,0.0442332
10B,CAN+DMPSA,N1,495,0.04459211
10B,CAN+DMPSA,N1,496,0.04495101
10B,CAN+DMPSA,N1,497,0.04530991
10B,CAN+DMPSA,N1,498,0.04566882
10B,CAN+DMPSA,N1,499,0.04602772
10B,CAN+DMPSA,N1,500,0.04638662
10B,CAN+DMPSA,N1,501,0.04674553
10B,CAN+DMPSA,N1,502,0.04710443
10B,CAN+DMPSA,N1,503,0.04756181
10B,CAN+DMPSA,N1,504,0.04808761
10B,CAN+DMPSA,N1,505,0.04861342
10B,CAN+DMPSA,N1,506,0.04913923
10B,CAN+DMPSA,N1,507,0.04966504
10B,CAN+DMPSA,N1,508,0.05019084
10B,CAN+DMPSA,N1,509,0.05071665
10B,CAN+DMPSA,N1,510,0.05124246
10B,CAN+DMPSA,N1,511,0.05176827
10B,CAN+DMPSA,N1,512,0.05232865
10B,CAN+DMPSA,N1,513,0.05297793
10B,CAN+DMPSA,N1,514,0.05362722
10B,CAN+DMPSA,N1,515,0.0542765
10B,CAN+DMPSA,N1,516,0.05492579
10B,CAN+DMPSA,N1,517,0.05557507
10B,CAN+DMPSA,N1,518,0.05622436
10B,CAN+DMPSA,N1,519,0.05687364
10B,CAN+DMPSA,N1,520,0.05752293
10B,CAN+DMPSA,N1,521,0.05817221
10B,CAN+DMPSA,N1,522,0.05886489
10B,CAN+DMPSA,N1,523,0.05955891
10B,CAN+DMPSA,N1,524,0.06025293
10B,CAN+DMPSA,N1,525,0.06094695
10B,CAN+DMPSA,N1,526,0.06164097
10B,CAN+DMPSA,N1,527,0.06233499
10B,CAN+DMPSA,N1,528,0.06302901
10B,CAN+DMPSA,N1,529,0.06372304
10B,CAN+DMPSA,N1,530,0.06441706
10B,CAN+DMPSA,N1,531,0.06504088
10B,CAN+DMPSA,N1,532,0.06562855
10B,CAN+DMPSA,N1,533,0.06621622
10B,CAN+DMPSA,N1,534,0.06680389
10B,CAN+DMPSA,N1,535,0.06739156
10B,CAN+DMPSA,N1,536,0.06797923
10B,CAN+DMPSA,N1,537,0.0685669
10B,CAN+DMPSA,N1,538,0.06915457
10B,CAN+DMPSA,N1,539,0.06974224
10B,CAN+DMPSA,N1,540,0.07024925
10B,CAN+DMPSA,N1,541,0.07060647
10B,CAN+DMPSA,N1,542,0.0709637
10B,CAN+DMPSA,N1,543,0.07132092
10B,CAN+DMPSA,N1,544,0.07167815
10B,CAN+DMPSA,N1,545,0.07203538
10B,CAN+DMPSA,N1,546,0.0723926
10B,CAN+DMPSA,N1,547,0.07274983
10B,CAN+DMPSA,N1,548,0.07310705
10B,CAN+DMPSA,N1,549,0.07345455
10B,CAN+DMPSA,N1,550,0.07356869
10B,CAN+DMPSA,N1,551,0.07368282
10B,CAN+DMPSA,N1,552,0.07379696
10B,CAN+DMPSA,N1,553,0.0739111
10B,CAN+DMPSA,N1,554,0.07402524
10B,CAN+DMPSA,N1,555,0.07413937
10B,CAN+DMPSA,N1,556,0.07425351
10B,CAN+DMPSA,N1,557,0.07436765
10B,CAN+DMPSA,N1,558,0.07448178
10B,CAN+DMPSA,N1,559,0.07448357
10B,CAN+DMPSA,N1,560,0.07444381
10B,CAN+DMPSA,N1,561,0.07440404
10B,CAN+DMPSA,N1,562,0.07436428
10B,CAN+DMPSA,N1,563,0.07432451
10B,CAN+DMPSA,N1,564,0.07428475
10B,CAN+DMPSA,N1,565,0.07424499
10B,CAN+DMPSA,N1,566,0.07420522
10B,CAN+DMPSA,N1,567,0.07416546
10B,CAN+DMPSA,N1,568,0.07410165
10B,CAN+DMPSA,N1,569,0.07400464
10B,CAN+DMPSA,N1,570,0.07390763
10B,CAN+DMPSA,N1,571,0.07381062
10B,CAN+DMPSA,N1,572,0.07371361
10B,CAN+DMPSA,N1,573,0.0736166
10B,CAN+DMPSA,N1,574,0.07351959
10B,CAN+DMPSA,N1,575,0.07342258
10B,CAN+DMPSA,N1,576,0.07332557
10B,CAN+DMPSA,N1,577,0.07322637
10B,CAN+DMPSA,N1,578,0.07310948
10B,CAN+DMPSA,N1,579,0.07299258
