ID,Name,Refl_file,Specular,m_d_tot,m_d,m_w_tot,V_tot,SMCv,SMCg,Clay,Silt,Sand,Density,OM,L,eps,d,K,a,psi,Slope,Intercept
2,Quartz sand,phil14_292.csv,0,69.35,38.95,70.30,24.50,3.88,2.44,0,0,1000,1.44,0,0.0228,0.33,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_293.csv,0,69.35,38.95,70.22,24.50,3.55,2.23,0,0,1000,1.44,0,0.0225,0.31,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_294.csv,0,69.35,38.95,70.12,24.50,3.14,1.98,0,0,1000,1.44,0,0.0205,0.30,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_295.csv,0,69.35,38.95,70.03,24.50,2.78,1.75,0,0,1000,1.44,0,0.0193,0.28,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_296.csv,0,69.35,38.95,69.94,24.50,2.41,1.51,0,0,1000,1.44,0,0.0183,0.27,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_297.csv,0,69.35,38.95,69.86,24.50,2.08,1.31,0,0,1000,1.44,0,0.0167,0.25,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_298.csv,0,69.35,38.95,69.77,24.50,1.71,1.08,0,0,1000,1.44,0,0.0154,0.23,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_299.csv,0,69.35,38.95,69.69,24.50,1.39,0.87,0,0,1000,1.44,0,0.0136,0.20,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_300.csv,0,69.35,38.95,69.61,24.50,1.06,0.67,0,0,1000,1.44,0,0.0124,0.18,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_301.csv,0,69.35,38.95,69.54,24.50,0.78,0.49,0,0,1000,1.44,0,0.0100,0.14,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_302.csv,0,69.35,38.95,69.49,24.50,0.57,0.36,0,0,1000,1.44,0,0.0075,0.07,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_303.csv,0,69.35,38.95,69.45,24.50,0.41,0.26,0,0,1000,1.44,0,0.0068,0.02,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_304.csv,0,69.35,38.95,69.42,24.50,0.29,0.18,0,0,1000,1.44,0,0.0087,0.01,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_305.csv,0,69.35,38.95,69.39,24.50,0.16,0.10,0,0,1000,1.44,0,0.0036,0.00,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_306.csv,0,69.35,38.95,69.37,24.50,0.08,0.05,0,0,1000,1.44,0,0.0228,0.00,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_307.csv,0,69.35,38.95,69.36,24.50,0.04,0.03,0,0,1000,1.44,0,0.0699,0.00,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_308.csv,0,69.35,38.95,69.35,24.50,0.00,0.00,0,0,1000,1.44,0,0.0000,0.00,0.0000,22.93,56.23,108.10,1.0818,-0.0095
3,Masonry sand,phil14_309.csv,0,71.40,41.36,80.35,24.50,36.53,21.64,19,44,937,1.53,2,0.0043,1.00,0.0363,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_310.csv,0,71.40,41.36,80.23,24.50,36.04,21.35,19,44,937,1.53,2,0.0040,1.00,0.0418,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_311.csv,0,71.40,41.36,80.11,24.50,35.55,21.06,19,44,937,1.53,2,0.0045,0.98,0.0408,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_312.csv,0,71.40,41.36,79.99,24.50,35.06,20.77,19,44,937,1.53,2,0.0038,1.00,0.0451,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_313.csv,0,71.40,41.36,79.87,24.50,34.57,20.48,19,44,937,1.53,2,0.0041,0.98,0.0457,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_314.csv,0,71.40,41.36,79.75,24.50,34.08,20.19,19,44,937,1.53,2,0.0038,1.00,0.0443,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_315.csv,0,71.40,41.36,79.62,24.50,33.55,19.87,19,44,937,1.53,2,0.0037,1.00,0.0418,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_316.csv,0,71.40,41.36,79.50,24.50,33.06,19.58,19,44,937,1.53,2,0.0035,1.00,0.0447,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_317.csv,0,71.40,41.36,79.38,24.50,32.57,19.29,19,44,937,1.53,2,0.0034,1.00,0.0446,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_318.csv,0,71.40,41.36,79.25,24.50,32.04,18.98,19,44,937,1.53,2,0.0033,1.00,0.0438,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_319.csv,0,71.40,41.36,79.13,24.50,31.55,18.69,19,44,937,1.53,2,0.0034,1.00,0.0419,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_320.csv,0,71.40,41.36,79.01,24.50,31.06,18.40,19,44,937,1.53,2,0.0033,1.00,0.0430,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_321.csv,0,71.40,41.36,78.88,24.50,30.53,18.09,19,44,937,1.53,2,0.0032,1.00,0.0422,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_322.csv,0,71.40,41.36,78.76,24.50,30.04,17.79,19,44,937,1.53,2,0.0032,1.00,0.0404,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_323.csv,0,71.40,41.36,78.64,24.50,29.55,17.50,19,44,937,1.53,2,0.0031,1.00,0.0412,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_324.csv,0,71.40,41.36,78.51,24.50,29.02,17.19,19,44,937,1.53,2,0.0030,1.00,0.0411,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_325.csv,0,71.40,41.36,78.38,24.50,28.49,16.88,19,44,937,1.53,2,0.0030,1.00,0.0372,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_326.csv,0,71.40,41.36,78.27,24.50,28.04,16.61,19,44,937,1.53,2,0.0029,1.00,0.0399,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_327.csv,0,71.40,41.36,78.14,24.50,27.51,16.30,19,44,937,1.53,2,0.0030,1.00,0.0367,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_328.csv,0,71.40,41.36,78.02,24.50,27.02,16.01,19,44,937,1.53,2,0.0028,1.00,0.0379,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_329.csv,0,71.40,41.36,77.89,24.50,26.49,15.69,19,44,937,1.53,2,0.0028,1.00,0.0353,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_330.csv,0,71.40,41.36,77.78,24.50,26.04,15.43,19,44,937,1.53,2,0.0027,1.00,0.0345,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_331.csv,0,71.40,41.36,77.65,24.50,25.51,15.11,19,44,937,1.53,2,0.0026,1.00,0.0338,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_332.csv,0,71.40,41.36,77.53,24.50,25.02,14.82,19,44,937,1.53,2,0.0026,1.00,0.0332,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_333.csv,0,71.40,41.36,77.40,24.50,24.49,14.51,19,44,937,1.53,2,0.0027,1.00,0.0308,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_334.csv,0,71.40,41.36,77.28,24.50,24.00,14.22,19,44,937,1.53,2,0.0028,0.98,0.0330,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_335.csv,0,71.40,41.36,77.16,24.50,23.51,13.93,19,44,937,1.53,2,0.0024,1.00,0.0292,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_336.csv,0,71.40,41.36,77.04,24.50,23.02,13.64,19,44,937,1.53,2,0.0026,0.98,0.0310,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_337.csv,0,71.40,41.36,76.92,24.50,22.53,13.35,19,44,937,1.53,2,0.0025,1.00,0.0243,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_338.csv,0,71.40,41.36,76.79,24.50,22.00,13.03,19,44,937,1.53,2,0.0026,0.95,0.0396,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_339.csv,0,71.40,41.36,76.67,24.50,21.51,12.74,19,44,937,1.53,2,0.0026,0.95,0.0347,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_340.csv,0,71.40,41.36,76.55,24.50,21.02,12.45,19,44,937,1.53,2,0.0025,0.95,0.0360,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_341.csv,0,71.40,41.36,76.42,24.50,20.49,12.14,19,44,937,1.53,2,0.0024,0.95,0.0355,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_342.csv,0,71.40,41.36,76.29,24.50,19.96,11.82,19,44,937,1.53,2,0.0028,0.88,0.0550,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_343.csv,0,71.40,41.36,76.17,24.50,19.47,11.53,19,44,937,1.53,2,0.0023,0.95,0.0314,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_344.csv,0,71.40,41.36,76.05,24.50,18.98,11.24,19,44,937,1.53,2,0.0024,0.94,0.0300,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_345.csv,0,71.40,41.36,75.92,24.50,18.45,10.93,19,44,937,1.53,2,0.0024,0.94,0.0269,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_346.csv,0,71.40,41.36,75.80,24.50,17.96,10.64,19,44,937,1.53,2,0.0022,0.94,0.0285,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_347.csv,0,71.40,41.36,75.68,24.50,17.47,10.35,19,44,937,1.53,2,0.0032,0.78,0.0788,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_348.csv,0,71.40,41.36,75.55,24.50,16.94,10.03,19,44,937,1.53,2,0.0031,0.80,0.0675,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_349.csv,0,71.40,41.36,75.43,24.50,16.45,9.74,19,44,937,1.53,2,0.0139,0.44,0.1154,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_350.csv,0,71.40,41.36,75.31,24.50,15.96,9.45,19,44,937,1.53,2,0.0037,0.71,0.0969,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_351.csv,0,71.40,41.36,75.19,24.50,15.47,9.16,19,44,937,1.53,2,0.0154,0.42,0.1198,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_352.csv,0,71.40,41.36,75.07,24.50,14.98,8.87,19,44,937,1.53,2,0.0129,0.42,0.1308,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_353.csv,0,71.40,41.36,74.95,24.50,14.49,8.58,19,44,937,1.53,2,0.0115,0.44,0.1271,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_354.csv,0,71.40,41.36,74.82,24.50,13.96,8.27,19,44,937,1.53,2,0.0111,0.44,0.1304,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_355.csv,0,71.40,41.36,74.69,24.50,13.43,7.95,19,44,937,1.53,2,0.0108,0.43,0.1431,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_356.csv,0,71.40,41.36,74.58,24.50,12.98,7.69,19,44,937,1.53,2,0.0099,0.44,0.1344,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_357.csv,0,71.40,41.36,74.45,24.50,12.45,7.37,19,44,937,1.53,2,0.0099,0.44,0.1368,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_358.csv,0,71.40,41.36,74.33,24.50,11.96,7.08,19,44,937,1.53,2,0.0086,0.45,0.1438,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_359.csv,0,71.40,41.36,74.21,24.50,11.47,6.79,19,44,937,1.53,2,0.0085,0.44,0.1481,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_360.csv,0,71.40,41.36,74.09,24.50,10.98,6.50,19,44,937,1.53,2,0.0084,0.43,0.1451,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_361.csv,0,71.40,41.36,73.97,24.50,10.49,6.21,19,44,937,1.53,2,0.0086,0.41,0.1571,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_362.csv,0,71.40,41.36,73.84,24.50,9.96,5.90,19,44,937,1.53,2,0.0074,0.43,0.1574,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_363.csv,0,71.40,41.36,73.73,24.50,9.51,5.63,19,44,937,1.53,2,0.0073,0.42,0.1579,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_364.csv,0,71.40,41.36,73.61,24.50,9.02,5.34,19,44,937,1.53,2,0.0072,0.41,0.1628,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_365.csv,0,71.40,41.36,73.49,24.50,8.53,5.05,19,44,937,1.53,2,0.0074,0.40,0.1658,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_366.csv,0,71.40,41.36,73.37,24.50,8.04,4.76,19,44,937,1.53,2,0.0070,0.39,0.1713,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_367.csv,0,71.40,41.36,73.25,24.50,7.55,4.47,19,44,937,1.53,2,0.0063,0.38,0.1909,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_368.csv,0,71.40,41.36,73.13,24.50,7.06,4.18,19,44,937,1.53,2,0.0064,0.36,0.2002,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_369.csv,0,71.40,41.36,73.02,24.50,6.61,3.92,19,44,937,1.53,2,0.0063,0.35,0.2022,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_370.csv,0,71.40,41.36,72.91,24.50,6.16,3.65,19,44,937,1.53,2,0.0066,0.34,0.1967,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_371.csv,0,71.40,41.36,72.79,24.50,5.67,3.36,19,44,937,1.53,2,0.0059,0.31,0.2429,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_372.csv,0,71.40,41.36,72.68,24.50,5.22,3.09,19,44,937,1.53,2,0.0058,0.28,0.2500,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_373.csv,0,71.40,41.36,72.56,24.50,4.73,2.80,19,44,937,1.53,2,0.0055,0.25,0.2500,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_374.csv,0,71.40,41.36,72.46,24.50,4.33,2.56,19,44,937,1.53,2,0.0051,0.21,0.2500,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_375.csv,0,71.40,41.36,72.35,24.50,3.88,2.30,19,44,937,1.53,2,0.0052,0.11,0.2500,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_376.csv,0,71.40,41.36,72.26,24.50,3.51,2.08,19,44,937,1.53,2,0.0067,0.06,0.1465,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_377.csv,0,71.40,41.36,72.18,24.50,3.18,1.89,19,44,937,1.53,2,0.0064,0.04,0.0152,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_378.csv,0,71.40,41.36,72.10,24.50,2.86,1.69,19,44,937,1.53,2,0.0069,0.03,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_379.csv,0,71.40,41.36,72.05,24.50,2.65,1.57,19,44,937,1.53,2,0.0084,0.02,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_380.csv,0,71.40,41.36,71.98,24.50,2.37,1.40,19,44,937,1.53,2,0.0056,0.02,0.0034,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_381.csv,0,71.40,41.36,71.92,24.50,2.12,1.26,19,44,937,1.53,2,0.0057,0.01,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_382.csv,0,71.40,41.36,71.88,24.50,1.96,1.16,19,44,937,1.53,2,0.0094,0.02,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_383.csv,0,71.40,41.36,71.84,24.50,1.80,1.06,19,44,937,1.53,2,0.0053,0.01,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_384.csv,0,71.40,41.36,71.80,24.50,1.63,0.97,19,44,937,1.53,2,0.0134,0.01,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_385.csv,0,71.40,41.36,71.76,24.50,1.47,0.87,19,44,937,1.53,2,0.0090,0.01,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_386.csv,0,71.40,41.36,71.72,24.50,1.31,0.77,19,44,937,1.53,2,0.0124,0.01,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_387.csv,0,71.40,41.36,71.69,24.50,1.18,0.70,19,44,937,1.53,2,0.0128,0.01,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_388.csv,0,71.40,41.36,71.66,24.50,1.06,0.63,19,44,937,1.53,2,0.0164,0.01,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_389.csv,0,71.40,41.36,71.63,24.50,0.94,0.56,19,44,937,1.53,2,0.0141,0.01,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_390.csv,0,71.40,41.36,71.60,24.50,0.82,0.48,19,44,937,1.53,2,0.0094,0.01,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_391.csv,0,71.40,41.36,71.58,24.50,0.73,0.44,19,44,937,1.53,2,0.0172,0.01,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_392.csv,0,71.40,41.36,71.56,24.50,0.65,0.39,19,44,937,1.53,2,0.0132,0.01,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_393.csv,0,71.40,41.36,71.54,24.50,0.57,0.34,19,44,937,1.53,2,0.0115,0.00,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_394.csv,0,71.40,41.36,71.51,24.50,0.45,0.27,19,44,937,1.53,2,0.0283,0.00,0.0167,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_395.csv,0,71.40,41.36,71.48,24.50,0.33,0.19,19,44,937,1.53,2,0.0061,0.00,0.0003,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_396.csv,0,71.40,41.36,71.46,24.50,0.24,0.15,19,44,937,1.53,2,0.0016,0.00,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_397.csv,0,71.40,41.36,71.46,24.50,0.24,0.15,19,44,937,1.53,2,0.0118,0.01,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_398.csv,0,71.40,41.36,71.44,24.50,0.16,0.10,19,44,937,1.53,2,0.0073,0.01,0.0354,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_399.csv,0,71.40,41.36,71.43,24.50,0.12,0.07,19,44,937,1.53,2,0.0337,0.00,0.0019,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_400.csv,0,71.40,41.36,71.43,24.50,0.12,0.07,19,44,937,1.53,2,0.0099,0.00,0.0802,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_401.csv,0,71.40,41.36,71.42,24.50,0.08,0.05,19,44,937,1.53,2,0.0144,0.00,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_402.csv,0,71.40,41.36,71.42,24.50,0.08,0.05,19,44,937,1.53,2,0.0112,0.00,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_403.csv,0,71.40,41.36,71.41,24.50,0.04,0.02,19,44,937,1.53,2,0.0181,0.01,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_404.csv,0,71.40,41.36,71.41,24.50,0.04,0.02,19,44,937,1.53,2,0.0141,0.01,0.0037,13.92,1263.50,3491.91,1.0495,0.0051
3,Masonry sand,phil14_405.csv,0,71.40,41.36,71.40,24.50,0.00,0.00,19,44,937,1.53,2,0.0000,0.00,0.0000,13.92,1263.50,3491.91,1.0495,0.0051
