ID,Name,Refl_file,Specular,m_d_tot,m_d,m_w_tot,V_tot,SMCv,SMCg,Clay,Silt,Sand,Density,OM,L,eps,d,K,a,psi,Slope,Intercept
1,Ithaca soil,phil14_144.csv,0,57.34,26.94,58.53,24.50,4.86,4.42,192,770,38,0.95,53,0.0170,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_145.csv,0,57.34,26.94,58.50,24.50,4.73,4.31,192,770,38,0.95,53,0.0217,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_146.csv,0,57.34,26.94,58.46,24.50,4.57,4.16,192,770,38,0.95,53,0.0203,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_147.csv,0,57.34,26.94,58.43,24.50,4.45,4.05,192,770,38,0.95,53,0.0139,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_148.csv,0,57.34,26.94,58.40,24.50,4.33,3.93,192,770,38,0.95,53,0.0126,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_149.csv,0,57.34,26.94,58.37,24.50,4.20,3.82,192,770,38,0.95,53,0.0143,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_150.csv,0,57.34,26.94,58.34,24.50,4.08,3.71,192,770,38,0.95,53,0.0052,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_151.csv,0,57.34,26.94,58.31,24.50,3.96,3.60,192,770,38,0.95,53,0.0198,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_152.csv,0,57.34,26.94,58.27,24.50,3.80,3.45,192,770,38,0.95,53,0.0138,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_153.csv,0,57.34,26.94,58.24,24.50,3.67,3.34,192,770,38,0.95,53,0.0126,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_154.csv,0,57.34,26.94,58.21,24.50,3.55,3.23,192,770,38,0.95,53,0.0045,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_155.csv,0,57.34,26.94,58.19,24.50,3.47,3.16,192,770,38,0.95,53,0.0276,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_156.csv,0,57.34,26.94,58.15,24.50,3.31,3.01,192,770,38,0.95,53,0.0127,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_157.csv,0,57.34,26.94,58.13,24.50,3.22,2.93,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_158.csv,0,57.34,26.94,58.09,24.50,3.06,2.78,192,770,38,0.95,53,0.0055,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_159.csv,0,57.34,26.94,58.07,24.50,2.98,2.71,192,770,38,0.95,53,0.0069,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_160.csv,0,57.34,26.94,58.04,24.50,2.86,2.60,192,770,38,0.95,53,0.0091,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_161.csv,0,57.34,26.94,58.02,24.50,2.78,2.52,192,770,38,0.95,53,0.0225,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_162.csv,0,57.34,26.94,57.99,24.50,2.65,2.41,192,770,38,0.95,53,0.0109,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_163.csv,0,57.34,26.94,57.97,24.50,2.57,2.34,192,770,38,0.95,53,0.0201,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_164.csv,0,57.34,26.94,57.94,24.50,2.45,2.23,192,770,38,0.95,53,0.0046,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_165.csv,0,57.34,26.94,57.91,24.50,2.33,2.12,192,770,38,0.95,53,0.0132,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_166.csv,0,57.34,26.94,57.89,24.50,2.24,2.04,192,770,38,0.95,53,0.0197,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_167.csv,0,57.34,26.94,57.87,24.50,2.16,1.97,192,770,38,0.95,53,0.0093,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_168.csv,0,57.34,26.94,57.84,24.50,2.04,1.86,192,770,38,0.95,53,0.0139,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_169.csv,0,57.34,26.94,57.82,24.50,1.96,1.78,192,770,38,0.95,53,0.0183,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_170.csv,0,57.34,26.94,57.79,24.50,1.84,1.67,192,770,38,0.95,53,0.0145,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_171.csv,0,57.34,26.94,57.77,24.50,1.76,1.60,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_172.csv,0,57.34,26.94,57.75,24.50,1.67,1.52,192,770,38,0.95,53,0.0166,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_173.csv,0,57.34,26.94,57.73,24.50,1.59,1.45,192,770,38,0.95,53,0.0139,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_174.csv,0,57.34,26.94,57.71,24.50,1.51,1.37,192,770,38,0.95,53,0.0090,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_175.csv,0,57.34,26.94,57.69,24.50,1.43,1.30,192,770,38,0.95,53,0.0171,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_176.csv,0,57.34,26.94,57.67,24.50,1.35,1.22,192,770,38,0.95,53,0.0257,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_177.csv,0,57.34,26.94,57.65,24.50,1.27,1.15,192,770,38,0.95,53,0.0039,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_178.csv,0,57.34,26.94,57.63,24.50,1.18,1.08,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_179.csv,0,57.34,26.94,57.61,24.50,1.10,1.00,192,770,38,0.95,53,0.0090,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_180.csv,0,57.34,26.94,57.60,24.50,1.06,0.97,192,770,38,0.95,53,0.0050,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_181.csv,0,57.34,26.94,57.57,24.50,0.94,0.85,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_182.csv,0,57.34,26.94,57.56,24.50,0.90,0.82,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_183.csv,0,57.34,26.94,57.54,24.50,0.82,0.74,192,770,38,0.95,53,0.0021,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_184.csv,0,57.34,26.94,57.53,24.50,0.78,0.71,192,770,38,0.95,53,0.0108,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_185.csv,0,57.34,26.94,57.51,24.50,0.69,0.63,192,770,38,0.95,53,0.0126,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_186.csv,0,57.34,26.94,57.50,24.50,0.65,0.59,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_187.csv,0,57.34,26.94,57.48,24.50,0.57,0.52,192,770,38,0.95,53,0.0197,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_188.csv,0,57.34,26.94,57.47,24.50,0.53,0.48,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_189.csv,0,57.34,26.94,57.46,24.50,0.49,0.45,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_190.csv,0,57.34,26.94,57.45,24.50,0.45,0.41,192,770,38,0.95,53,0.0107,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_191.csv,0,57.34,26.94,57.43,24.50,0.37,0.33,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_192.csv,0,57.34,26.94,57.42,24.50,0.33,0.30,192,770,38,0.95,53,0.0203,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_193.csv,0,57.34,26.94,57.42,24.50,0.33,0.30,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_194.csv,0,57.34,26.94,57.41,24.50,0.29,0.26,192,770,38,0.95,53,0.0552,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_195.csv,0,57.34,26.94,57.40,24.50,0.24,0.22,192,770,38,0.95,53,0.0366,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_196.csv,0,57.34,26.94,57.39,24.50,0.20,0.19,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_197.csv,0,57.34,26.94,57.38,24.50,0.16,0.15,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_198.csv,0,57.34,26.94,57.38,24.50,0.16,0.15,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_199.csv,0,57.34,26.94,57.37,24.50,0.12,0.11,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_200.csv,0,57.34,26.94,57.37,24.50,0.12,0.11,192,770,38,0.95,53,0.0255,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_201.csv,0,57.34,26.94,57.36,24.50,0.08,0.07,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_202.csv,0,57.34,26.94,57.36,24.50,0.08,0.07,192,770,38,0.95,53,0.0271,0.01,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_203.csv,0,57.34,26.94,57.35,24.50,0.04,0.04,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_204.csv,0,57.34,26.94,57.35,24.50,0.04,0.04,192,770,38,0.95,53,0.0028,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
1,Ithaca soil,phil14_205.csv,0,57.34,26.94,57.34,24.50,0.00,0.00,192,770,38,0.95,53,0.0000,0.00,0.0000,41.87,7.35,910.85,1.1161,0.0156
2,Quartz sand,phil14_206.csv,0,69.35,38.95,79.28,24.50,40.53,25.49,0,0,1000,1.44,0,0.1452,0.59,0.0012,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_207.csv,0,69.35,38.95,79.19,24.50,40.16,25.26,0,0,1000,1.44,0,0.1372,0.57,0.0010,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_208.csv,0,69.35,38.95,79.08,24.50,39.71,24.98,0,0,1000,1.44,0,0.1331,0.56,0.0010,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_209.csv,0,69.35,38.95,78.98,24.50,39.31,24.72,0,0,1000,1.44,0,0.1324,0.55,0.0010,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_210.csv,0,69.35,38.95,78.88,24.50,38.90,24.47,0,0,1000,1.44,0,0.1274,0.55,0.0010,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_211.csv,0,69.35,38.95,78.77,24.50,38.45,24.18,0,0,1000,1.44,0,0.1295,0.54,0.0011,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_212.csv,0,69.35,38.95,78.67,24.50,38.04,23.93,0,0,1000,1.44,0,0.1262,0.54,0.0011,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_213.csv,0,69.35,38.95,78.56,24.50,37.59,23.65,0,0,1000,1.44,0,0.1224,0.54,0.0011,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_214.csv,0,69.35,38.95,78.46,24.50,37.18,23.39,0,0,1000,1.44,0,0.1221,0.54,0.0011,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_215.csv,0,69.35,38.95,78.35,24.50,36.73,23.11,0,0,1000,1.44,0,0.1203,0.53,0.0011,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_216.csv,0,69.35,38.95,78.24,24.50,36.29,22.82,0,0,1000,1.44,0,0.1192,0.53,0.0011,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_217.csv,0,69.35,38.95,78.13,24.50,35.84,22.54,0,0,1000,1.44,0,0.1187,0.53,0.0011,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_218.csv,0,69.35,38.95,78.02,24.50,35.39,22.26,0,0,1000,1.44,0,0.1170,0.53,0.0011,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_219.csv,0,69.35,38.95,77.91,24.50,34.94,21.98,0,0,1000,1.44,0,0.1148,0.53,0.0010,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_220.csv,0,69.35,38.95,77.80,24.50,34.49,21.69,0,0,1000,1.44,0,0.1156,0.53,0.0010,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_221.csv,0,69.35,38.95,77.69,24.50,34.04,21.41,0,0,1000,1.44,0,0.1138,0.53,0.0010,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_222.csv,0,69.35,38.95,77.58,24.50,33.59,21.13,0,0,1000,1.44,0,0.1098,0.54,0.0009,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_223.csv,0,69.35,38.95,77.47,24.50,33.14,20.85,0,0,1000,1.44,0,0.1088,0.54,0.0009,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_224.csv,0,69.35,38.95,77.36,24.50,32.69,20.56,0,0,1000,1.44,0,0.1096,0.53,0.0009,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_225.csv,0,69.35,38.95,77.26,24.50,32.29,20.31,0,0,1000,1.44,0,0.1091,0.53,0.0009,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_226.csv,0,69.35,38.95,77.15,24.50,31.84,20.03,0,0,1000,1.44,0,0.1080,0.53,0.0009,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_227.csv,0,69.35,38.95,77.04,24.50,31.39,19.74,0,0,1000,1.44,0,0.1074,0.53,0.0009,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_228.csv,0,69.35,38.95,76.93,24.50,30.94,19.46,0,0,1000,1.44,0,0.1044,0.53,0.0008,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_229.csv,0,69.35,38.95,76.82,24.50,30.49,19.18,0,0,1000,1.44,0,0.1052,0.53,0.0008,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_230.csv,0,69.35,38.95,76.71,24.50,30.04,18.90,0,0,1000,1.44,0,0.1046,0.53,0.0008,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_231.csv,0,69.35,38.95,76.60,24.50,29.59,18.61,0,0,1000,1.44,0,0.1033,0.53,0.0008,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_232.csv,0,69.35,38.95,76.50,24.50,29.18,18.36,0,0,1000,1.44,0,0.1005,0.53,0.0008,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_233.csv,0,69.35,38.95,76.39,24.50,28.73,18.07,0,0,1000,1.44,0,0.1040,0.52,0.0008,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_234.csv,0,69.35,38.95,76.27,24.50,28.24,17.77,0,0,1000,1.44,0,0.0992,0.53,0.0007,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_235.csv,0,69.35,38.95,76.17,24.50,27.84,17.51,0,0,1000,1.44,0,0.1004,0.53,0.0008,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_236.csv,0,69.35,38.95,76.06,24.50,27.39,17.23,0,0,1000,1.44,0,0.0976,0.53,0.0008,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_237.csv,0,69.35,38.95,75.95,24.50,26.94,16.94,0,0,1000,1.44,0,0.0994,0.52,0.0007,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_238.csv,0,69.35,38.95,75.84,24.50,26.49,16.66,0,0,1000,1.44,0,0.0990,0.52,0.0008,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_239.csv,0,69.35,38.95,75.74,24.50,26.08,16.41,0,0,1000,1.44,0,0.0966,0.53,0.0007,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_240.csv,0,69.35,38.95,75.62,24.50,25.59,16.10,0,0,1000,1.44,0,0.0952,0.53,0.0007,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_241.csv,0,69.35,38.95,75.51,24.50,25.14,15.82,0,0,1000,1.44,0,0.0946,0.52,0.0007,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_242.csv,0,69.35,38.95,75.41,24.50,24.73,15.56,0,0,1000,1.44,0,0.0946,0.52,0.0007,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_243.csv,0,69.35,38.95,75.31,24.50,24.33,15.30,0,0,1000,1.44,0,0.0908,0.53,0.0006,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_244.csv,0,69.35,38.95,75.20,24.50,23.88,15.02,0,0,1000,1.44,0,0.0941,0.52,0.0007,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_245.csv,0,69.35,38.95,75.10,24.50,23.47,14.76,0,0,1000,1.44,0,0.0943,0.51,0.0006,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_246.csv,0,69.35,38.95,74.99,24.50,23.02,14.48,0,0,1000,1.44,0,0.0900,0.51,0.0006,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_247.csv,0,69.35,38.95,74.88,24.50,22.57,14.20,0,0,1000,1.44,0,0.0856,0.52,0.0005,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_248.csv,0,69.35,38.95,74.78,24.50,22.16,13.94,0,0,1000,1.44,0,0.0824,0.52,0.0004,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_249.csv,0,69.35,38.95,74.67,24.50,21.71,13.66,0,0,1000,1.44,0,0.0822,0.52,0.0004,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_250.csv,0,69.35,38.95,74.57,24.50,21.31,13.40,0,0,1000,1.44,0,0.0814,0.51,0.0004,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_251.csv,0,69.35,38.95,74.45,24.50,20.82,13.09,0,0,1000,1.44,0,0.0796,0.51,0.0003,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_252.csv,0,69.35,38.95,74.35,24.50,20.41,12.84,0,0,1000,1.44,0,0.0785,0.51,0.0002,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_253.csv,0,69.35,38.95,74.25,24.50,20.00,12.58,0,0,1000,1.44,0,0.0745,0.51,0.0001,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_254.csv,0,69.35,38.95,74.15,24.50,19.59,12.32,0,0,1000,1.44,0,0.0711,0.51,0.0001,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_255.csv,0,69.35,38.95,74.04,24.50,19.14,12.04,0,0,1000,1.44,0,0.0710,0.50,0.0001,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_256.csv,0,69.35,38.95,73.93,24.50,18.69,11.76,0,0,1000,1.44,0,0.0693,0.50,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_257.csv,0,69.35,38.95,73.83,24.50,18.29,11.50,0,0,1000,1.44,0,0.0690,0.50,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_258.csv,0,69.35,38.95,73.72,24.50,17.84,11.22,0,0,1000,1.44,0,0.0674,0.50,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_259.csv,0,69.35,38.95,73.62,24.50,17.43,10.96,0,0,1000,1.44,0,0.0670,0.49,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_260.csv,0,69.35,38.95,73.51,24.50,16.98,10.68,0,0,1000,1.44,0,0.0630,0.50,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_261.csv,0,69.35,38.95,73.41,24.50,16.57,10.42,0,0,1000,1.44,0,0.0638,0.49,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_262.csv,0,69.35,38.95,73.30,24.50,16.12,10.14,0,0,1000,1.44,0,0.0613,0.49,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_263.csv,0,69.35,38.95,73.20,24.50,15.71,9.88,0,0,1000,1.44,0,0.0596,0.49,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_264.csv,0,69.35,38.95,73.10,24.50,15.31,9.63,0,0,1000,1.44,0,0.0599,0.48,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_265.csv,0,69.35,38.95,72.99,24.50,14.86,9.35,0,0,1000,1.44,0,0.0575,0.48,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_266.csv,0,69.35,38.95,72.89,24.50,14.45,9.09,0,0,1000,1.44,0,0.0564,0.48,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_267.csv,0,69.35,38.95,72.79,24.50,14.04,8.83,0,0,1000,1.44,0,0.0546,0.48,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_268.csv,0,69.35,38.95,72.69,24.50,13.63,8.58,0,0,1000,1.44,0,0.0532,0.48,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_269.csv,0,69.35,38.95,72.58,24.50,13.18,8.29,0,0,1000,1.44,0,0.0519,0.47,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_270.csv,0,69.35,38.95,72.48,24.50,12.78,8.04,0,0,1000,1.44,0,0.0527,0.46,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_271.csv,0,69.35,38.95,72.38,24.50,12.37,7.78,0,0,1000,1.44,0,0.0493,0.46,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_272.csv,0,69.35,38.95,72.28,24.50,11.96,7.52,0,0,1000,1.44,0,0.0477,0.46,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_273.csv,0,69.35,38.95,72.18,24.50,11.55,7.27,0,0,1000,1.44,0,0.0457,0.46,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_274.csv,0,69.35,38.95,72.08,24.50,11.14,7.01,0,0,1000,1.44,0,0.0450,0.45,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_275.csv,0,69.35,38.95,71.97,24.50,10.69,6.73,0,0,1000,1.44,0,0.0446,0.44,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_276.csv,0,69.35,38.95,71.87,24.50,10.29,6.47,0,0,1000,1.44,0,0.0425,0.44,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_277.csv,0,69.35,38.95,71.76,24.50,9.84,6.19,0,0,1000,1.44,0,0.0406,0.44,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_278.csv,0,69.35,38.95,71.66,24.50,9.43,5.93,0,0,1000,1.44,0,0.0392,0.43,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_279.csv,0,69.35,38.95,71.57,24.50,9.06,5.70,0,0,1000,1.44,0,0.0385,0.43,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_280.csv,0,69.35,38.95,71.47,24.50,8.65,5.44,0,0,1000,1.44,0,0.0364,0.42,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_281.csv,0,69.35,38.95,71.36,24.50,8.20,5.16,0,0,1000,1.44,0,0.0368,0.41,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_282.csv,0,69.35,38.95,71.27,24.50,7.84,4.93,0,0,1000,1.44,0,0.0338,0.41,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_283.csv,0,69.35,38.95,71.17,24.50,7.43,4.67,0,0,1000,1.44,0,0.0338,0.40,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_284.csv,0,69.35,38.95,71.06,24.50,6.98,4.39,0,0,1000,1.44,0,0.0321,0.39,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_285.csv,0,69.35,38.95,70.98,24.50,6.65,4.18,0,0,1000,1.44,0,0.0317,0.39,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_286.csv,0,69.35,38.95,70.88,24.50,6.24,3.93,0,0,1000,1.44,0,0.0303,0.38,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_287.csv,0,69.35,38.95,70.78,24.50,5.84,3.67,0,0,1000,1.44,0,0.0292,0.37,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_288.csv,0,69.35,38.95,70.68,24.50,5.43,3.41,0,0,1000,1.44,0,0.0284,0.36,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_289.csv,0,69.35,38.95,70.58,24.50,5.02,3.16,0,0,1000,1.44,0,0.0263,0.36,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_290.csv,0,69.35,38.95,70.49,24.50,4.65,2.93,0,0,1000,1.44,0,0.0255,0.35,0.0000,22.93,56.23,108.10,1.0818,-0.0095
2,Quartz sand,phil14_291.csv,0,69.35,38.95,70.39,24.50,4.24,2.67,0,0,1000,1.44,0,0.0244,0.34,0.0000,22.93,56.23,108.10,1.0818,-0.0095
