Wvl	R
350	0.0503
351	0.0425
352	0.0487
353	0.0527
354	0.0548
355	0.0552
356	0.0591
357	0.0621
358	0.0589
359	0.0578
360	0.0584
361	0.0608
362	0.0623
363	0.0635
364	0.0640
365	0.0599
366	0.0604
367	0.0621
368	0.0616
369	0.0629
370	0.0636
371	0.0627
372	0.0658
373	0.0665
374	0.0655
375	0.0683
376	0.0693
377	0.0695
378	0.0704
379	0.0688
380	0.0679
381	0.0691
382	0.0711
383	0.0721
384	0.0720
385	0.0731
386	0.0733
387	0.0733
388	0.0746
389	0.0752
390	0.0756
391	0.0759
392	0.0776
393	0.0785
394	0.0785
395	0.0783
396	0.0790
397	0.0803
398	0.0814
399	0.0824
400	0.0829
401	0.0821
402	0.0830
403	0.0839
404	0.0846
405	0.0849
406	0.0852
407	0.0858
408	0.0874
409	0.0875
410	0.0876
411	0.0885
412	0.0893
413	0.0899
414	0.0903
415	0.0914
416	0.0918
417	0.0920
418	0.0922
419	0.0926
420	0.0934
421	0.0945
422	0.0948
423	0.0954
424	0.0964
425	0.0968
426	0.0975
427	0.0984
428	0.0990
429	0.0996
430	0.1004
431	0.1014
432	0.1021
433	0.1029
434	0.1040
435	0.1047
436	0.1056
437	0.1066
438	0.1071
439	0.1080
440	0.1090
441	0.1098
442	0.1106
443	0.1114
444	0.1120
445	0.1127
446	0.1133
447	0.1140
448	0.1148
449	0.1157
450	0.1165
451	0.1170
452	0.1178
453	0.1183
454	0.1186
455	0.1190
456	0.1196
457	0.1203
458	0.1207
459	0.1211
460	0.1216
461	0.1221
462	0.1224
463	0.1228
464	0.1234
465	0.1237
466	0.1240
467	0.1244
468	0.1247
469	0.1251
470	0.1255
471	0.1259
472	0.1264
473	0.1267
474	0.1271
475	0.1275
476	0.1278
477	0.1281
478	0.1287
479	0.1293
480	0.1298
481	0.1302
482	0.1307
483	0.1312
484	0.1316
485	0.1323
486	0.1330
487	0.1336
488	0.1342
489	0.1348
490	0.1353
491	0.1362
492	0.1370
493	0.1377
494	0.1385
495	0.1392
496	0.1399
497	0.1407
498	0.1414
499	0.1421
500	0.1428
501	0.1439
502	0.1446
503	0.1453
504	0.1463
505	0.1472
506	0.1481
507	0.1489
508	0.1496
509	0.1504
510	0.1513
511	0.1521
512	0.1529
513	0.1538
514	0.1546
515	0.1555
516	0.1564
517	0.1572
518	0.1580
519	0.1588
520	0.1597
521	0.1606
522	0.1614
523	0.1622
524	0.1632
525	0.1641
526	0.1649
527	0.1657
528	0.1667
529	0.1676
530	0.1684
531	0.1693
532	0.1702
533	0.1711
534	0.1721
535	0.1730
536	0.1739
537	0.1748
538	0.1758
539	0.1768
540	0.1778
541	0.1788
542	0.1797
543	0.1806
544	0.1816
545	0.1826
546	0.1836
547	0.1846
548	0.1857
549	0.1867
550	0.1876
551	0.1887
552	0.1897
553	0.1908
554	0.1919
555	0.1930
556	0.1940
557	0.1950
558	0.1960
559	0.1972
560	0.1983
561	0.1993
562	0.2004
563	0.2014
564	0.2025
565	0.2035
566	0.2046
567	0.2056
568	0.2066
569	0.2075
570	0.2085
571	0.2095
572	0.2104
573	0.2114
574	0.2123
575	0.2133
576	0.2143
577	0.2152
578	0.2160
579	0.2169
580	0.2178
581	0.2186
582	0.2194
583	0.2201
584	0.2210
585	0.2217
586	0.2224
587	0.2232
588	0.2240
589	0.2247
590	0.2256
591	0.2265
592	0.2273
593	0.2280
594	0.2284
595	0.2290
596	0.2296
597	0.2303
598	0.2309
599	0.2316
600	0.2325
601	0.2331
602	0.2335
603	0.2338
604	0.2340
605	0.2345
606	0.2350
607	0.2355
608	0.2356
609	0.2358
610	0.2361
611	0.2367
612	0.2373
613	0.2379
614	0.2384
615	0.2389
616	0.2394
617	0.2401
618	0.2407
619	0.2415
620	0.2422
621	0.2425
622	0.2428
623	0.2432
624	0.2437
625	0.2441
626	0.2445
627	0.2451
628	0.2455
629	0.2459
630	0.2463
631	0.2468
632	0.2472
633	0.2477
634	0.2481
635	0.2486
636	0.2490
637	0.2493
638	0.2497
639	0.2501
640	0.2506
641	0.2510
642	0.2514
643	0.2518
644	0.2522
645	0.2526
646	0.2529
647	0.2535
648	0.2539
649	0.2544
650	0.2548
651	0.2552
652	0.2556
653	0.2562
654	0.2566
655	0.2571
656	0.2576
657	0.2580
658	0.2584
659	0.2589
660	0.2595
661	0.2600
662	0.2604
663	0.2608
664	0.2614
665	0.2619
666	0.2623
667	0.2627
668	0.2633
669	0.2638
670	0.2643
671	0.2647
672	0.2652
673	0.2658
674	0.2662
675	0.2666
676	0.2670
677	0.2676
678	0.2680
679	0.2684
680	0.2688
681	0.2693
682	0.2698
683	0.2703
684	0.2709
685	0.2714
686	0.2718
687	0.2722
688	0.2727
689	0.2732
690	0.2737
691	0.2742
692	0.2747
693	0.2752
694	0.2756
695	0.2761
696	0.2765
697	0.2769
698	0.2774
699	0.2779
700	0.2784
701	0.2789
702	0.2794
703	0.2799
704	0.2803
705	0.2808
706	0.2812
707	0.2817
708	0.2822
709	0.2827
710	0.2832
711	0.2837
712	0.2842
713	0.2846
714	0.2851
715	0.2857
716	0.2862
717	0.2866
718	0.2870
719	0.2875
720	0.2880
721	0.2886
722	0.2890
723	0.2894
724	0.2899
