wavelength,Refrac_leafm,SC_chl,SC_car,SC_Anth,SC_Brwon,SC_Cw,SC_Cm,direct_light,diffuse_light,dry_soil,wet_soil
847,1.4348,0.00E+00,0.00E+00,0.00E+00,2.38E-02,4.13E-02,2.30E+00,1.11E+00,6.70E-01,4.07E-01,6.98E-02
848,1.4347,0.00E+00,0.00E+00,0.00E+00,2.35E-02,4.15E-02,2.30E+00,1.11E+00,6.70E-01,4.07E-01,7.02E-02
849,1.4347,0.00E+00,0.00E+00,0.00E+00,2.32E-02,4.20E-02,2.30E+00,1.11E+00,6.69E-01,4.08E-01,7.07E-02
850,1.4347,0.00E+00,0.00E+00,0.00E+00,2.29E-02,4.20E-02,2.30E+00,1.11E+00,6.68E-01,4.08E-01,7.11E-02
851,1.4347,0.00E+00,0.00E+00,0.00E+00,2.26E-02,4.22E-02,2.30E+00,1.11E+00,6.67E-01,4.08E-01,7.11E-02
852,1.4347,0.00E+00,0.00E+00,0.00E+00,2.24E-02,4.25E-02,2.30E+00,1.11E+00,6.66E-01,4.09E-01,7.11E-02
853,1.4347,0.00E+00,0.00E+00,0.00E+00,2.21E-02,4.27E-02,2.30E+00,1.11E+00,6.66E-01,4.09E-01,7.11E-02
854,1.4347,0.00E+00,0.00E+00,0.00E+00,2.19E-02,4.28E-02,2.30E+00,1.11E+00,6.65E-01,4.09E-01,7.11E-02
855,1.4347,0.00E+00,0.00E+00,0.00E+00,2.16E-02,4.31E-02,2.30E+00,1.11E+00,6.64E-01,4.09E-01,7.11E-02
856,1.4347,0.00E+00,0.00E+00,0.00E+00,2.13E-02,4.36E-02,2.30E+00,1.11E+00,6.63E-01,4.10E-01,7.11E-02
857,1.4347,0.00E+00,0.00E+00,0.00E+00,2.11E-02,4.37E-02,2.30E+00,1.11E+00,6.62E-01,4.10E-01,7.11E-02
858,1.4346,0.00E+00,0.00E+00,0.00E+00,2.08E-02,4.38E-02,2.30E+00,1.11E+00,6.62E-01,4.10E-01,7.11E-02
859,1.4346,0.00E+00,0.00E+00,0.00E+00,2.06E-02,4.43E-02,2.30E+00,1.11E+00,6.61E-01,4.10E-01,7.11E-02
860,1.4346,0.00E+00,0.00E+00,0.00E+00,2.03E-02,4.45E-02,2.30E+00,1.11E+00,6.60E-01,4.11E-01,7.11E-02
861,1.4346,0.00E+00,0.00E+00,0.00E+00,2.01E-02,4.47E-02,2.30E+00,1.11E+00,6.58E-01,4.11E-01,7.11E-02
862,1.4346,0.00E+00,0.00E+00,0.00E+00,1.98E-02,4.51E-02,2.30E+00,1.11E+00,6.56E-01,4.11E-01,7.12E-02
863,1.4345,0.00E+00,0.00E+00,0.00E+00,1.96E-02,4.53E-02,2.30E+00,1.11E+00,6.54E-01,4.12E-01,7.13E-02
864,1.4345,0.00E+00,0.00E+00,0.00E+00,1.94E-02,4.55E-02,2.30E+00,1.11E+00,6.52E-01,4.12E-01,7.13E-02
865,1.4345,0.00E+00,0.00E+00,0.00E+00,1.92E-02,4.61E-02,2.30E+00,1.11E+00,6.50E-01,4.12E-01,7.14E-02
866,1.4345,0.00E+00,0.00E+00,0.00E+00,1.89E-02,4.66E-02,2.30E+00,1.11E+00,6.48E-01,4.13E-01,7.20E-02
867,1.4345,0.00E+00,0.00E+00,0.00E+00,1.87E-02,4.69E-02,2.30E+00,1.11E+00,6.46E-01,4.13E-01,7.26E-02
868,1.4345,0.00E+00,0.00E+00,0.00E+00,1.85E-02,4.71E-02,2.30E+00,1.11E+00,6.44E-01,4.14E-01,7.32E-02
869,1.4345,0.00E+00,0.00E+00,0.00E+00,1.83E-02,4.71E-02,2.30E+00,1.11E+00,6.42E-01,4.15E-01,7.37E-02
870,1.4345,0.00E+00,0.00E+00,0.00E+00,1.80E-02,4.75E-02,2.30E+00,1.11E+00,6.40E-01,4.15E-01,7.43E-02
871,1.4345,0.00E+00,0.00E+00,0.00E+00,1.78E-02,4.83E-02,2.30E+00,1.11E+00,6.38E-01,4.16E-01,7.43E-02
872,1.4345,0.00E+00,0.00E+00,0.00E+00,1.76E-02,4.87E-02,2.30E+00,1.11E+00,6.36E-01,4.16E-01,7.43E-02
873,1.4344,0.00E+00,0.00E+00,0.00E+00,1.74E-02,4.89E-02,2.30E+00,1.11E+00,6.34E-01,4.17E-01,7.43E-02
874,1.4344,0.00E+00,0.00E+00,0.00E+00,1.72E-02,4.96E-02,2.30E+00,1.11E+00,6.32E-01,4.17E-01,7.43E-02
875,1.4344,0.00E+00,0.00E+00,0.00E+00,1.70E-02,5.01E-02,2.30E+00,1.11E+00,6.30E-01,4.18E-01,7.43E-02
876,1.4344,0.00E+00,0.00E+00,0.00E+00,1.68E-02,5.05E-02,2.30E+00,1.11E+00,6.28E-01,4.18E-01,7.45E-02
877,1.4343,0.00E+00,0.00E+00,0.00E+00,1.66E-02,5.12E-02,2.30E+00,1.11E+00,6.26E-01,4.18E-01,7.46E-02
878,1.4343,0.00E+00,0.00E+00,0.00E+00,1.64E-02,5.15E-02,2.30E+00,1.11E+00,6.24E-01,4.19E-01,7.47E-02
879,1.4342,0.00E+00,0.00E+00,0.00E+00,1.62E-02,5.20E-02,2.30E+00,1.11E+00,6.22E-01,4.19E-01,7.49E-02
880,1.4342,0.00E+00,0.00E+00,0.00E+00,1.60E-02,5.30E-02,2.30E+00,1.10E+00,6.20E-01,4.19E-01,7.50E-02
881,1.4342,0.00E+00,0.00E+00,0.00E+00,1.59E-02,5.35E-02,2.30E+00,1.09E+00,6.09E-01,4.20E-01,7.52E-02
882,1.4342,0.00E+00,0.00E+00,0.00E+00,1.57E-02,5.39E-02,2.30E+00,1.07E+00,5.99E-01,4.20E-01,7.54E-02
883,1.4341,0.00E+00,0.00E+00,0.00E+00,1.55E-02,5.47E-02,2.30E+00,1.05E+00,5.88E-01,4.20E-01,7.56E-02
884,1.4341,0.00E+00,0.00E+00,0.00E+00,1.53E-02,5.53E-02,2.30E+00,1.04E+00,5.78E-01,4.21E-01,7.58E-02
885,1.4341,0.00E+00,0.00E+00,0.00E+00,1.52E-02,5.57E-02,2.30E+00,1.02E+00,5.67E-01,4.21E-01,7.60E-02
886,1.4341,0.00E+00,0.00E+00,0.00E+00,1.50E-02,5.60E-02,2.30E+00,1.00E+00,5.56E-01,4.21E-01,7.61E-02
887,1.4341,0.00E+00,0.00E+00,0.00E+00,1.48E-02,5.65E-02,2.30E+00,9.85E-01,5.46E-01,4.22E-01,7.63E-02
888,1.434,0.00E+00,0.00E+00,0.00E+00,1.46E-02,5.75E-02,2.30E+00,9.68E-01,5.35E-01,4.22E-01,7.65E-02
889,1.434,0.00E+00,0.00E+00,0.00E+00,1.45E-02,5.79E-02,2.30E+00,9.51E-01,5.25E-01,4.22E-01,7.67E-02
890,1.434,0.00E+00,0.00E+00,0.00E+00,1.43E-02,5.83E-02,2.30E+00,9.34E-01,5.14E-01,4.23E-01,7.69E-02
891,1.434,0.00E+00,0.00E+00,0.00E+00,1.41E-02,5.92E-02,2.30E+00,9.17E-01,5.03E-01,4.23E-01,7.72E-02
892,1.4339,0.00E+00,0.00E+00,0.00E+00,1.40E-02,5.98E-02,2.30E+00,9.00E-01,4.93E-01,4.23E-01,7.75E-02
893,1.4339,0.00E+00,0.00E+00,0.00E+00,1.39E-02,6.01E-02,2.30E+00,8.83E-01,4.82E-01,4.24E-01,7.77E-02
894,1.4338,0.00E+00,0.00E+00,0.00E+00,1.37E-02,6.04E-02,2.30E+00,8.66E-01,4.72E-01,4.24E-01,7.80E-02
895,1.4338,0.00E+00,0.00E+00,0.00E+00,1.36E-02,6.09E-02,2.30E+00,8.49E-01,4.61E-01,4.24E-01,7.83E-02
896,1.4338,0.00E+00,0.00E+00,0.00E+00,1.34E-02,6.19E-02,2.30E+00,8.32E-01,4.50E-01,4.24E-01,7.85E-02
897,1.4338,0.00E+00,0.00E+00,0.00E+00,1.33E-02,6.23E-02,2.30E+00,8.15E-01,4.40E-01,4.25E-01,7.87E-02
898,1.4337,0.00E+00,0.00E+00,0.00E+00,1.31E-02,6.27E-02,2.30E+00,7.98E-01,4.29E-01,4.25E-01,7.89E-02
899,1.4337,0.00E+00,0.00E+00,0.00E+00,1.30E-02,6.36E-02,2.30E+00,7.81E-01,4.19E-01,4.25E-01,7.91E-02
900,1.4337,0.00E+00,0.00E+00,0.00E+00,1.29E-02,6.41E-02,2.30E+00,7.64E-01,4.08E-01,4.25E-01,7.93E-02
901,1.4337,0.00E+00,0.00E+00,0.00E+00,1.28E-02,6.46E-02,2.30E+00,7.76E-01,4.13E-01,4.26E-01,7.94E-02
902,1.4336,0.00E+00,0.00E+00,0.00E+00,1.27E-02,6.56E-02,2.30E+00,7.88E-01,4.18E-01,4.26E-01,7.96E-02
903,1.4336,0.00E+00,0.00E+00,0.00E+00,1.26E-02,6.64E-02,2.30E+00,7.99E-01,4.23E-01,4.26E-01,7.98E-02
904,1.4335,0.00E+00,0.00E+00,0.00E+00,1.25E-02,6.67E-02,2.30E+00,8.11E-01,4.28E-01,4.26E-01,7.99E-02
905,1.4335,0.00E+00,0.00E+00,0.00E+00,1.24E-02,6.70E-02,2.30E+00,8.23E-01,4.33E-01,4.27E-01,8.01E-02
906,1.4335,0.00E+00,0.00E+00,0.00E+00,1.23E-02,6.77E-02,2.30E+00,8.35E-01,4.38E-01,4.27E-01,8.01E-02
907,1.4335,0.00E+00,0.00E+00,0.00E+00,1.22E-02,6.90E-02,2.30E+00,8.47E-01,4.43E-01,4.27E-01,8.01E-02
908,1.4334,0.00E+00,0.00E+00,0.00E+00,1.21E-02,6.99E-02,2.30E+00,8.58E-01,4.48E-01,4.28E-01,8.01E-02
909,1.4334,0.00E+00,0.00E+00,0.00E+00,1.20E-02,7.04E-02,2.30E+00,8.70E-01,4.53E-01,4.28E-01,8.01E-02
910,1.4334,0.00E+00,0.00E+00,0.00E+00,1.19E-02,7.09E-02,2.30E+00,8.82E-01,4.58E-01,4.28E-01,8.01E-02
911,1.4334,0.00E+00,0.00E+00,0.00E+00,1.18E-02,7.19E-02,2.30E+00,8.94E-01,4.63E-01,4.29E-01,8.02E-02
912,1.4333,0.00E+00,0.00E+00,0.00E+00,1.17E-02,7.36E-02,2.30E+00,9.06E-01,4.67E-01,4.29E-01,8.04E-02
913,1.4333,0.00E+00,0.00E+00,0.00E+00,1.16E-02,7.49E-02,2.30E+00,9.17E-01,4.72E-01,4.30E-01,8.06E-02
914,1.4332,0.00E+00,0.00E+00,0.00E+00,1.15E-02,7.56E-02,2.30E+00,9.29E-01,4.77E-01,4.30E-01,8.07E-02
915,1.4332,0.00E+00,0.00E+00,0.00E+00,1.14E-02,7.63E-02,2.30E+00,9.41E-01,4.82E-01,4.30E-01,8.09E-02
916,1.4332,0.00E+00,0.00E+00,0.00E+00,1.13E-02,7.79E-02,2.30E+00,9.53E-01,4.87E-01,4.31E-01,8.12E-02
917,1.4332,0.00E+00,0.00E+00,0.00E+00,1.12E-02,8.09E-02,2.30E+00,9.65E-01,4.92E-01,4.31E-01,8.15E-02
918,1.4331,0.00E+00,0.00E+00,0.00E+00,1.11E-02,8.29E-02,2.30E+00,9.76E-01,4.97E-01,4.32E-01,8.18E-02
919,1.4331,0.00E+00,0.00E+00,0.00E+00,1.10E-02,8.41E-02,2.30E+00,9.88E-01,5.02E-01,4.32E-01,8.21E-02
920,1.4331,0.00E+00,0.00E+00,0.00E+00,1.09E-02,8.53E-02,2.30E+00,1.00E+00,5.07E-01,4.32E-01,8.24E-02
921,1.4331,0.00E+00,0.00E+00,0.00E+00,1.08E-02,8.80E-02,2.30E+00,9.77E-01,4.95E-01,4.33E-01,8.27E-02
922,1.433,0.00E+00,0.00E+00,0.00E+00,1.07E-02,9.27E-02,2.30E+00,9.54E-01,4.83E-01,4.33E-01,8.30E-02
923,1.433,0.00E+00,0.00E+00,0.00E+00,1.06E-02,9.58E-02,2.30E+00,9.31E-01,4.70E-01,4.34E-01,8.33E-02
924,1.4329,0.00E+00,0.00E+00,0.00E+00,1.05E-02,9.82E-02,2.30E+00,9.08E-01,4.58E-01,4.34E-01,8.36E-02
925,1.4329,0.00E+00,0.00E+00,0.00E+00,1.04E-02,1.01E-01,2.30E+00,8.86E-01,4.46E-01,4.35E-01,8.39E-02
926,1.4329,0.00E+00,0.00E+00,0.00E+00,1.03E-02,1.04E-01,2.30E+00,8.63E-01,4.34E-01,4.35E-01,8.40E-02
927,1.4328,0.00E+00,0.00E+00,0.00E+00,1.02E-02,1.07E-01,2.30E+00,8.40E-01,4.22E-01,4.36E-01,8.42E-02
928,1.4328,0.00E+00,0.00E+00,0.00E+00,1.01E-02,1.11E-01,2.30E+00,8.17E-01,4.09E-01,4.36E-01,8.43E-02
929,1.4327,0.00E+00,0.00E+00,0.00E+00,9.98E-03,1.19E-01,2.30E+00,7.94E-01,3.97E-01,4.36E-01,8.45E-02
930,1.4327,0.00E+00,0.00E+00,0.00E+00,9.88E-03,1.25E-01,2.30E+00,7.71E-01,3.85E-01,4.37E-01,8.46E-02
931,1.4326,0.00E+00,0.00E+00,0.00E+00,9.79E-03,1.28E-01,2.30E+00,7.48E-01,3.73E-01,4.37E-01,8.50E-02
932,1.4326,0.00E+00,0.00E+00,0.00E+00,9.69E-03,1.33E-01,2.30E+00,7.25E-01,3.61E-01,4.37E-01,8.53E-02
933,1.4325,0.00E+00,0.00E+00,0.00E+00,9.60E-03,1.37E-01,2.30E+00,7.02E-01,3.48E-01,4.38E-01,8.56E-02
934,1.4325,0.00E+00,0.00E+00,0.00E+00,9.50E-03,1.41E-01,2.30E+00,6.79E-01,3.36E-01,4.38E-01,8.59E-02
935,1.4324,0.00E+00,0.00E+00,0.00E+00,9.40E-03,1.47E-01,2.30E+00,6.57E-01,3.24E-01,4.38E-01,8.62E-02
936,1.4324,0.00E+00,0.00E+00,0.00E+00,9.31E-03,1.56E-01,2.30E+00,6.34E-01,3.12E-01,4.38E-01,8.64E-02
937,1.4323,0.00E+00,0.00E+00,0.00E+00,9.21E-03,1.64E-01,2.30E+00,6.11E-01,3.00E-01,4.39E-01,8.65E-02
938,1.4323,0.00E+00,0.00E+00,0.00E+00,9.12E-03,1.69E-01,2.30E+00,5.88E-01,2.87E-01,4.39E-01,8.67E-02
939,1.4322,0.00E+00,0.00E+00,0.00E+00,9.03E-03,1.73E-01,2.30E+00,5.65E-01,2.75E-01,4.39E-01,8.69E-02
940,1.4322,0.00E+00,0.00E+00,0.00E+00,8.93E-03,1.82E-01,2.30E+00,5.42E-01,2.63E-01,4.39E-01,8.70E-02
941,1.4322,0.00E+00,0.00E+00,0.00E+00,8.84E-03,1.96E-01,2.30E+00,5.41E-01,2.62E-01,4.40E-01,8.74E-02
942,1.4321,0.00E+00,0.00E+00,0.00E+00,8.74E-03,2.05E-01,2.30E+00,5.40E-01,2.61E-01,4.40E-01,8.77E-02
943,1.4321,0.00E+00,0.00E+00,0.00E+00,8.65E-03,2.11E-01,2.30E+00,5.40E-01,2.60E-01,4.40E-01,8.80E-02
944,1.432,0.00E+00,0.00E+00,0.00E+00,8.56E-03,2.19E-01,2.30E+00,5.39E-01,2.59E-01,4.41E-01,8.84E-02
945,1.432,0.00E+00,0.00E+00,0.00E+00,8.46E-03,2.29E-01,2.30E+00,5.38E-01,2.58E-01,4.41E-01,8.87E-02
946,1.432,0.00E+00,0.00E+00,0.00E+00,8.37E-03,2.39E-01,2.30E+00,5.37E-01,2.57E-01,4.41E-01,8.88E-02
947,1.4319,0.00E+00,0.00E+00,0.00E+00,8.28E-03,2.47E-01,2.30E+00,5.36E-01,2.56E-01,4.42E-01,8.89E-02
948,1.4319,0.00E+00,0.00E+00,0.00E+00,8.19E-03,2.54E-01,2.30E+00,5.35E-01,2.55E-01,4.42E-01,8.90E-02
949,1.4318,0.00E+00,0.00E+00,0.00E+00,8.10E-03,2.70E-01,2.30E+00,5.34E-01,2.55E-01,4.42E-01,8.91E-02
950,1.4318,0.00E+00,0.00E+00,0.00E+00,8.00E-03,2.98E-01,2.30E+00,5.34E-01,2.54E-01,4.42E-01,8.93E-02
951,1.4318,0.00E+00,0.00E+00,0.00E+00,7.91E-03,3.15E-01,2.30E+00,5.33E-01,2.53E-01,4.43E-01,8.95E-02
952,1.4317,0.00E+00,0.00E+00,0.00E+00,7.82E-03,3.27E-01,2.30E+00,5.32E-01,2.52E-01,4.43E-01,8.97E-02
953,1.4317,0.00E+00,0.00E+00,0.00E+00,7.73E-03,3.44E-01,2.30E+00,5.31E-01,2.51E-01,4.43E-01,8.99E-02
954,1.4316,0.00E+00,0.00E+00,0.00E+00,7.64E-03,3.62E-01,2.30E+00,5.30E-01,2.50E-01,4.44E-01,9.01E-02
955,1.4316,0.00E+00,0.00E+00,0.00E+00,7.55E-03,3.79E-01,2.30E+00,5.29E-01,2.49E-01,4.44E-01,9.04E-02
956,1.4316,0.00E+00,0.00E+00,0.00E+00,7.46E-03,3.93E-01,2.30E+00,5.28E-01,2.48E-01,4.44E-01,9.06E-02
957,1.4315,0.00E+00,0.00E+00,0.00E+00,7.37E-03,4.07E-01,2.30E+00,5.28E-01,2.47E-01,4.44E-01,9.08E-02
958,1.4315,0.00E+00,0.00E+00,0.00E+00,7.28E-03,4.18E-01,2.30E+00,5.27E-01,2.46E-01,4.44E-01,9.10E-02
959,1.4314,0.00E+00,0.00E+00,0.00E+00,7.20E-03,4.27E-01,2.30E+00,5.26E-01,2.45E-01,4.44E-01,9.13E-02
960,1.4314,0.00E+00,0.00E+00,0.00E+00,7.11E-03,4.39E-01,2.30E+00,5.25E-01,2.44E-01,4.44E-01,9.15E-02
961,1.4313,0.00E+00,0.00E+00,0.00E+00,7.02E-03,4.54E-01,2.30E+00,5.36E-01,2.48E-01,4.44E-01,9.19E-02
962,1.4313,0.00E+00,0.00E+00,0.00E+00,6.93E-03,4.61E-01,2.30E+00,5.47E-01,2.53E-01,4.44E-01,9.23E-02
963,1.4312,0.00E+00,0.00E+00,0.00E+00,6.84E-03,4.63E-01,2.30E+00,5.59E-01,2.57E-01,4.45E-01,9.27E-02
964,1.4312,0.00E+00,0.00E+00,0.00E+00,6.76E-03,4.66E-01,2.30E+00,5.70E-01,2.62E-01,4.45E-01,9.30E-02
965,1.4311,0.00E+00,0.00E+00,0.00E+00,6.67E-03,4.70E-01,2.30E+00,5.81E-01,2.66E-01,4.45E-01,9.34E-02
966,1.431,0.00E+00,0.00E+00,0.00E+00,6.59E-03,4.73E-01,2.30E+00,5.92E-01,2.70E-01,4.45E-01,9.36E-02
967,1.431,0.00E+00,0.00E+00,0.00E+00,6.50E-03,4.76E-01,2.30E+00,6.03E-01,2.75E-01,4.45E-01,9.37E-02
968,1.4309,0.00E+00,0.00E+00,0.00E+00,6.41E-03,4.77E-01,2.30E+00,6.15E-01,2.79E-01,4.46E-01,9.38E-02
969,1.4309,0.00E+00,0.00E+00,0.00E+00,6.33E-03,4.79E-01,2.30E+00,6.26E-01,2.84E-01,4.46E-01,9.40E-02
970,1.4308,0.00E+00,0.00E+00,0.00E+00,6.24E-03,4.80E-01,2.30E+00,6.37E-01,2.88E-01,4.46E-01,9.41E-02
971,1.4307,0.00E+00,0.00E+00,0.00E+00,6.16E-03,4.81E-01,2.30E+00,6.48E-01,2.92E-01,4.47E-01,9.44E-02
972,1.4307,0.00E+00,0.00E+00,0.00E+00,6.08E-03,4.83E-01,2.30E+00,6.59E-01,2.97E-01,4.47E-01,9.46E-02
973,1.4306,0.00E+00,0.00E+00,0.00E+00,5.99E-03,4.84E-01,2.30E+00,6.71E-01,3.01E-01,4.47E-01,9.49E-02
974,1.4306,0.00E+00,0.00E+00,0.00E+00,5.91E-03,4.86E-01,2.30E+00,6.82E-01,3.06E-01,4.47E-01,9.51E-02
975,1.4305,0.00E+00,0.00E+00,0.00E+00,5.83E-03,4.87E-01,2.30E+00,6.93E-01,3.10E-01,4.48E-01,9.53E-02
976,1.4304,0.00E+00,0.00E+00,0.00E+00,5.75E-03,4.87E-01,2.30E+00,7.04E-01,3.14E-01,4.48E-01,9.54E-02
977,1.4304,0.00E+00,0.00E+00,0.00E+00,5.66E-03,4.86E-01,2.30E+00,7.15E-01,3.19E-01,4.48E-01,9.55E-02
978,1.4303,0.00E+00,0.00E+00,0.00E+00,5.58E-03,4.86E-01,2.30E+00,7.27E-01,3.23E-01,4.49E-01,9.55E-02
979,1.4303,0.00E+00,0.00E+00,0.00E+00,5.50E-03,4.84E-01,2.30E+00,7.38E-01,3.28E-01,4.49E-01,9.56E-02
980,1.4302,0.00E+00,0.00E+00,0.00E+00,5.42E-03,4.82E-01,2.30E+00,7.49E-01,3.32E-01,4.49E-01,9.56E-02
981,1.4301,0.00E+00,0.00E+00,0.00E+00,5.34E-03,4.80E-01,2.30E+00,7.56E-01,3.34E-01,4.49E-01,9.57E-02
982,1.43,0.00E+00,0.00E+00,0.00E+00,5.26E-03,4.79E-01,2.30E+00,7.64E-01,3.37E-01,4.50E-01,9.58E-02
983,1.43,0.00E+00,0.00E+00,0.00E+00,5.18E-03,4.76E-01,2.30E+00,7.71E-01,3.39E-01,4.50E-01,9.58E-02
984,1.4299,0.00E+00,0.00E+00,0.00E+00,5.10E-03,4.74E-01,2.30E+00,7.79E-01,3.42E-01,4.50E-01,9.59E-02
985,1.4298,0.00E+00,0.00E+00,0.00E+00,5.02E-03,4.71E-01,2.30E+00,7.86E-01,3.44E-01,4.50E-01,9.59E-02
986,1.4297,0.00E+00,0.00E+00,0.00E+00,4.95E-03,4.68E-01,2.30E+00,7.93E-01,3.46E-01,4.51E-01,9.62E-02
987,1.4297,0.00E+00,0.00E+00,0.00E+00,4.87E-03,4.64E-01,2.30E+00,8.01E-01,3.49E-01,4.51E-01,9.64E-02
988,1.4296,0.00E+00,0.00E+00,0.00E+00,4.79E-03,4.60E-01,2.30E+00,8.08E-01,3.51E-01,4.51E-01,9.67E-02
989,1.4296,0.00E+00,0.00E+00,0.00E+00,4.71E-03,4.57E-01,2.30E+00,8.16E-01,3.54E-01,4.52E-01,9.70E-02
990,1.4295,0.00E+00,0.00E+00,0.00E+00,4.64E-03,4.53E-01,2.30E+00,8.23E-01,3.56E-01,4.52E-01,9.72E-02
991,1.4294,0.00E+00,0.00E+00,0.00E+00,4.56E-03,4.48E-01,2.30E+00,8.30E-01,3.58E-01,4.53E-01,9.80E-02
992,1.4293,0.00E+00,0.00E+00,0.00E+00,4.49E-03,4.43E-01,2.30E+00,8.38E-01,3.61E-01,4.53E-01,9.87E-02
993,1.4293,0.00E+00,0.00E+00,0.00E+00,4.41E-03,4.40E-01,2.30E+00,8.45E-01,3.63E-01,4.54E-01,9.95E-02
994,1.4292,0.00E+00,0.00E+00,0.00E+00,4.34E-03,4.36E-01,2.30E+00,8.53E-01,3.66E-01,4.54E-01,1.00E-01
995,1.4291,0.00E+00,0.00E+00,0.00E+00,4.26E-03,4.32E-01,2.30E+00,8.60E-01,3.68E-01,4.55E-01,1.01E-01
996,1.429,0.00E+00,0.00E+00,0.00E+00,4.19E-03,4.27E-01,2.30E+00,8.67E-01,3.70E-01,4.55E-01,1.01E-01
997,1.4289,0.00E+00,0.00E+00,0.00E+00,4.12E-03,4.22E-01,2.30E+00,8.75E-01,3.73E-01,4.55E-01,1.01E-01
998,1.4289,0.00E+00,0.00E+00,0.00E+00,4.04E-03,4.17E-01,2.30E+00,8.82E-01,3.75E-01,4.56E-01,1.01E-01
999,1.4288,0.00E+00,0.00E+00,0.00E+00,3.97E-03,4.12E-01,2.30E+00,8.90E-01,3.78E-01,4.56E-01,1.01E-01
1000,1.4287,0.00E+00,0.00E+00,0.00E+00,3.90E-03,4.07E-01,2.30E+00,8.97E-01,3.80E-01,4.57E-01,1.01E-01
1001,1.4286,0.00E+00,0.00E+00,0.00E+00,3.83E-03,4.02E-01,2.30E+00,8.95E-01,3.79E-01,4.57E-01,1.01E-01
1002,1.4285,0.00E+00,0.00E+00,0.00E+00,3.76E-03,3.96E-01,2.30E+00,8.93E-01,3.77E-01,4.57E-01,1.01E-01
1003,1.4285,0.00E+00,0.00E+00,0.00E+00,3.69E-03,3.92E-01,2.30E+00,8.92E-01,3.76E-01,4.57E-01,1.01E-01
1004,1.4284,0.00E+00,0.00E+00,0.00E+00,3.62E-03,3.87E-01,2.30E+00,8.90E-01,3.74E-01,4.58E-01,1.01E-01
1005,1.4283,0.00E+00,0.00E+00,0.00E+00,3.55E-03,3.82E-01,2.30E+00,8.88E-01,3.73E-01,4.58E-01,1.01E-01
1006,1.4282,0.00E+00,0.00E+00,0.00E+00,3.48E-03,3.76E-01,2.30E+00,8.86E-01,3.71E-01,4.58E-01,1.02E-01
1007,1.4281,0.00E+00,0.00E+00,0.00E+00,3.42E-03,3.70E-01,2.30E+00,8.84E-01,3.70E-01,4.58E-01,1.02E-01
1008,1.4281,0.00E+00,0.00E+00,0.00E+00,3.35E-03,3.64E-01,2.30E+00,8.82E-01,3.68E-01,4.58E-01,1.02E-01
1009,1.428,0.00E+00,0.00E+00,0.00E+00,3.28E-03,3.58E-01,2.30E+00,8.80E-01,3.67E-01,4.58E-01,1.02E-01
1010,1.4279,0.00E+00,0.00E+00,0.00E+00,3.22E-03,3.52E-01,2.30E+00,8.79E-01,3.66E-01,4.58E-01,1.02E-01
1011,1.4278,0.00E+00,0.00E+00,0.00E+00,3.15E-03,3.46E-01,2.30E+00,8.77E-01,3.64E-01,4.58E-01,1.03E-01
1012,1.4277,0.00E+00,0.00E+00,0.00E+00,3.09E-03,3.40E-01,2.30E+00,8.75E-01,3.63E-01,4.58E-01,1.03E-01
1013,1.4276,0.00E+00,0.00E+00,0.00E+00,3.02E-03,3.35E-01,2.30E+00,8.73E-01,3.61E-01,4.58E-01,1.03E-01
1014,1.4275,0.00E+00,0.00E+00,0.00E+00,2.96E-03,3.30E-01,2.30E+00,8.71E-01,3.60E-01,4.59E-01,1.03E-01
1015,1.4274,0.00E+00,0.00E+00,0.00E+00,2.89E-03,3.24E-01,2.30E+00,8.69E-01,3.58E-01,4.59E-01,1.04E-01
1016,1.4273,0.00E+00,0.00E+00,0.00E+00,2.83E-03,3.19E-01,2.30E+00,8.67E-01,3.57E-01,4.59E-01,1.04E-01
1017,1.4272,0.00E+00,0.00E+00,0.00E+00,2.77E-03,3.14E-01,2.30E+00,8.66E-01,3.55E-01,4.59E-01,1.04E-01
1018,1.4272,0.00E+00,0.00E+00,0.00E+00,2.71E-03,3.09E-01,2.30E+00,8.64E-01,3.54E-01,4.59E-01,1.04E-01
1019,1.4271,0.00E+00,0.00E+00,0.00E+00,2.65E-03,3.02E-01,2.30E+00,8.62E-01,3.53E-01,4.60E-01,1.04E-01
1020,1.427,0.00E+00,0.00E+00,0.00E+00,2.59E-03,2.96E-01,2.30E+00,8.60E-01,3.51E-01,4.60E-01,1.04E-01
1021,1.4269,0.00E+00,0.00E+00,0.00E+00,2.53E-03,2.90E-01,2.30E+00,8.59E-01,3.50E-01,4.60E-01,1.04E-01
1022,1.4268,0.00E+00,0.00E+00,0.00E+00,2.47E-03,2.84E-01,2.30E+00,8.58E-01,3.49E-01,4.60E-01,1.04E-01
1023,1.4267,0.00E+00,0.00E+00,0.00E+00,2.41E-03,2.78E-01,2.30E+00,8.56E-01,3.48E-01,4.61E-01,1.04E-01
1024,1.4266,0.00E+00,0.00E+00,0.00E+00,2.35E-03,2.72E-01,2.30E+00,8.55E-01,3.46E-01,4.61E-01,1.04E-01
1025,1.4265,0.00E+00,0.00E+00,0.00E+00,2.29E-03,2.67E-01,2.30E+00,8.54E-01,3.45E-01,4.61E-01,1.04E-01
1026,1.4264,0.00E+00,0.00E+00,0.00E+00,2.23E-03,2.62E-01,2.30E+00,8.53E-01,3.44E-01,4.61E-01,1.04E-01
