Wvl	R
350	0.0364
351	0.0295
352	0.0292
353	0.0281
354	0.0296
355	0.0351
356	0.0375
357	0.0341
358	0.0290
359	0.0278
360	0.0273
361	0.0286
362	0.0302
363	0.0281
364	0.0250
365	0.0247
366	0.0279
367	0.0290
368	0.0292
369	0.0285
370	0.0270
371	0.0260
372	0.0265
373	0.0279
374	0.0277
375	0.0265
376	0.0259
377	0.0268
378	0.0277
379	0.0279
380	0.0282
381	0.0291
382	0.0281
383	0.0276
384	0.0284
385	0.0299
386	0.0312
387	0.0313
388	0.0302
389	0.0297
390	0.0301
391	0.0311
392	0.0324
393	0.0328
394	0.0329
395	0.0327
396	0.0316
397	0.0319
398	0.0320
399	0.0309
400	0.0317
401	0.0317
402	0.0314
403	0.0322
404	0.0326
405	0.0335
406	0.0345
407	0.0344
408	0.0348
409	0.0350
410	0.0344
411	0.0341
412	0.0346
413	0.0357
414	0.0365
415	0.0365
416	0.0365
417	0.0366
418	0.0365
419	0.0372
420	0.0380
421	0.0384
422	0.0383
423	0.0381
424	0.0382
425	0.0388
426	0.0392
427	0.0398
428	0.0406
429	0.0409
430	0.0413
431	0.0419
432	0.0424
433	0.0428
434	0.0432
435	0.0437
436	0.0443
437	0.0445
438	0.0449
439	0.0456
440	0.0463
441	0.0467
442	0.0471
443	0.0475
444	0.0479
445	0.0480
446	0.0480
447	0.0483
448	0.0487
449	0.0490
450	0.0493
451	0.0494
452	0.0495
453	0.0497
454	0.0503
455	0.0508
456	0.0508
457	0.0504
458	0.0504
459	0.0505
460	0.0506
461	0.0506
462	0.0505
463	0.0504
464	0.0504
465	0.0504
466	0.0506
467	0.0507
468	0.0507
469	0.0509
470	0.0511
471	0.0513
472	0.0514
473	0.0512
474	0.0511
475	0.0512
476	0.0515
477	0.0518
478	0.0520
479	0.0522
480	0.0524
481	0.0525
482	0.0527
483	0.0531
484	0.0534
485	0.0536
486	0.0536
487	0.0541
488	0.0545
489	0.0549
490	0.0552
491	0.0557
492	0.0562
493	0.0566
494	0.0570
495	0.0572
496	0.0576
497	0.0580
498	0.0585
499	0.0591
500	0.0597
501	0.0602
502	0.0605
503	0.0610
504	0.0617
505	0.0622
506	0.0627
507	0.0632
508	0.0636
509	0.0643
510	0.0649
511	0.0655
512	0.0660
513	0.0667
514	0.0673
515	0.0679
516	0.0684
517	0.0689
518	0.0694
519	0.0700
520	0.0707
521	0.0715
522	0.0721
523	0.0727
524	0.0734
525	0.0740
526	0.0746
527	0.0753
528	0.0760
529	0.0767
530	0.0773
531	0.0780
532	0.0787
533	0.0793
534	0.0800
535	0.0807
536	0.0815
537	0.0822
538	0.0828
539	0.0834
540	0.0840
541	0.0846
542	0.0853
543	0.0860
544	0.0866
545	0.0873
546	0.0879
547	0.0885
548	0.0891
549	0.0897
550	0.0903
551	0.0909
552	0.0915
553	0.0921
554	0.0927
555	0.0932
556	0.0937
557	0.0942
558	0.0947
559	0.0953
560	0.0958
561	0.0963
562	0.0968
563	0.0972
564	0.0976
565	0.0981
566	0.0985
567	0.0989
568	0.0993
569	0.0997
570	0.1001
571	0.1005
572	0.1008
573	0.1012
574	0.1015
575	0.1018
576	0.1022
577	0.1025
578	0.1029
579	0.1031
580	0.1034
581	0.1036
582	0.1038
583	0.1041
584	0.1043
585	0.1045
586	0.1047
587	0.1049
588	0.1051
589	0.1052
590	0.1054
591	0.1057
592	0.1059
593	0.1060
594	0.1060
595	0.1062
596	0.1065
597	0.1067
598	0.1069
599	0.1070
600	0.1070
601	0.1071
602	0.1073
603	0.1073
604	0.1074
605	0.1076
606	0.1078
607	0.1079
608	0.1081
609	0.1082
610	0.1083
611	0.1084
612	0.1085
613	0.1086
614	0.1087
615	0.1088
616	0.1089
617	0.1090
618	0.1091
619	0.1092
620	0.1094
621	0.1095
622	0.1096
623	0.1097
624	0.1099
625	0.1100
626	0.1102
627	0.1103
628	0.1103
629	0.1104
630	0.1106
631	0.1108
632	0.1109
633	0.1110
634	0.1112
635	0.1114
636	0.1115
637	0.1116
638	0.1117
639	0.1119
640	0.1121
641	0.1123
642	0.1125
643	0.1126
644	0.1127
645	0.1129
646	0.1131
647	0.1133
648	0.1135
649	0.1136
650	0.1138
651	0.1140
652	0.1142
653	0.1144
654	0.1146
655	0.1149
656	0.1151
657	0.1153
658	0.1155
659	0.1157
660	0.1159
661	0.1162
662	0.1164
663	0.1166
664	0.1167
665	0.1170
666	0.1173
667	0.1175
668	0.1177
669	0.1179
670	0.1182
671	0.1184
672	0.1187
673	0.1190
674	0.1193
675	0.1195
676	0.1198
677	0.1201
678	0.1203
679	0.1206
680	0.1209
681	0.1212
682	0.1213
683	0.1216
684	0.1219
685	0.1222
686	0.1225
687	0.1228
688	0.1231
689	0.1234
690	0.1237
691	0.1241
692	0.1244
693	0.1246
694	0.1250
695	0.1253
696	0.1256
697	0.1259
698	0.1263
699	0.1266
700	0.1269
701	0.1272
702	0.1275
703	0.1278
704	0.1281
705	0.1284
706	0.1288
707	0.1291
708	0.1294
709	0.1297
710	0.1300
711	0.1304
712	0.1307
713	0.1311
714	0.1314
715	0.1318
716	0.1321
717	0.1325
718	0.1328
719	0.1331
720	0.1335
721	0.1338
722	0.1342
723	0.1345
724	0.1349
725	0.1352
726	0.1356
727	0.1359
728	0.1362
729	0.1366
730	0.1369
731	0.1373
732	0.1376
733	0.1380
734	0.1384
735	0.1387
736	0.1390
737	0.1394
738	0.1397
739	0.1401
740	0.1404
741	0.1408
742	0.1411
743	0.1415
744	0.1418
745	0.1422
746	0.1426
747	0.1429
748	0.1433
749	0.1436
750	0.1439
751	0.1443
752	0.1446
753	0.1449
754	0.1452
755	0.1455
756	0.1459
757	0.1462
758	0.1465
759	0.1468
760	0.1471
761	0.1474
762	0.1478
763	0.1481
764	0.1484
765	0.1487
766	0.1490
767	0.1493
768	0.1497
769	0.1500
770	0.1503
771	0.1505
772	0.1508
773	0.1512
774	0.1515
775	0.1518
776	0.1521
777	0.1524
778	0.1527
779	0.1530
780	0.1533
781	0.1536
782	0.1539
783	0.1541
784	0.1544
785	0.1547
786	0.1550
787	0.1553
788	0.1555
789	0.1558
790	0.1560
791	0.1563
792	0.1566
793	0.1568
794	0.1570
795	0.1573
796	0.1576
797	0.1578
798	0.1580
799	0.1583
800	0.1585
801	0.1587
802	0.1590
803	0.1593
804	0.1595
805	0.1598
806	0.1600
807	0.1603
808	0.1606
809	0.1608
810	0.1610
811	0.1612
812	0.1614
813	0.1616
814	0.1619
815	0.1621
816	0.1623
817	0.1625
818	0.1628
819	0.1630
820	0.1631
821	0.1633
822	0.1636
823	0.1638
824	0.1640
825	0.1641
826	0.1644
827	0.1646
828	0.1647
829	0.1649
830	0.1651
831	0.1653
832	0.1654
833	0.1655
834	0.1657
835	0.1659
836	0.1660
837	0.1663
838	0.1665
839	0.1667
840	0.1668
841	0.1671
842	0.1672
843	0.1674
844	0.1676
845	0.1678
846	0.1680
847	0.1682
848	0.1684
849	0.1686
850	0.1688
851	0.1691
852	0.1692
853	0.1693
854	0.1694
855	0.1695
856	0.1697
857	0.1699
858	0.1701
859	0.1703
860	0.1703
861	0.1704
862	0.1706
863	0.1708
864	0.1710
865	0.1711
866	0.1712
867	0.1714
868	0.1717
869	0.1719
870	0.1720
871	0.1721
872	0.1723
873	0.1726
874	0.1727
875	0.1729
876	0.1730
877	0.1732
878	0.1734
879	0.1735
880	0.1735
881	0.1738
882	0.1741
883	0.1743
884	0.1745
885	0.1747
886	0.1749
887	0.1752
888	0.1754
889	0.1755
890	0.1755
891	0.1756
892	0.1759
893	0.1761
894	0.1762
895	0.1764
896	0.1767
897	0.1770
898	0.1773
899	0.1774
900	0.1776
901	0.1778
902	0.1781
903	0.1783
904	0.1784
905	0.1786
906	0.1789
907	0.1792
908	0.1794
909	0.1796
910	0.1798
911	0.1800
912	0.1803
913	0.1805
914	0.1808
915	0.1810
916	0.1811
917	0.1814
918	0.1817
919	0.1820
920	0.1823
921	0.1825
922	0.1827
923	0.1829
924	0.1833
925	0.1836
926	0.1839
927	0.1842
928	0.1843
929	0.1845
930	0.1848
931	0.1849
932	0.1851
933	0.1854
934	0.1856
935	0.1858
936	0.1862
937	0.1865
938	0.1867
939	0.1868
940	0.1870
941	0.1873
942	0.1876
943	0.1880
944	0.1881
945	0.1884
946	0.1888
947	0.1890
948	0.1892
949	0.1891
950	0.1893
951	0.1897
952	0.1898
953	0.1899
954	0.1902
955	0.1905
956	0.1908
957	0.1909
958	0.1911
959	0.1913
960	0.1914
961	0.1918
962	0.1922
963	0.1924
964	0.1928
965	0.1929
966	0.1931
967	0.1936
968	0.1941
969	0.1944
970	0.1947
971	0.1950
972	0.1950
973	0.1954
974	0.1958
975	0.1961
976	0.1963
977	0.1965
978	0.1970
979	0.1977
980	0.1980
981	0.1984
982	0.1988
983	0.1990
984	0.1994
985	0.1997
986	0.2001
987	0.2004
988	0.2008
989	0.2012
990	0.2015
991	0.2016
992	0.2020
993	0.2024
994	0.2024
995	0.2026
996	0.2032
997	0.2039
998	0.2041
999	0.2041
1000	0.2043
1001	0.2040
1002	0.2043
1003	0.2046
1004	0.2049
1005	0.2053
1006	0.2056
1007	0.2059
1008	0.2062
1009	0.2065
1010	0.2069
1011	0.2073
1012	0.2077
1013	0.2081
1014	0.2084
1015	0.2088
1016	0.2091
1017	0.2094
1018	0.2097
1019	0.2101
1020	0.2104
1021	0.2108
1022	0.2111
1023	0.2114
1024	0.2116
1025	0.2120
1026	0.2124
1027	0.2128
1028	0.2132
1029	0.2136
1030	0.2139
1031	0.2143
1032	0.2146
1033	0.2149
1034	0.2153
1035	0.2156
1036	0.2160
1037	0.2164
1038	0.2167
1039	0.2170
1040	0.2173
1041	0.2177
1042	0.2180
1043	0.2184
1044	0.2187
1045	0.2191
1046	0.2194
1047	0.2198
1048	0.2202
1049	0.2206
1050	0.2209
1051	0.2213
1052	0.2217
1053	0.2220
1054	0.2223
1055	0.2227
1056	0.2230
1057	0.2234
1058	0.2237
1059	0.2241
1060	0.2245
1061	0.2248
1062	0.2252
1063	0.2256
1064	0.2260
1065	0.2263
1066	0.2267
1067	0.2271
1068	0.2274
1069	0.2278
1070	0.2281
1071	0.2285
1072	0.2289
1073	0.2293
1074	0.2296
1075	0.2300
1076	0.2303
1077	0.2306
1078	0.2310
1079	0.2313
1080	0.2317
1081	0.2322
1082	0.2325
1083	0.2329
1084	0.2333
1085	0.2336
1086	0.2340
1087	0.2344
1088	0.2349
1089	0.2353
1090	0.2356
1091	0.2360
1092	0.2363
1093	0.2367
1094	0.2371
1095	0.2375
1096	0.2378
1097	0.2381
1098	0.2385
1099	0.2389
1100	0.2393
1101	0.2397
1102	0.2400
1103	0.2404
1104	0.2407
1105	0.2411
1106	0.2415
1107	0.2419
1108	0.2423
1109	0.2427
1110	0.2430
1111	0.2434
1112	0.2438
1113	0.2441
1114	0.2445
1115	0.2449
1116	0.2453
1117	0.2456
1118	0.2460
1119	0.2463
1120	0.2467
1121	0.2470
1122	0.2474
1123	0.2477
1124	0.2480
1125	0.2484
1126	0.2487
1127	0.2490
1128	0.2493
1129	0.2496
1130	0.2498
1131	0.2501
1132	0.2503
1133	0.2505
1134	0.2507
1135	0.2508
1136	0.2509
1137	0.2510
1138	0.2511
1139	0.2513
1140	0.2513
1141	0.2514
1142	0.2515
1143	0.2515
1144	0.2516
1145	0.2516
1146	0.2516
1147	0.2516
1148	0.2516
1149	0.2517
1150	0.2517
1151	0.2518
1152	0.2519
1153	0.2520
1154	0.2522
1155	0.2523
1156	0.2526
1157	0.2528
1158	0.2530
1159	0.2533
1160	0.2536
1161	0.2539
1162	0.2543
