Cab,Car,Anth,LMA,EWT,Cbrown,Prot,CBC,N,alpha,LIDFa,LIDFb,TypeLidf,LAI,hspot,tts,tto,psi,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12
27.61836997,5.529505828,3.042449208,0.03271756,0.022320304,0.689143152,0.004875704,0.021813917,1.200486327,40,88.12655863,0,2,2.517475918,0.294342226,44.9569872,14.00502634,52.83063781,0.013405226,0.015176783,0.024902691,0.021152583,0.046952302,0.094178979,0.114714474,0.12878929,0.135073395,0.144623181,0.108399965,0.086242146,0.044025297
39.93132226,12.26526089,0.161350475,0.006803443,0.017498161,0.730500068,0.00424502,0.016596824,2.036867921,40,32.78789939,0,2,1.060692461,0.401678212,34.42666392,8.994929624,33.50962781,0.03353264,0.035946964,0.076208623,0.045502921,0.115297355,0.238552951,0.28276761,0.308045648,0.318958884,0.335959553,0.281361784,0.23317238,0.114678095
6.598500527,11.77047538,3.160561108,0.005183578,0.01851378,0.226606746,0.004096885,0.022452682,1.41363252,40,69.82474545,0,2,3.577311489,0.122359905,31.75068266,6.180402017,27.42770378,0.012533305,0.014240974,0.052688997,0.046721944,0.124748912,0.17647824,0.191397327,0.200420372,0.204078918,0.20617254,0.134878662,0.094196315,0.032498668
20.22867634,7.369729851,0.471253171,0.037953234,0.024997029,0.190969893,0.004179435,0.024289828,1.723268746,40,74.56998845,0,2,2.308697291,0.303621122,29.72758893,14.76683836,55.70741383,0.019624652,0.023953986,0.06197736,0.035266071,0.088959537,0.155650357,0.172879191,0.181631121,0.185182312,0.191175653,0.145237621,0.120573426,0.065636443
47.30889732,13.50232259,2.347001033,0.001255743,0.013517765,0.25259012,0.004007465,0.020601554,2.601600402,40,35.22312191,0,2,3.715785336,0.037516292,51.05893673,11.68243314,124.8210095,0.017131734,0.019384067,0.063014485,0.019042351,0.09892897,0.285894475,0.345672337,0.358828613,0.364200032,0.36571121,0.263791027,0.187538715,0.066792441
32.5737639,8.70184506,0.248108975,0.030450284,0.014769622,0.105752148,0.002483122,0.015078446,2.732107797,40,58.61646809,0,2,6.181973427,0.274665418,62.21492655,11.52142503,65.38378945,0.014543468,0.02243909,0.09465723,0.023326038,0.125067551,0.33005786,0.389241253,0.398122849,0.40153257,0.398259675,0.263889601,0.198103911,0.078556859
13.53370973,9.865459386,3.883074632,0.029072666,0.011389335,0.251046833,0.002185696,0.025036493,1.488891678,40,56.5064931,0,2,2.735479585,0.241552174,72.80237954,14.84140515,118.4410658,0.013064706,0.015200136,0.054547427,0.032024772,0.132213156,0.226396702,0.249504332,0.260063573,0.264431878,0.268450883,0.206748749,0.144871732,0.046157344
15.36706661,10.5719017,3.949840281,0.014020919,0.010151749,0.347799937,0.003630302,0.023743522,1.315667342,40,68.84441241,0,2,5.382464724,0.186362579,33.85847464,11.61138214,85.66605896,0.010509008,0.011609659,0.034476391,0.019634382,0.086517003,0.167823194,0.192807166,0.205519612,0.210959751,0.215489375,0.158632487,0.101411501,0.028075622
42.84333543,10.13900421,4.105055439,0.027572342,0.020209802,0.764833935,0.002924484,0.030304149,2.771187513,40,76.97227608,0,2,1.564406477,0.0015972,40.52797699,7.559029193,36.14642786,0.022588176,0.024648979,0.03818175,0.0351012,0.062937621,0.109706512,0.128703006,0.141483348,0.147019524,0.158946822,0.149709288,0.132566182,0.080315423
10.90434974,6.858781039,3.94051638,0.007748888,0.032726143,0.965089121,0.002039387,0.028847191,2.375573134,40,56.45465015,0,2,6.49968099,0.199590264,68.1539529,0.359198477,84.06388288,0.015040329,0.020595734,0.050687018,0.04516768,0.126353045,0.19065381,0.223799387,0.250350678,0.262485058,0.270606555,0.15193461,0.106611964,0.030465769
37.4197228,4.822310919,1.992832173,0.034629973,0.019447138,0.036606723,0.003872145,0.034564618,2.900078774,40,45.83150685,0,2,4.297830384,0.160383469,30.38542619,8.66811755,97.14240349,0.019827815,0.033799931,0.091693278,0.027949438,0.132180716,0.293189811,0.325055221,0.327046689,0.32772208,0.324481243,0.230617858,0.162514691,0.054872226
32.37789155,8.990531527,3.178366059,0.035097111,0.025660023,0.083028533,0.00481533,0.016374758,2.305158841,40,61.13567589,0,2,4.055874245,0.202316346,43.07258714,9.729567831,75.6550353,0.013863698,0.017913746,0.059457801,0.019939735,0.105354936,0.282683603,0.329630576,0.335375582,0.337335351,0.329272762,0.17857426,0.127180613,0.041139735
