Cab,Car,Anth,LMA,EWT,Cbrown,Prot,CBC,N,alpha,LIDFa,LIDFb,TypeLidf,LAI,hspot,LAIu,sd,h,cd,tts,tto,psi,psoil,skyl,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12
38.22904287,6.220152951,3.391047182,0.017753934,0.001396961,0.380827627,0.00280492,0.008820995,1.590765469,40,86.58014288,0,2,6.069923115,0.606008187,0.492158692,373.4366205,20,4.974716517,38.29911522,4.788768531,86.48263854,0,0.1,0.012289556,0.027244561,0.023874699,0.018303764,0.030361742,0.073716134,0.091208074,0.093526567,0.109295837,0.116711295,0.108164069,0.082554062,0.04012947
42.87601951,10.12060141,0.759934982,0.024621783,0.009111267,0.534296579,0.000485381,0.015728946,2.465268409,40,86.36708245,0,2,5.165146901,0.186528797,0.322957452,159.3690505,20,4.45704153,55.18250183,7.078221031,52.35229952,0,0.1,0.035996812,0.062963205,0.05738902,0.051846835,0.070412726,0.107484626,0.117533281,0.119255706,0.131868975,0.139050525,0.130462333,0.12542321,0.08908393
9.387872168,6.417687273,3.257989567,0.013464033,0.004049849,0.254974868,0.002112107,0.002296349,2.381018004,40,89.52172823,0,2,5.372386275,0.898812791,0.106650907,201.432637,20,4.288980142,60.13062788,4.717875696,86.48220881,0,0.1,0.039333094,0.051325661,0.053358745,0.057839979,0.072163702,0.100421194,0.11158386,0.114035728,0.132364151,0.143087757,0.146084173,0.142381925,0.106811796
14.98569091,7.575571681,4.158730211,0.018730233,0.014016202,0.861923085,0.000948108,0.023710447,1.964731824,40,88.49317871,0,2,3.711243755,0.277477853,0.636590111,265.036675,20,4.820175606,44.13255544,6.863242327,46.205318,0,0.1,0.018596673,0.044942379,0.037671768,0.028855431,0.047769681,0.084159115,0.092420978,0.093889586,0.103986808,0.108274702,0.083994503,0.074258848,0.044023555
25.17571438,11.49312446,4.027392326,0.017562783,0.008865314,0.733493801,0.00446244,0.02265137,1.929959044,40,64.18455332,0,2,5.641646731,0.848749737,0.22859895,356.3076001,20,4.361822514,46.1456673,3.107016052,29.21925678,0,0.1,0.026893079,0.041232119,0.043626172,0.040652984,0.062516647,0.110890562,0.125987497,0.128876078,0.148207403,0.15763352,0.145886593,0.123485146,0.070571972
20.04360148,12.21698101,4.327540261,0.005117304,0.008355357,0.308114126,0.002452735,0.006256414,1.921322936,40,75.85256871,0,2,4.022708814,0.729301242,0.531883112,495.7328308,20,4.771466896,41.47047374,4.032174936,106.5351954,0,0.1,0.009541895,0.021752682,0.025336643,0.017842612,0.042769182,0.125799055,0.153687837,0.157741381,0.183229624,0.190623862,0.126579529,0.100071811,0.040219866
58.94785515,10.22111823,3.09543157,0.006739851,0.006438874,0.053967543,0.000261095,0.015207281,2.489192162,40,83.42901595,0,2,5.666128842,0.826560844,0.184016095,123.8730473,20,4.367930069,38.34438089,3.779261229,90.44525379,0,0.1,0.056540443,0.080176421,0.078687837,0.081651741,0.099628083,0.133310669,0.144970993,0.14689611,0.161857103,0.172300952,0.18507458,0.186831473,0.147135913
68.0251327,14.22623598,1.919970708,0.005442621,0.001612615,0.409774314,0.002269886,0.001691798,1.979030556,40,60.54657621,0,2,3.744779944,0.194952963,0.727787715,691.5082055,20,4.646667252,49.31930868,9.822777219,87.51202504,0,0.1,0.009866741,0.020870797,0.023973355,0.011027822,0.029836462,0.189618113,0.274164703,0.282488146,0.337376314,0.360973679,0.324535557,0.259458987,0.127997337
28.01685797,6.214051121,1.09140942,0.016724648,0.019555603,0.031870133,0.003800676,0.020792481,1.937700759,40,78.26712464,0,2,5.01455315,0.563396952,0.212851304,593.7442847,20,4.730667023,52.79063697,6.971594766,107.8921958,0,0.1,0.007110555,0.019977591,0.024803423,0.011935981,0.030680088,0.100382621,0.114658404,0.115236343,0.118509231,0.117667777,0.072342101,0.054823898,0.019545296
62.19954119,5.829943242,2.529597991,0.012248029,0.000310573,0.488331913,0.000336648,0.009674502,2.113797792,40,60.52531349,0,2,2.228297259,0.766736122,0.509475343,636.5535284,20,4.519213319,58.6155804,7.943819992,42.112699,0,0.1,0.00999975,0.026886923,0.024359844,0.011888931,0.03245188,0.161117302,0.212290264,0.217628363,0.250440307,0.264106182,0.263927845,0.215167189,0.091611553
41.6091637,10.21617262,2.51944612,0.015306102,0.011453511,0.24417112,0.000999184,0.006027707,1.661843577,40,69.57052332,0,2,1.535934513,0.987017058,0.267655263,530.3992141,20,4.601271545,72.82262042,2.114183551,33.75514677,0,0.1,0.006496667,0.015092364,0.020584296,0.00885571,0.030232209,0.155388573,0.203464717,0.207733674,0.232219742,0.236112331,0.148205946,0.123116236,0.045398782
33.52896379,14.34211591,2.097724125,0.005912984,0.027687741,0.314979954,0.00076753,0.02142628,1.634835053,40,73.27525303,0,2,1.710915171,0.190376581,0.788084321,536.9663697,20,4.686081273,38.24631587,2.809926476,118.9807851,0,0.1,0.008443042,0.022833022,0.02436278,0.012548128,0.031715721,0.099446605,0.116443173,0.118201031,0.127951427,0.128033801,0.068447775,0.053562699,0.018295684
64.12707412,10.49925613,4.258179378,0.012960129,0.01299696,0.841402012,0.003067696,0.00184504,2.197958292,40,74.29197801,0,2,4.866634464,0.996020409,0.560365509,107.7047917,20,4.663644864,49.97803481,0.704811157,120.9842672,0,0.1,0.033107778,0.078726459,0.064650109,0.049547075,0.077039464,0.135904102,0.152192167,0.154805498,0.175185553,0.185306674,0.147104142,0.13732062,0.086333384
