Wvl	R
362	0.0537
363	0.0545
364	0.0552
365	0.0560
366	0.0568
367	0.0575
368	0.0583
369	0.0590
370	0.0598
371	0.0593
372	0.0589
373	0.0584
374	0.0579
375	0.0575
376	0.0570
377	0.0565
378	0.0560
379	0.0525
380	0.0490
381	0.0456
382	0.0421
383	0.0386
384	0.0351
385	0.0316
386	0.0281
387	0.0301
388	0.0322
389	0.0343
390	0.0363
391	0.0384
392	0.0404
393	0.0425
394	0.0446
395	0.0449
396	0.0453
397	0.0457
398	0.0460
399	0.0464
400	0.0468
401	0.0471
402	0.0475
403	0.0456
404	0.0437
405	0.0418
406	0.0398
407	0.0379
408	0.0360
409	0.0341
410	0.0322
411	0.0322
412	0.0322
413	0.0322
414	0.0322
415	0.0322
416	0.0322
417	0.0322
418	0.0322
419	0.0323
420	0.0325
421	0.0327
422	0.0329
423	0.0331
424	0.0333
425	0.0335
426	0.0336
427	0.0350
428	0.0363
429	0.0377
430	0.0390
431	0.0404
432	0.0417
433	0.0431
434	0.0444
435	0.0461
436	0.0479
437	0.0496
438	0.0514
439	0.0531
440	0.0549
441	0.0566
442	0.0584
443	0.0569
444	0.0554
445	0.0540
446	0.0525
447	0.0511
448	0.0496
449	0.0481
450	0.0467
451	0.0478
452	0.0490
453	0.0501
454	0.0513
455	0.0524
456	0.0536
457	0.0547
458	0.0559
459	0.0555
460	0.0550
461	0.0546
462	0.0542
463	0.0538
464	0.0534
465	0.0530
466	0.0526
467	0.0541
468	0.0556
469	0.0572
470	0.0587
471	0.0602
472	0.0617
473	0.0633
474	0.0648
475	0.0649
476	0.0650
477	0.0651
478	0.0652
479	0.0653
480	0.0654
481	0.0655
482	0.0656
483	0.0656
484	0.0657
485	0.0658
486	0.0658
487	0.0659
488	0.0660
489	0.0660
490	0.0661
491	0.0665
492	0.0670
493	0.0674
494	0.0678
495	0.0683
496	0.0687
497	0.0691
498	0.0696
499	0.0703
500	0.0710
501	0.0717
502	0.0725
503	0.0732
504	0.0739
505	0.0747
506	0.0754
507	0.0754
508	0.0755
509	0.0756
510	0.0756
511	0.0757
512	0.0758
513	0.0758
514	0.0759
515	0.0768
516	0.0778
517	0.0787
518	0.0797
519	0.0806
520	0.0816
521	0.0825
522	0.0835
523	0.0844
524	0.0852
525	0.0861
526	0.0870
527	0.0878
528	0.0887
529	0.0896
530	0.0905
531	0.0907
532	0.0910
533	0.0913
534	0.0916
535	0.0919
536	0.0922
537	0.0925
538	0.0928
539	0.0939
540	0.0950
541	0.0960
542	0.0971
543	0.0982
544	0.0993
545	0.1004
546	0.1015
547	0.1021
548	0.1027
549	0.1034
550	0.1040
551	0.1046
552	0.1052
553	0.1058
554	0.1064
555	0.1071
556	0.1077
557	0.1083
558	0.1090
559	0.1096
560	0.1102
561	0.1108
562	0.1115
563	0.1124
564	0.1134
565	0.1144
566	0.1153
567	0.1163
568	0.1172
569	0.1182
570	0.1191
571	0.1199
572	0.1206
573	0.1213
574	0.1220
575	0.1228
576	0.1235
577	0.1242
578	0.1250
579	0.1258
580	0.1266
581	0.1275
582	0.1283
583	0.1291
584	0.1300
585	0.1308
586	0.1316
587	0.1322
588	0.1328
589	0.1333
590	0.1339
591	0.1344
592	0.1350
593	0.1356
594	0.1361
595	0.1367
596	0.1373
597	0.1379
598	0.1385
599	0.1391
600	0.1398
601	0.1404
602	0.1410
603	0.1414
604	0.1419
605	0.1423
606	0.1428
607	0.1432
608	0.1437
