Wvl	R
362	-0.0279
363	-0.0276
364	-0.0273
365	-0.0270
366	-0.0267
367	-0.0264
368	-0.0260
369	-0.0257
370	-0.0254
371	-0.0287
372	-0.0319
373	-0.0352
374	-0.0384
375	-0.0417
376	-0.0449
377	-0.0482
378	-0.0514
379	-0.0368
380	-0.0222
381	-0.0076
382	0.0070
383	0.0216
384	0.0362
385	0.0508
386	0.0654
387	0.0628
388	0.0603
389	0.0578
390	0.0552
391	0.0527
392	0.0502
393	0.0477
394	0.0451
395	0.0446
396	0.0441
397	0.0436
398	0.0431
399	0.0426
400	0.0420
401	0.0415
402	0.0410
403	0.0431
404	0.0451
405	0.0472
406	0.0493
407	0.0513
408	0.0534
409	0.0554
410	0.0575
411	0.0590
412	0.0605
413	0.0620
414	0.0635
415	0.0650
416	0.0665
417	0.0680
418	0.0695
419	0.0737
420	0.0779
421	0.0821
422	0.0863
423	0.0905
424	0.0948
425	0.0990
426	0.1032
427	0.1034
428	0.1035
429	0.1037
430	0.1038
431	0.1040
432	0.1042
433	0.1043
434	0.1045
435	0.1054
436	0.1063
437	0.1072
438	0.1082
439	0.1091
440	0.1100
441	0.1109
442	0.1118
443	0.1120
444	0.1122
445	0.1124
446	0.1126
447	0.1128
448	0.1130
449	0.1132
450	0.1134
451	0.1145
452	0.1155
453	0.1166
454	0.1176
455	0.1187
456	0.1197
457	0.1208
458	0.1218
459	0.1227
460	0.1236
461	0.1245
462	0.1254
463	0.1263
464	0.1271
465	0.1280
466	0.1289
467	0.1292
468	0.1295
469	0.1299
470	0.1302
471	0.1305
472	0.1308
473	0.1311
474	0.1314
475	0.1321
476	0.1327
477	0.1334
478	0.1340
479	0.1347
480	0.1353
481	0.1360
482	0.1367
483	0.1367
484	0.1368
485	0.1369
486	0.1369
487	0.1370
488	0.1371
489	0.1371
490	0.1372
491	0.1390
492	0.1408
493	0.1426
494	0.1444
495	0.1462
496	0.1480
497	0.1498
498	0.1515
499	0.1518
500	0.1521
501	0.1524
502	0.1527
503	0.1530
504	0.1533
505	0.1536
506	0.1539
507	0.1552
508	0.1565
509	0.1577
510	0.1590
511	0.1603
512	0.1616
513	0.1629
514	0.1642
515	0.1649
516	0.1656
517	0.1662
518	0.1669
519	0.1676
520	0.1683
521	0.1690
522	0.1696
523	0.1708
524	0.1719
525	0.1730
526	0.1741
527	0.1753
528	0.1764
529	0.1775
530	0.1786
531	0.1800
532	0.1813
533	0.1826
534	0.1839
535	0.1852
536	0.1866
537	0.1879
538	0.1892
539	0.1900
540	0.1908
541	0.1916
542	0.1925
543	0.1933
544	0.1941
545	0.1949
546	0.1957
547	0.1967
548	0.1978
549	0.1988
550	0.1998
551	0.2008
552	0.2019
553	0.2029
554	0.2039
555	0.2053
556	0.2066
557	0.2080
558	0.2093
559	0.2107
560	0.2120
561	0.2134
562	0.2147
563	0.2155
564	0.2164
565	0.2172
566	0.2181
567	0.2189
568	0.2197
569	0.2206
570	0.2214
571	0.2222
572	0.2230
573	0.2239
574	0.2247
575	0.2255
576	0.2263
577	0.2272
578	0.2280
579	0.2287
580	0.2295
581	0.2303
582	0.2310
583	0.2318
584	0.2325
585	0.2333
586	0.2340
587	0.2346
588	0.2351
589	0.2357
590	0.2363
591	0.2368
592	0.2374
593	0.2379
594	0.2385
595	0.2394
596	0.2402
597	0.2411
598	0.2420
599	0.2429
600	0.2437
601	0.2446
602	0.2455
603	0.2457
604	0.2460
605	0.2462
606	0.2464
607	0.2466
608	0.2469
609	0.2471
610	0.2473
611	0.2479
612	0.2485
613	0.2491
614	0.2497
615	0.2503
616	0.2509
617	0.2515
618	0.2521
619	0.2523
620	0.2524
621	0.2526
622	0.2528
623	0.2529
624	0.2531
625	0.2532
626	0.2534
627	0.2542
628	0.2550
629	0.2557
630	0.2565
631	0.2573
632	0.2580
633	0.2588
634	0.2596
635	0.2601
636	0.2606
637	0.2611
638	0.2616
639	0.2620
640	0.2625
641	0.2630
642	0.2635
643	0.2642
644	0.2649
645	0.2656
646	0.2663
647	0.2670
648	0.2677
649	0.2684
650	0.2691
651	0.2693
652	0.2695
653	0.2697
654	0.2699
655	0.2701
656	0.2703
657	0.2705
658	0.2707
659	0.2714
660	0.2720
661	0.2727
662	0.2733
663	0.2739
664	0.2746
665	0.2752
666	0.2758
667	0.2764
668	0.2769
669	0.2775
670	0.2781
671	0.2786
672	0.2792
673	0.2797
674	0.2802
675	0.2808
676	0.2813
677	0.2818
678	0.2823
679	0.2829
680	0.2834
681	0.2839
682	0.2844
683	0.2847
684	0.2850
685	0.2852
686	0.2855
687	0.2858
688	0.2861
689	0.2863
690	0.2866
691	0.2870
692	0.2873
693	0.2876
694	0.2880
695	0.2883
696	0.2887
697	0.2890
698	0.2894
699	0.2901
700	0.2908
701	0.2915
702	0.2923
703	0.2930
704	0.2937
705	0.2944
706	0.2951
707	0.2956
708	0.2962
709	0.2967
710	0.2972
711	0.2977
712	0.2982
713	0.2987
714	0.2992
715	0.2997
716	0.3001
717	0.3006
718	0.3011
719	0.3015
720	0.3020
721	0.3025
722	0.3029
723	0.3032
724	0.3034
725	0.3036
726	0.3039
727	0.3041
728	0.3043
729	0.3046
730	0.3048
731	0.3053
732	0.3057
733	0.3061
734	0.3066
735	0.3070
736	0.3075
737	0.3079
738	0.3083
739	0.3089
740	0.3095
741	0.3100
742	0.3106
743	0.3112
744	0.3118
745	0.3123
746	0.3129
747	0.3134
748	0.3140
749	0.3145
750	0.3150
751	0.3155
752	0.3160
753	0.3166
754	0.3171
755	0.3175
756	0.3179
757	0.3182
758	0.3186
759	0.3190
760	0.3194
761	0.3198
762	0.3201
763	0.3204
764	0.3206
765	0.3208
766	0.3210
767	0.3212
768	0.3214
769	0.3216
770	0.3218
771	0.3222
772	0.3227
773	0.3231
774	0.3235
775	0.3239
776	0.3243
777	0.3247
778	0.3251
779	0.3255
780	0.3259
781	0.3264
782	0.3268
783	0.3272
784	0.3276
785	0.3280
786	0.3285
787	0.3286
788	0.3288
789	0.3289
790	0.3291
791	0.3293
792	0.3294
793	0.3296
794	0.3298
795	0.3298
796	0.3299
797	0.3299
798	0.3300
799	0.3300
800	0.3301
801	0.3301
802	0.3302
803	0.3304
804	0.3306
805	0.3309
806	0.3311
807	0.3313
808	0.3315
809	0.3318
810	0.3320
811	0.3321
812	0.3323
813	0.3325
814	0.3326
815	0.3328
816	0.3329
817	0.3331
818	0.3332
819	0.3334
820	0.3336
821	0.3337
822	0.3339
823	0.3341
824	0.3342
825	0.3344
826	0.3346
827	0.3346
828	0.3345
829	0.3345
830	0.3345
831	0.3345
832	0.3345
833	0.3345
834	0.3344
835	0.3344
836	0.3343
837	0.3343
838	0.3342
839	0.3341
840	0.3341
841	0.3340
842	0.3340
843	0.3339
844	0.3339
845	0.3338
846	0.3337
847	0.3337
848	0.3336
849	0.3336
850	0.3335
851	0.3336
852	0.3337
853	0.3338
854	0.3339
855	0.3340
856	0.3341
857	0.3342
858	0.3342
859	0.3342
860	0.3342
861	0.3341
862	0.3341
863	0.3340
864	0.3340
865	0.3339
866	0.3339
867	0.3338
868	0.3338
869	0.3337
870	0.3337
871	0.3336
872	0.3335
873	0.3335
874	0.3334
875	0.3332
876	0.3330
877	0.3328
878	0.3326
879	0.3324
880	0.3322
881	0.3320
882	0.3317
883	0.3319
884	0.3321
885	0.3323
886	0.3325
887	0.3327
888	0.3329
