Variable,n.sim1,n.sim2,n.sim3,n.sim4,n.sim5,n.sim6,n.sim7,n.sim8,n.sim9,n.sim10,n.sim11,n.sim12,n.sim13,n.sim14,n.sim15,n.sim16,n.sim17,n.sim18,n.sim19,n.sim20,n.sim21,n.sim22,n.sim23,n.sim24,n.sim25,n.sim26,n.sim27,n.sim28,n.sim29,n.sim30,n.sim31,n.sim32,n.sim33,n.sim34,n.sim35,n.sim36,n.sim37,n.sim38,n.sim39,n.sim40,n.sim41,n.sim42,n.sim43,n.sim44,n.sim45,n.sim46,n.sim47,n.sim48,n.sim49,n.sim50,n.sim51,n.sim52,n.sim53,n.sim54,n.sim55,n.sim56,n.sim57,n.sim58,n.sim59,n.sim60,n.sim61,n.sim62,n.sim63,n.sim64,n.sim65,n.sim66,n.sim67,n.sim68,n.sim69,n.sim70,n.sim71,n.sim72,n.sim73,n.sim74,n.sim75,n.sim76,n.sim77,n.sim78,n.sim79,n.sim80,n.sim81,n.sim82,n.sim83,n.sim84,n.sim85,n.sim86,n.sim87,n.sim88,n.sim89,n.sim90,n.sim91,n.sim92,n.sim93,n.sim94,n.sim95,n.sim96,n.sim97,n.sim98,n.sim99,n.sim100
aPARCarTot,40.667250574657,174.114533595003,262.410633232878,216.39111465926,95.9604603608457,187.629620197231,190.765125238967,211.568979343589,50.511524618271,42.1966345669731,232.764684008344,144.571084701572,21.3016378942111,109.838458678922,181.72646056985,212.790379659286,50.9679842819524,75.2960250184675,63.4644675810004,144.721775748137,277.779158557902,45.1452622483674,91.6705477911874,170.372017201861,153.020631682354,162.433828605783,175.641024159715,13.7534488275931,195.344646696053,283.974429801836,176.880081504771,41.6698753669216,229.660339557706,149.416683124534,32.9191437111512,56.2673429135923,230.400848572386,221.336358284577,123.269724315595,73.9841905357017,138.677209948496,182.177309239638,264.417130698244,143.028124918288,145.946522372288,243.417530079245,192.567570761223,7.05823682786631,185.559280567263,10.4780977835486,296.514159502956,215.322953817972,148.520537874997,230.940198212833,160.019478326257,173.097794697282,200.716898446593,160.410871906586,214.122573846887,188.987712405883,25.5411065640103,1.17363719849461,18.3608770168449,195.083345596248,162.878212556521,235.597365066354,139.71522931933,78.115861874143,148.594749115113,143.486508648725,93.7749248223518,273.895072377318,20.541085052681,102.667969829497,303.156496313974,245.772700206165,156.042789113977,164.020050452132,75.9521034070782,88.0719979372834,227.432678425635,209.694561817772,62.7543503755138,36.043141882256,48.8024760517533,90.6441805401404,37.0806212266045,187.289792148623,237.358911668107,180.78172110842,15.9337395067892,254.303959557443,97.2211753196059,25.6410088929175,109.438791978695,13.7638349965669,70.6854829955347,107.504137161114,174.360775410001,202.869464575143
aPARCarSun,34.0316051483213,139.291963617913,227.579134590491,172.117809909545,89.8153065051043,147.399347343764,165.255886563715,170.333983562131,40.8656203841566,33.1595258149371,186.496227314342,125.334430772518,16.5864585498514,98.1348651018656,144.266953168869,182.995894195868,46.3243858283662,62.6490848918194,53.3633747821194,115.756884032948,216.342067949553,39.4068640263875,71.3938917095298,140.62471099612,127.309914657314,135.67490724189,138.756848487237,10.9656193350767,172.936502529596,220.568950706183,154.10433833674,36.0847588838182,197.143122044025,119.911702510094,29.3872357604099,52.647566180991,183.77258771476,190.557655400834,97.7149885202982,60.0480844893984,116.345939073649,157.460391042927,221.652538254009,128.323766888012,128.904676977442,206.599726027712,155.411486112218,5.62998476072144,153.912870910957,9.23906286573376,260.045158302208,176.091936909924,126.348648829348,202.087595500363,124.616912655447,138.628071649606,161.107103066532,137.613563814747,184.025559912996,150.241138432002,20.117684312696,1.07517648653182,15.549288419533,166.533270846439,132.210245440876,189.313424101812,129.11008835154,69.6549779614856,132.231085008012,114.844175784092,79.3429437580006,213.777794707214,16.4481574084872,88.6063640900988,257.265409700854,197.222546981161,140.478087521455,128.806420773617,68.8680230546809,72.7346994344262,177.976627336089,180.080744919324,52.8333803321324,34.8454809894652,46.8508217717772,83.7024037778865,31.7557796271635,155.567973562953,186.98766094977,144.739127979044,13.0248304476519,203.200757329736,85.242500963343,24.7278600937851,97.3124477957586,13.0454269943677,60.6691816761025,96.0400533341091,145.626346107003,162.133692022587
aPARCarShaded,6.63564542633572,34.8225699770902,34.831498642387,44.2733047497156,6.14515385574147,40.2302728534671,25.5092386752521,41.2349957814578,9.64590423411441,9.03710875203604,46.2684566940019,19.2366539290541,4.71517934435964,11.7035935770569,37.4595074009817,29.7944854634187,4.64359845358618,12.6469401266481,10.101092798881,28.9648917151884,61.437090608349,5.73839822197992,20.2766560816576,29.7473062057404,25.7107170250406,26.7589213638928,36.8841756724778,2.78782949251646,22.4081441664566,63.4054790956522,22.7757431680309,5.58511648310345,32.5172175136805,29.5049806144395,3.53190795074135,3.61977673260134,46.6282608576259,30.7787028837434,25.5547357952971,13.9361060463033,22.3312708748475,24.7169181967113,42.7645924442352,14.7043580302759,17.0418453948468,36.8178040515321,37.1560846490055,1.42825206714487,31.6464096563065,1.23903491781484,36.4690012007479,39.2310169080481,22.1718890456488,28.8526027124698,35.4025656708101,34.4697230476754,39.6097953800611,22.7973080918387,30.0970139338913,38.7465739738813,5.42342225131424,0.0984607119627908,2.81158859731191,28.5500747498088,30.6679671156441,46.2839409645416,10.6051409677893,8.46088391265744,16.3636641071016,28.6423328646324,14.4319810643512,60.1172776701046,4.09292764419384,14.0616057393981,45.8910866131202,48.550153225004,15.564701592522,35.2136296785146,7.08408035239725,15.3372985028572,49.4560510895459,29.6138168984483,9.92097004338142,1.19766089279085,1.95165427997611,6.94177676225394,5.32484159944101,31.7218185856705,50.371250718337,36.0425931293761,2.90890905913731,51.1032022277072,11.9786743562628,0.913148799132408,12.1263441829367,0.718408002199206,10.0163013194322,11.4640838270049,28.7344293029973,40.7357725525559
aPARTotSunE,184.918572204439,209.392389234792,215.524337738452,209.122833111331,78.4258539358306,213.73966389581,192.708860873889,221.741334339548,195.830719420207,213.06539252836,218.340027008794,199.239080737331,212.083383210889,113.538015063258,219.478039486626,189.212465256878,136.626752511629,197.829452437652,223.453051750132,209.780163087358,190.876542858847,159.720649114599,210.452342199272,178.74334036535,193.502822646751,176.757219139478,218.988654205518,183.766913043667,121.244155011636,213.031336390599,166.406133653555,217.714830740357,135.323043512546,203.134316028597,148.248767729924,75.3893690024945,218.917568427165,131.647907096286,204.876565901149,199.193047005484,206.168812141801,196.723942472784,226.85567629683,145.41313919544,207.228381338282,228.845843176915,217.079642444978,206.770188361417,220.426150470757,126.670584668642,181.325748703926,208.280310660646,169.370446686636,128.102175499473,215.485756020727,217.176116445126,213.183278846181,207.729743282856,215.295612737031,218.290895542219,214.865550740557,87.7276528996569,210.220514797258,210.831925473198,217.256593484606,200.08227183279,82.3902923818993,115.455369704236,193.160210241422,219.974805934067,152.588684945314,210.808052283887,207.613387047562,231.346701813657,191.238118175924,213.575304312632,159.0975294744,204.58855567952,103.609853264053,207.289950968514,216.858165431037,199.654546391069,200.148778341123,49.8484202711371,55.958834137106,84.2359817292111,150.506031750985,199.771284548459,214.911452366112,197.843123099762,219.551598158113,210.781052064855,163.192208456283,42.607967553433,196.966085897384,75.8385471128988,216.960065247171,122.891055751493,211.418155934107,212.673548635422
aPARTotShadedE,32.9725757150161,50.9381245461653,34.5569748254503,47.6234766955237,5.21547771217243,51.9296920993929,31.3395705536505,47.1603629708037,40.8631512908353,50.7503563586307,48.4057357209109,29.7956230947052,51.7522728579831,12.6229517298279,49.9091814715326,30.5633972070278,13.426934445132,37.308760170729,36.4952517563282,46.7733908555839,56.9871626341797,22.5084306310963,52.5486032575575,34.7937654722969,36.1505083803209,31.8041971654245,50.4387939292655,46.1755249803796,15.309537846463,55.2317577691602,24.4481969510958,31.166055050013,21.5588560834295,43.873788720309,17.2267109376288,4.88084936245708,48.6287964161641,22.3652936272288,46.5119806872172,41.0222097929802,39.8386726294373,29.8191363993056,39.8053133471885,16.3247318487385,26.0577105685527,37.7754910266893,45.6249537682064,45.863821638044,42.8297337583775,15.740606728636,27.7335914027552,41.6688958963408,28.3976478301489,18.3763834064527,52.8782784472113,47.2344844282002,47.7727809747209,32.147840432409,33.4538935644382,48.9714183307807,49.9420683776617,7.42792509797157,34.5999622205764,33.3036419876167,44.6182277798929,49.9511297790863,6.66466385809606,12.9109591904429,24.263458064437,47.8599627948777,25.3739583021916,53.0938230258884,45.1476809152269,32.9069763993029,36.2091739820421,47.4193342700191,17.5303419066859,51.4466898902783,9.96443997408229,40.2759003337193,52.6230825017092,31.3037770407997,34.4352463528933,1.65928994972125,2.25269679172556,6.51684304572696,23.2850533157382,37.983171323296,50.9040733858387,43.0905711410313,43.5848563260164,47.9588764486634,21.9158777690546,1.48958836369382,23.9733357390116,4.04713140768786,32.5156526357429,14.135411940486,39.800166900182,50.5413832619246
aPARTotCabE,141.133991284583,63.2297606663286,48.7630668909725,117.938695641756,38.7564709722279,139.23509225243,61.7853731297108,170.790235471333,184.703294042275,169.029192210611,155.105258996319,87.2546680237958,202.647502565986,61.3774045594751,190.934917373503,138.60722344871,90.0845883785377,102.410189431227,234.313500028554,130.948594027431,17.4668509393886,83.650328544302,154.426388491252,87.7105596222889,125.073070660796,131.7260299945,160.215310024514,57.1625688035783,44.0575146612282,113.294479084671,84.5123935302764,177.268908795033,57.4732819499145,166.730766193847,117.945780909433,39.2750297791772,188.162043312987,4.86866212424513,212.675191472359,164.712558507002,64.6108469574873,123.099680991602,205.137591261567,89.4943077136141,171.766749071649,122.185880087052,129.931745267283,145.154757331398,121.282033317466,110.979040104307,76.7097446804979,121.311840522845,67.2928918194707,35.1554982385854,162.850082472432,134.394968269312,120.790292530722,151.130071591434,126.40495510217,167.530158621834,192.204129020153,71.7936852179953,154.37292875121,153.11235842719,189.046535029705,95.5814085256691,12.6081790474011,95.1013559973863,94.5984424753077,190.922134838662,111.166374244849,136.914021039358,210.99896279533,171.436850611901,67.8255062065826,134.415710574655,139.756267508334,90.992269087817,67.8566945549625,165.67992739611,156.308375979962,122.669131103874,142.049495722437,29.8877415284187,31.2240407030226,38.7235520464924,120.50817677513,146.749531399169,176.107780774257,147.274032521851,183.26166080504,114.566801280333,122.333351714687,33.853195006596,119.321236512117,61.4426885689899,194.809323025706,61.3393446333598,115.416310457873,100.765886398714
aPARTotSunCabE,8.40951157782201,34.8886778006638,56.8648857584954,42.9798024426007,22.4033707936191,36.7079055474958,41.8423555562416,42.3377780731306,10.1339920363713,8.28109690876035,46.3360885451613,31.3663088339052,4.13476188609107,24.6547816984298,35.7262763552317,46.1003572599397,11.5492249476986,15.6843407645861,13.1766062098819,28.8171196932193,54.2979019669753,9.85478173568071,17.6287229638758,35.1564842282028,31.6266480734454,33.7067578078603,34.5475958292648,2.78064591715643,43.8228783193021,55.1843623008038,38.7160031975556,8.9815703289078,49.7086080529749,29.9456385966823,7.32325990086312,13.1747006858659,45.7863136174978,48.3305839205569,24.2776290347157,14.8419831278119,29.2209924589746,39.0164777577828,55.1778027481987,32.3656647480654,32.1907681221939,51.5019523051039,38.7905576734715,1.39882599029886,38.3245131221644,2.30149110957334,65.3041983515195,43.8692427545175,31.6706564535973,50.826313153765,30.9750594727316,34.547853393633,40.2261948607231,34.3020022728053,45.7691918451597,37.1608232977966,4.97908198931914,0.269900421273451,3.85786159576173,41.4578826058502,32.8383949810739,47.3246667638613,32.6844999104538,17.2916350674426,32.9927997809919,28.5815220403198,19.6941997135268,53.6218320013955,4.09045493007162,22.0090157340129,64.6438466280138,49.6637337845842,35.0500253355927,32.0736114709,17.1482378519525,18.2143720392387,44.2717114020176,44.9485509447938,13.1272274503313,8.70089413335643,11.674335619527,20.9131940267593,7.87146734066938,38.7229465381762,46.615340913585,36.0323232465581,3.24678131840399,50.6690152202671,21.2881438214457,6.18581949106111,24.2069013644989,3.25013683263587,14.9904820981385,23.9373931805344,36.1931591776854,40.8177337407287
aPARTotShadedCabE,1.6452598519905,8.74896943955617,8.72277237606402,11.1328724456012,1.53631915729019,10.0772094707103,6.4716066826153,10.3155342524176,2.40065652064617,2.26581377058912,11.5579532026647,4.8252875560003,1.18042381162994,2.95444025202752,9.3166014799313,7.51672083659723,1.15952227085314,3.17621995512087,2.48503770086294,7.24881940984252,15.488389094576,1.43730620547704,5.01581540645864,7.47486109362753,6.41019465905748,6.68377923642605,9.25085549328933,0.708396037815721,5.70183740950296,15.9858084411791,5.73089175591587,1.38919581752514,8.24353337495472,7.42076290087884,0.881973123715871,0.909287050749505,11.6996794488535,7.82988096914405,6.38157963064836,3.46272484293161,5.61995514642792,6.13105440085576,10.6769837200384,3.71717884145072,4.26658708932452,9.22525893233981,9.34009187221313,0.35673980203241,7.89953551802289,0.30988883485385,9.16160922021405,9.83477189907949,5.57659614496725,7.28425234327642,8.86395692318948,8.65083103548063,9.94422498140793,5.70209702939572,7.50459543477151,9.65196715812268,1.34885175515796,0.0248180286179603,0.69950061404275,7.14084084430715,7.65330526529552,11.5650176879516,2.69320496281676,2.11141259578504,4.08236420313054,7.16757009537594,3.59799396800049,15.1924012966574,1.02049316164421,3.50843842148402,11.5625110344391,12.317280385768,3.88456978254654,8.80561438411056,1.77151715078182,3.84432996207326,12.393823846805,7.41521331025281,2.47393145461367,0.299717672958032,0.487472826719145,1.74255570588565,1.32461155262452,7.91418746868246,12.6429941469397,9.04256043346209,0.725347157850238,12.8252066095973,3.00062873441158,0.229317630386872,3.02083928856789,0.179344541680049,2.46673392166095,2.86473036306716,7.14678720213354,10.3099686975576
aPARTotCarE,10.0547714298125,43.63764724022,65.5876581345594,54.1126748882019,23.9396899509093,46.7851150182061,48.313962238857,52.6533123255483,12.5346485570175,10.5469106793495,57.894041747826,36.1915963899055,5.315185697721,27.6092219504573,45.042877835163,53.6170780965369,12.7087472185517,18.860560719707,15.6616439107449,36.0659391030618,69.7862910615513,11.2920879411577,22.6445383703344,42.6313453218303,38.0368427325029,40.3905370442864,43.7984513225542,3.48904195497215,49.524715728805,71.1701707419829,44.4468949534714,10.3707661464329,57.9521414279296,37.3664014975612,8.20523302457899,14.0839877366154,57.4859930663512,56.160464889701,30.6592086653641,18.3047079707435,34.8409476054025,45.1475321586386,65.8547864682371,36.0828435895162,36.4573552115184,60.7272112374437,48.1306495456846,1.75556579233127,46.2240486401873,2.61137994442719,74.4658075717335,53.704014653597,37.2472525985646,58.1105654970414,39.8390163959211,43.1986844291137,50.1704198421311,40.0040993022011,53.2737872799312,46.8127904559193,6.3279337444771,0.294718449891412,4.55736220980448,48.5987234501573,40.4917002463694,58.889684451813,35.3777048732705,19.4030476632276,37.0751639841225,35.7490921356957,23.2921936815273,68.8142332980529,5.11094809171583,25.5174541554969,76.2063576624529,61.9810141703522,38.9345951181392,40.8792258550106,18.9197550027343,22.058702001312,56.6655352488226,52.3637642550466,15.601158904945,9.00061180631446,12.1618084462461,22.6557497326449,9.1960788932939,46.6371340068586,59.2583350605248,45.0748836800202,3.97212847625423,63.4942218298644,24.2887725558573,6.41513712144798,27.2277406530668,3.42948137431592,17.4572160197994,26.8021235436016,43.339946379819,51.1277024382864
aPARTotSunCarE,8.40951157782201,34.8886778006638,56.8648857584954,42.9798024426007,22.4033707936191,36.7079055474958,41.8423555562416,42.3377780731306,10.1339920363713,8.28109690876035,46.3360885451613,31.3663088339052,4.13476188609107,24.6547816984298,35.7262763552317,46.1003572599397,11.5492249476986,15.6843407645861,13.1766062098819,28.8171196932193,54.2979019669753,9.85478173568071,17.6287229638758,35.1564842282028,31.6266480734454,33.7067578078603,34.5475958292648,2.78064591715643,43.8228783193021,55.1843623008038,38.7160031975556,8.9815703289078,49.7086080529749,29.9456385966823,7.32325990086312,13.1747006858659,45.7863136174978,48.3305839205569,24.2776290347157,14.8419831278119,29.2209924589746,39.0164777577828,55.1778027481987,32.3656647480654,32.1907681221939,51.5019523051039,38.7905576734715,1.39882599029886,38.3245131221644,2.30149110957334,65.3041983515195,43.8692427545175,31.6706564535973,50.826313153765,30.9750594727316,34.547853393633,40.2261948607231,34.3020022728053,45.7691918451597,37.1608232977966,4.97908198931914,0.269900421273451,3.85786159576173,41.4578826058502,32.8383949810739,47.3246667638613,32.6844999104538,17.2916350674426,32.9927997809919,28.5815220403198,19.6941997135268,53.6218320013955,4.09045493007162,22.0090157340129,64.6438466280138,49.6637337845842,35.0500253355927,32.0736114709,17.1482378519525,18.2143720392387,44.2717114020176,44.9485509447938,13.1272274503313,8.70089413335643,11.674335619527,20.9131940267593,7.87146734066938,38.7229465381762,46.615340913585,36.0323232465581,3.24678131840399,50.6690152202671,21.2881438214457,6.18581949106111,24.2069013644989,3.25013683263587,14.9904820981385,23.9373931805344,36.1931591776854,40.8177337407287
aPARTotShadedCarE,1.6452598519905,8.74896943955617,8.72277237606402,11.1328724456012,1.53631915729019,10.0772094707103,6.4716066826153,10.3155342524176,2.40065652064617,2.26581377058912,11.5579532026647,4.8252875560003,1.18042381162994,2.95444025202752,9.3166014799313,7.51672083659723,1.15952227085314,3.17621995512087,2.48503770086294,7.24881940984252,15.488389094576,1.43730620547704,5.01581540645864,7.47486109362753,6.41019465905748,6.68377923642605,9.25085549328933,0.708396037815721,5.70183740950296,15.9858084411791,5.73089175591587,1.38919581752514,8.24353337495472,7.42076290087884,0.881973123715871,0.909287050749505,11.6996794488535,7.82988096914405,6.38157963064836,3.46272484293161,5.61995514642792,6.13105440085576,10.6769837200384,3.71717884145072,4.26658708932452,9.22525893233981,9.34009187221313,0.35673980203241,7.89953551802289,0.30988883485385,9.16160922021405,9.83477189907949,5.57659614496725,7.28425234327642,8.86395692318948,8.65083103548063,9.94422498140793,5.70209702939572,7.50459543477151,9.65196715812268,1.34885175515796,0.0248180286179603,0.69950061404275,7.14084084430715,7.65330526529552,11.5650176879516,2.69320496281676,2.11141259578504,4.08236420313054,7.16757009537594,3.59799396800049,15.1924012966574,1.02049316164421,3.50843842148402,11.5625110344391,12.317280385768,3.88456978254654,8.80561438411056,1.77151715078182,3.84432996207326,12.393823846805,7.41521331025281,2.47393145461367,0.299717672958032,0.487472826719145,1.74255570588565,1.32461155262452,7.91418746868246,12.6429941469397,9.04256043346209,0.725347157850238,12.8252066095973,3.00062873441158,0.229317630386872,3.02083928856789,0.179344541680049,2.46673392166095,2.86473036306716,7.14678720213354,10.3099686975576
