wave,n.sim1,n.sim2,n.sim3,n.sim4,n.sim5,n.sim6,n.sim7,n.sim8,n.sim9,n.sim10,n.sim11,n.sim12,n.sim13,n.sim14,n.sim15,n.sim16,n.sim17,n.sim18,n.sim19,n.sim20,n.sim21,n.sim22,n.sim23,n.sim24,n.sim25,n.sim26,n.sim27,n.sim28,n.sim29,n.sim30,n.sim31,n.sim32,n.sim33,n.sim34,n.sim35,n.sim36,n.sim37,n.sim38,n.sim39,n.sim40,n.sim41,n.sim42,n.sim43,n.sim44,n.sim45,n.sim46,n.sim47,n.sim48,n.sim49,n.sim50,n.sim51,n.sim52,n.sim53,n.sim54,n.sim55,n.sim56,n.sim57,n.sim58,n.sim59,n.sim60,n.sim61,n.sim62,n.sim63,n.sim64,n.sim65,n.sim66,n.sim67,n.sim68,n.sim69,n.sim70,n.sim71,n.sim72,n.sim73,n.sim74,n.sim75,n.sim76,n.sim77,n.sim78,n.sim79,n.sim80,n.sim81,n.sim82,n.sim83,n.sim84,n.sim85,n.sim86,n.sim87,n.sim88,n.sim89,n.sim90,n.sim91,n.sim92,n.sim93,n.sim94,n.sim95,n.sim96,n.sim97,n.sim98,n.sim99,n.sim100
640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,0.00178143157000353,0.000653806629850318,0.000492990570626516,0.00162090881261969,0.000807937267273726,0.00187084618823099,0.000757890912403658,0.00150017420964396,0.00269982069184191,0.00226568205715901,0.00146655400287638,0.000921537252303303,0.00267835087544689,0.0015670449186236,0.00183747920259005,0.00147139819768286,0.00120424772568417,0.00116016827197812,0.00167849884978151,0.00129863011064492,0.000409711883314219,0.000860557209693036,0.00153411909213667,0.00150036759263754,0.00132725234277475,0.00194709659884668,0.00152069897976147,0.00150466971952086,0.00134976045684746,0.00108200170062963,0.0010828328453028,0.0014004248582584,0.00183704101961434,0.00240414373656919,0.00120960963754521,0.000854590930719239,0.0018007414196226,0.000214402278290391,0.00284621574322766,0.00211119656191189,0.000937707540075272,0.00109866107840474,0.00133691421877156,0.00110074612773387,0.00148303189558467,0.000926962839926832,0.00131970692326062,0.00194401819939208,0.00104022170525334,0.00198160794173675,0.00101362668314255,0.0013834613078848,0.00107467825575669,0.00120402573236244,0.00159323408184032,0.00131852492230339,0.00145697640449562,0.0010170849610258,0.00125954877742747,0.00169995473474097,0.00218094067412407,0.00211563241206096,0.00129877537998306,0.00105609788593842,0.00159937528899892,0.00171121121901928,0.00040961064550552,0.00208510471516855,0.000871193579513552,0.00161565481902884,0.00239060519651157,0.00181036358188594,0.00273517501101861,0.00118580965888985,0.000867661915199516,0.00166781583582037,0.000866608692785727,0.00149137543928625,0.00135059167703054,0.00194520729177583,0.00153152902709058,0.0011143611033424,0.00147429867644481,0.000529348617438643,0.000660962964431872,0.0010264631332906,0.00212433328970488,0.00194786345771688,0.00158143644272089,0.00239190281142612,0.00147143148330785,0.00140183028193045,0.00134568555895191,0.000717182518280244,0.00116379712933425,0.00117997129229065,0.00132343572118217,0.00116184773981444,0.00140947281380464,0.0011902232732608
642,0.00356836331505435,0.00140150729850617,0.000981657012883411,0.00323767261568768,0.00162008661194391,0.00363175944552409,0.00151834227159215,0.00298873542759367,0.00544152871964852,0.00440965605917145,0.00293119635971047,0.001834272411512,0.00535403943334372,0.00312206725067214,0.00354215203146015,0.00297659942724692,0.00241498083962047,0.00230461791467687,0.00336479447062579,0.00281574029188523,0.000801711084201987,0.00172684702021276,0.00314311682362673,0.00303115983177614,0.00267810512396654,0.00392634793923547,0.00304184380138253,0.00298438455240801,0.00273532294201708,0.00226390001319456,0.00217525157544542,0.00276907687736137,0.00374856722622744,0.00480816404594243,0.00242770531711858,0.00172197968104402,0.00333438698331231,0.000434248635947784,0.00571822801957832,0.00422360846013019,0.00185781163819713,0.00221554452649507,0.00266331176810963,0.00221066906569586,0.00297891546399974,0.00186586982450921,0.00268940999206932,0.0039162708614193,0.00211185828749097,0.00398172346190313,0.0020322382649116,0.00280836073368852,0.00216698042222906,0.00244669252833139,0.00323823114153199,0.00268926604895549,0.00297748088520498,0.00203143611977629,0.00252747346691376,0.00344692648437134,0.00435426878713937,0.00425362265465798,0.00262651241666033,0.00210756801172539,0.00325595450039178,0.00342313558382636,0.0008278812309191,0.00416509352173818,0.00175024860093614,0.00326493821174811,0.00489225195700524,0.00332585612265528,0.0054520489149925,0.00237214549374473,0.0017584297916736,0.00339067946534998,0.00174553909655891,0.00296134085516272,0.00270521428198915,0.0039343017043824,0.00305879742141474,0.00224464835437222,0.00297903254178737,0.00106349885239898,0.00132675121313833,0.0020713006489001,0.00425317399807606,0.00385071617220553,0.00317090064699636,0.00478512301480225,0.00299659360423252,0.00284313621369236,0.0027016093848503,0.0014385775676072,0.00232486123833007,0.00236691104276725,0.00265837162208251,0.00234182638631515,0.00281443219359614,0.00240901490424093
643,0.00542453122539539,0.00225708040196661,0.00148660388759622,0.00490315471543715,0.00246348530985501,0.00535832765248225,0.00230967639371851,0.00451279390463687,0.00830177728412167,0.00652500377200367,0.00443721371541394,0.00277202362578028,0.00809760547377879,0.00472302605986915,0.00520052559079584,0.00455913233382976,0.00367350184540163,0.00347518865342303,0.00510919876632875,0.00457420031234161,0.00119656957201764,0.00262768244998296,0.00485796983894083,0.00464702130677891,0.00410192006538601,0.00600729761098297,0.0046080386323037,0.00449858936135272,0.004203228923923,0.00356783792443699,0.00331289685544369,0.00415809488548153,0.00579269926085969,0.00728224765549776,0.00369460931884981,0.00263145818260625,0.00472197792338087,0.000669289776495529,0.00869410809744934,0.00641250793873072,0.00280029183092759,0.00338426739526319,0.00402073228999032,0.00336601488079706,0.00453705585389822,0.00284562546064469,0.00415517060521983,0.00597186978991889,0.00324253862254534,0.00606558820279475,0.00309039531454381,0.00432162447738151,0.00331407751442872,0.00377087682098358,0.0049800484511657,0.00415799140036758,0.00459697915552446,0.0030776791893725,0.00384469342913338,0.0052892013583507,0.00658353777008782,0.00647895194216525,0.00402743190053771,0.00319073206225211,0.00500983851664706,0.00518938327959382,0.00127203439262406,0.00631321178593954,0.0026663282427444,0.00499433760904897,0.00756968654206114,0.00467380820865442,0.00822918828604211,0.00359753399756451,0.00270163811401641,0.00522459564316765,0.00266202119648691,0.00446032120802138,0.00411118592124423,0.00601979634257543,0.00462714491117954,0.00342741459894677,0.00456386523140722,0.00162062968371068,0.00201956533684815,0.00316903788367092,0.00645475940398414,0.00578063650068978,0.00483179271663695,0.00725455431591068,0.00463818732387849,0.00436678569736152,0.00411254021706669,0.00218760064164735,0.00352549332930645,0.00359955978716891,0.00404522784520005,0.00357787565231902,0.00426007842251414,0.0036918580988776
644,0.0074136712912696,0.00323450433623069,0.00202843575559048,0.00667021841810127,0.00336517063685145,0.00712613868970842,0.00316021559493575,0.00611945989156131,0.0113572195859632,0.00870480696162199,0.00602789271489846,0.00376860904326233,0.0109795887968404,0.00642788040993812,0.00689910698478262,0.00626252556256896,0.00502111324662039,0.00471372021354344,0.00696202364068627,0.00659687994063477,0.0016148593161155,0.00359187651742741,0.00670965478254959,0.00640259660700898,0.00564805888884379,0.00825948920390575,0.00626388763996547,0.00610672900904627,0.00580001987097939,0.00501595842109912,0.00453140935031346,0.00561961771079154,0.0080275577645315,0.00989658129261328,0.00505064392286859,0.00361231836703785,0.00608455547214005,0.000929276403456977,0.0118519272452381,0.00875316724178931,0.00380512765482869,0.00463844673570131,0.00545071542638975,0.00460302963994861,0.00620685821393313,0.00389513425523084,0.00576305016150586,0.00816592678872805,0.00445989158624894,0.00829844380670724,0.00422265840127584,0.00597017873893411,0.00455314054736729,0.0052194550433957,0.00686374328283213,0.00577046899695095,0.00635093692885042,0.00419043988293547,0.00525212802476084,0.00727506546613864,0.00893230105401133,0.00885660148895693,0.0055457546221211,0.00434191172240974,0.00690112822023326,0.00706356449149422,0.00175929276700372,0.00860270487400331,0.00364859568341498,0.00685034044182261,0.0104876552122594,0.00598155042622978,0.0111451596982879,0.00490050166334906,0.00372662136682215,0.00722556912385221,0.00364128497773706,0.00603874145825423,0.00561582470116416,0.00825420431111062,0.00628191122459208,0.00469921268292337,0.00627846038068388,0.00221892009020343,0.00276160592629009,0.00435420017444552,0.00879732678629974,0.00780970280039349,0.0066275127554532,0.0098750904205337,0.00645891360335024,0.00601564663501369,0.0056232467949726,0.00298766723406717,0.00480799440458242,0.00491665806123471,0.00552442453303382,0.004907935250643,0.00579161178369827,0.005074236063108
645,0.00959745847838882,0.00434450947227894,0.00262833545147738,0.00859083880477805,0.00435214100815702,0.0090191682635309,0.00409858498997638,0.00785705184721183,0.0146804906894944,0.0110465875977403,0.00774668093918812,0.00485894468295155,0.0140736810980721,0.00829489270106117,0.00872929077995518,0.0081284909743082,0.00649939552003728,0.00606359153528926,0.00897195297820451,0.00889639815852175,0.00207792117796508,0.00464819891844029,0.0087343870447331,0.00835232295405606,0.0073656675555574,0.010752267119566,0.0080541682096723,0.00787106915306131,0.00757095201971726,0.00662836066774883,0.00586605698542689,0.00720774354828051,0.0105079685650649,0.0127216409312827,0.00653608900839413,0.00469373928494154,0.00755210020642553,0.0012238559421897,0.0152755882760711,0.0113174679276505,0.00491366603353489,0.00601173912097436,0.00699546932506932,0.00595755969470834,0.00803769437504237,0.00504289391628584,0.00755899938369162,0.0105578525755111,0.0057935255110307,0.0107455412523893,0.00546352132015354,0.00780088155537941,0.00592134523108885,0.00683421141902588,0.00893453965097436,0.0075723675067526,0.00827518604807116,0.00540506468713162,0.00679070487008997,0.00944578789534719,0.0114641682225974,0.0114513540682939,0.00722563243314558,0.00559835819163358,0.00897116285576499,0.00909921979156574,0.00230681160988852,0.0111083262479478,0.00472629419922114,0.0088771876833145,0.0137067228522931,0.00738618998903884,0.0142788901145029,0.00632009030114941,0.00486180991579552,0.00944951965355823,0.00470806845930427,0.00774871632073159,0.00726698740744779,0.0106902987151573,0.00806891983434914,0.00609651475447269,0.00817243191835593,0.00287650146032352,0.00357508651266344,0.0056611247850363,0.0113491198956012,0.0100130174970161,0.00860791092555544,0.0127216079621487,0.00852096323500243,0.00783240066595255,0.00727844864307599,0.00386216338889098,0.00621507402980217,0.00635692063566351,0.00713569105374476,0.00636931830903678,0.00745482796829804,0.00658982751323749
646,0.0120293236543405,0.00558483408101774,0.00330979890501075,0.0107134380560248,0.00545123939651278,0.0111549433831793,0.00515462088789071,0.0097787210626617,0.0183281531135141,0.0136656284650627,0.00963766971375675,0.00608233804719815,0.0174661816548379,0.0103835386792547,0.0108020213922449,0.0101914732927157,0.00815104103508396,0.0075743384186091,0.0111811585862306,0.011444370800305,0.00261017158749661,0.00582524605879742,0.0109893369990093,0.0105498080984161,0.0093030289843719,0.0135541790065081,0.0100243505981844,0.00986515863049591,0.00955614067913521,0.00841696854025673,0.00735061672758145,0.00898440806020359,0.013275578237488,0.0158290595319625,0.00819105485100379,0.00590444846280333,0.00929035008116858,0.00156226270538819,0.0190723201819909,0.0141637288117338,0.00617272343897038,0.00753795921293832,0.00869987615693171,0.00746385253522094,0.0100788028973033,0.00631577495631029,0.00958852629042321,0.0132242535232408,0.00728096655570545,0.013472168864402,0.00684721076945944,0.00986031831200146,0.00745588605576737,0.0086525613328579,0.011238328539445,0.00960895818836241,0.0104070228740427,0.0067597831828089,0.00850138460389201,0.0118145696461981,0.0142429734701157,0.0143271986889838,0.00911094143026287,0.00700104072753535,0.0112662351164415,0.011349611299309,0.00293147665489731,0.0139108617529415,0.00592898745762255,0.0111101344761873,0.0172707288433068,0.00906394061998359,0.0177107480520708,0.0078974029892212,0.00613201765108344,0.0119520269447432,0.00588514179549368,0.00964911952823719,0.00911468554311586,0.0133818926615391,0.0100359291911064,0.00765547017101882,0.0102951949465983,0.00361131482098382,0.00448227238904956,0.00712339668713551,0.0141784083692978,0.0124777792901595,0.0107686376222531,0.0158689152850136,0.0108844863361905,0.00985898437839331,0.00912266842643058,0.00483435735157447,0.00779107602391075,0.00795895922099328,0.00891599367814148,0.00799683161498122,0.00929790429950259,0.00826509320704398
647,0.014760636662181,0.00694996840833495,0.00409690031973005,0.0130855501272636,0.00668926991403915,0.0136593788836088,0.00635846239630852,0.0119388270370413,0.0223527512404407,0.0166816525520407,0.0117451113001906,0.00747919450919157,0.0212465416399571,0.0127535974269938,0.0132331306999323,0.0124841004571659,0.0100190201343599,0.00929703587837596,0.0136301842528218,0.0142021629134232,0.00323679586675549,0.00715157102174503,0.0135369137647056,0.0130484524228117,0.0115082103335392,0.0167335733250222,0.0122200782801259,0.0121653670733295,0.0117944159263487,0.0103916620923191,0.0090184928039309,0.0110135062756324,0.0163687385436309,0.0192907593017248,0.0100556093253644,0.00727306054608005,0.0114739823958244,0.00195362772758114,0.0233551834997693,0.0173468780237274,0.00763048373013182,0.00925096119562186,0.0106094865986649,0.00915575593627786,0.0123793890230783,0.00774024108892542,0.0118970282243172,0.016246034918717,0.00896172033568448,0.0165436243037595,0.00840788667328522,0.0121950062311471,0.00919396220660926,0.010710827960257,0.0138211676744492,0.011925412948006,0.0127841098971132,0.00829354572436063,0.0104251361205575,0.0143875946970655,0.0173326071434816,0.0175479259187209,0.0112454887713539,0.00859185810227088,0.0138338760576083,0.0138679315210901,0.00365010625509607,0.0170926053299406,0.00728631922387551,0.0135821895054581,0.021219331190558,0.0112007926692771,0.021521462417028,0.00967405812287123,0.00756115434394337,0.0147885857014402,0.00719478317443799,0.0118005145680331,0.0112094692905196,0.0163830592574932,0.0122311814900094,0.00941214759229921,0.0126961148609449,0.00444125360871383,0.00550544178900033,0.00877441277940535,0.0173534683165065,0.0152942109479011,0.0130917932991554,0.0193918036610814,0.01360912285552,0.0121371480977791,0.0112003795952265,0.00592748791793116,0.00958075276917836,0.00976135976272171,0.0109016079026945,0.00982465537088996,0.0113696135085109,0.0101246894126735
648,0.0178427673449666,0.00843440270011843,0.00501371389917477,0.0157547089739167,0.00809303667285652,0.0166583895997742,0.0077402486228596,0.0143917292694809,0.0268068294526926,0.020214382847126,0.0141132579600759,0.00908991944212126,0.0255042122262489,0.0154648480267534,0.0161384505812979,0.015039000407033,0.0121463031604644,0.0112827589294628,0.0163595737660356,0.0171311395453152,0.00398297933778713,0.00865572689052931,0.0164395264611493,0.0159016563099654,0.0140292787613114,0.0203587985353983,0.0146869947301211,0.0148480641135416,0.0143246078384733,0.0125623213776323,0.010903089441629,0.0133589332236385,0.0198258012453233,0.0231786624476417,0.0121698203061429,0.00882819018022852,0.0142776744498481,0.00240708204329725,0.0282372387661777,0.0209218436933194,0.00933513076601582,0.0111845992530537,0.0127698513269568,0.0110671176726705,0.0149886579947296,0.00934275602775244,0.0145299025279903,0.0197041020487395,0.0108752924663791,0.0200252052314758,0.0101797089557226,0.014851462535163,0.011172772868821,0.0130453344765883,0.016729114782192,0.0145669036919088,0.0154441096076304,0.0100453026661802,0.0126029283144771,0.0171710470263237,0.0207969595896104,0.0211773263251995,0.0136730816142994,0.010412709087996,0.0167216167346106,0.0167073729632754,0.00447951876355078,0.0207358509199014,0.00882793326323632,0.0163263614561437,0.0255921878993043,0.0139827364871324,0.0257917621154109,0.0116916740974063,0.00917312976563275,0.0180146906276826,0.00865927078426988,0.0142634649273814,0.0136018888320101,0.019747871610257,0.0147029189262033,0.0114026156780513,0.0154245570569297,0.00538421126004305,0.00666687294606764,0.0106475699605081,0.0209425758463443,0.0185525352383185,0.0155594784098715,0.023365064362305,0.0167545127415966,0.014708642149553,0.013556055599654,0.00716479388377457,0.0116288566478752,0.0118027082063465,0.0131288092238743,0.0118869697791766,0.013718728326522,0.0121932723982721
649,0.0213373906684093,0.0100488673273487,0.0060814224779561,0.0187728896770819,0.00968953808818867,0.0202359512380039,0.00932860468227643,0.0171857462188255,0.031763022814591,0.0243613413200325,0.0167855572744368,0.0109494288649806,0.0303128851092569,0.0185755528787155,0.0196093756028765,0.0178978850031608,0.0145744705901582,0.0135748865121208,0.019418011010378,0.0202439196777381,0.00487006286206105,0.0103664833610445,0.0197333904786205,0.019163856981467,0.0169153802289058,0.0244991990391986,0.0174698773334743,0.0179755154087048,0.0171919726520399,0.0149490455607641,0.013039674566048,0.016074787099211,0.0237015921703871,0.027563244943707,0.0145739676725585,0.0105990164158515,0.0178314068200755,0.0029322730778941,0.0338023887943427,0.0249605073788545,0.0113280114702569,0.0133725299583988,0.0152231784895688,0.0132337840959568,0.0179559816431951,0.0111518174808095,0.0175330999242066,0.0236578656309727,0.0130512912802182,0.0239821626262998,0.0121971714118174,0.0178765452610824,0.0134294937524465,0.0156978651053101,0.0200073938771163,0.017579099088118,0.0184228538484829,0.0120504004949339,0.0150756888019445,0.0202061957215845,0.0246996403921895,0.0252801826816805,0.0164378718108347,0.012500844884146,0.0199707963920632,0.0199214761979029,0.00543686943609186,0.024915351984842,0.0105830728519782,0.0193868913014897,0.0304498638542387,0.0175468792872072,0.0306005741099925,0.0139892927228775,0.0109963742818563,0.0216862614696248,0.0103033426439843,0.0170900853211525,0.0163398009532863,0.0235291028249997,0.0174969649723852,0.0136633465764458,0.0185301354632914,0.00645831916341778,0.00798877939145076,0.012777205494256,0.0250139747093896,0.022327854587111,0.0182215431165118,0.0278635740221619,0.0203828467867748,0.0176161481730187,0.0162344159642209,0.00856966129312902,0.0139780972256456,0.0141217193225666,0.0156373270098418,0.014221087967591,0.0163910444446854,0.0145045208801452
