Wvl	R
350	0.0319
351	0.0369
352	0.0420
353	0.0440
354	0.0430
355	0.0355
356	0.0338
357	0.0388
358	0.0432
359	0.0426
360	0.0394
361	0.0377
362	0.0412
363	0.0404
364	0.0389
365	0.0392
366	0.0395
367	0.0379
368	0.0371
369	0.0387
370	0.0405
371	0.0415
372	0.0420
373	0.0424
374	0.0410
375	0.0423
376	0.0438
377	0.0423
378	0.0417
379	0.0416
380	0.0424
381	0.0442
382	0.0430
383	0.0415
384	0.0418
385	0.0444
386	0.0434
387	0.0434
388	0.0455
389	0.0458
390	0.0464
391	0.0462
392	0.0454
393	0.0473
394	0.0474
395	0.0461
396	0.0453
397	0.0471
398	0.0476
399	0.0475
400	0.0486
401	0.0489
402	0.0495
403	0.0499
404	0.0487
405	0.0492
406	0.0493
407	0.0487
408	0.0505
409	0.0514
410	0.0519
411	0.0527
412	0.0530
413	0.0527
414	0.0522
415	0.0526
416	0.0536
417	0.0534
418	0.0529
419	0.0538
420	0.0540
421	0.0542
422	0.0549
423	0.0557
424	0.0557
425	0.0559
426	0.0568
427	0.0580
428	0.0584
429	0.0582
430	0.0577
431	0.0579
432	0.0586
433	0.0593
434	0.0596
435	0.0602
436	0.0610
437	0.0617
438	0.0618
439	0.0622
440	0.0629
441	0.0635
442	0.0635
443	0.0638
444	0.0641
445	0.0643
446	0.0654
447	0.0662
448	0.0666
449	0.0664
450	0.0661
451	0.0667
452	0.0678
453	0.0682
454	0.0681
455	0.0681
456	0.0684
457	0.0687
458	0.0689
459	0.0693
460	0.0703
461	0.0705
462	0.0703
463	0.0702
464	0.0710
465	0.0714
466	0.0716
467	0.0718
468	0.0719
469	0.0722
470	0.0726
471	0.0727
472	0.0732
473	0.0735
474	0.0737
475	0.0739
476	0.0745
477	0.0748
478	0.0748
479	0.0754
480	0.0758
481	0.0761
482	0.0764
483	0.0769
484	0.0773
485	0.0777
486	0.0781
487	0.0784
488	0.0787
489	0.0791
490	0.0796
491	0.0798
492	0.0800
493	0.0807
494	0.0812
495	0.0817
496	0.0820
497	0.0824
498	0.0831
499	0.0835
500	0.0836
501	0.0840
502	0.0846
503	0.0852
504	0.0858
505	0.0862
506	0.0865
507	0.0869
508	0.0876
509	0.0882
510	0.0887
511	0.0891
512	0.0898
513	0.0902
514	0.0906
515	0.0912
516	0.0915
517	0.0922
518	0.0929
519	0.0932
520	0.0937
521	0.0945
522	0.0952
523	0.0955
524	0.0958
525	0.0964
526	0.0974
527	0.0978
528	0.0981
529	0.0987
530	0.0994
531	0.1001
532	0.1007
533	0.1012
534	0.1016
535	0.1023
536	0.1029
537	0.1034
538	0.1041
539	0.1048
540	0.1054
541	0.1060
542	0.1065
543	0.1072
544	0.1080
545	0.1086
546	0.1091
547	0.1097
548	0.1103
549	0.1110
550	0.1118
551	0.1126
552	0.1133
553	0.1139
554	0.1145
555	0.1151
556	0.1158
557	0.1164
558	0.1169
559	0.1174
560	0.1181
561	0.1188
562	0.1194
563	0.1200
564	0.1207
565	0.1212
566	0.1217
567	0.1223
568	0.1227
569	0.1232
570	0.1238
571	0.1245
572	0.1249
573	0.1251
574	0.1256
575	0.1260
576	0.1264
577	0.1267
578	0.1271
579	0.1274
580	0.1278
581	0.1283
582	0.1286
583	0.1290
584	0.1296
585	0.1301
586	0.1306
587	0.1310
588	0.1314
589	0.1318
590	0.1323
591	0.1327
592	0.1332
593	0.1339
594	0.1344
595	0.1346
596	0.1350
597	0.1353
598	0.1356
599	0.1358
600	0.1363
601	0.1368
602	0.1372
603	0.1376
604	0.1379
605	0.1383
606	0.1388
607	0.1392
608	0.1396
609	0.1400
610	0.1405
611	0.1411
612	0.1416
613	0.1420
614	0.1424
615	0.1428
