Wvl	R
350	0.0807
351	0.0786
352	0.0789
353	0.0782
354	0.0758
355	0.0732
356	0.0713
357	0.0716
358	0.0748
359	0.0774
360	0.0794
361	0.0805
362	0.0790
363	0.0795
364	0.0814
365	0.0809
366	0.0810
367	0.0822
368	0.0837
369	0.0829
370	0.0824
371	0.0830
372	0.0832
373	0.0831
374	0.0833
375	0.0843
376	0.0846
377	0.0844
378	0.0846
379	0.0882
380	0.0882
381	0.0853
382	0.0887
383	0.0906
384	0.0904
385	0.0900
386	0.0903
387	0.0907
388	0.0911
389	0.0922
390	0.0931
391	0.0937
392	0.0945
393	0.0946
394	0.0947
395	0.0958
396	0.0967
397	0.0970
398	0.0969
399	0.0976
400	0.0980
401	0.0983
402	0.0996
403	0.1007
404	0.1014
405	0.1019
406	0.1020
407	0.1022
408	0.1027
409	0.1034
410	0.1040
411	0.1045
412	0.1045
413	0.1055
414	0.1066
415	0.1068
416	0.1073
417	0.1078
418	0.1081
419	0.1089
420	0.1095
421	0.1101
422	0.1109
423	0.1114
424	0.1118
425	0.1123
426	0.1130
427	0.1138
428	0.1146
429	0.1154
430	0.1163
431	0.1171
432	0.1174
433	0.1181
434	0.1190
435	0.1197
436	0.1203
437	0.1209
438	0.1218
439	0.1223
440	0.1227
441	0.1232
442	0.1242
443	0.1249
444	0.1254
445	0.1261
446	0.1265
447	0.1268
448	0.1276
449	0.1280
450	0.1283
451	0.1286
452	0.1291
453	0.1297
454	0.1303
455	0.1307
456	0.1310
457	0.1312
458	0.1318
459	0.1321
460	0.1323
461	0.1327
462	0.1332
463	0.1336
464	0.1339
465	0.1340
466	0.1343
467	0.1347
468	0.1354
469	0.1359
470	0.1362
471	0.1364
472	0.1367
473	0.1371
474	0.1374
475	0.1377
476	0.1383
477	0.1390
478	0.1393
479	0.1397
480	0.1403
481	0.1407
482	0.1411
483	0.1416
484	0.1421
485	0.1427
486	0.1433
487	0.1439
488	0.1442
489	0.1448
490	0.1457
491	0.1460
492	0.1467
493	0.1474
494	0.1478
495	0.1485
496	0.1493
497	0.1498
498	0.1505
499	0.1512
500	0.1518
501	0.1524
502	0.1530
503	0.1534
504	0.1540
505	0.1549
506	0.1558
507	0.1562
508	0.1568
509	0.1576
510	0.1582
511	0.1587
512	0.1593
