Wvl	R
350	0.0268
351	0.0279
352	0.0286
353	0.0290
354	0.0304
355	0.0302
356	0.0285
357	0.0282
358	0.0321
359	0.0333
360	0.0307
361	0.0280
362	0.0315
363	0.0314
364	0.0307
365	0.0310
366	0.0303
367	0.0302
368	0.0291
369	0.0275
370	0.0299
371	0.0306
372	0.0300
373	0.0297
374	0.0311
375	0.0320
376	0.0319
377	0.0313
378	0.0305
379	0.0317
380	0.0331
381	0.0315
382	0.0307
383	0.0312
384	0.0323
385	0.0330
386	0.0340
387	0.0335
388	0.0318
389	0.0322
390	0.0327
391	0.0339
392	0.0355
393	0.0349
394	0.0345
395	0.0345
396	0.0346
397	0.0351
398	0.0361
399	0.0370
400	0.0370
401	0.0369
402	0.0366
403	0.0362
404	0.0363
405	0.0368
406	0.0370
407	0.0369
408	0.0370
409	0.0377
410	0.0382
411	0.0381
412	0.0385
413	0.0387
414	0.0389
415	0.0393
416	0.0396
417	0.0399
418	0.0401
419	0.0401
420	0.0402
421	0.0403
422	0.0406
423	0.0415
424	0.0419
425	0.0422
426	0.0428
427	0.0431
428	0.0431
429	0.0430
430	0.0432
431	0.0443
432	0.0451
433	0.0453
434	0.0458
435	0.0460
436	0.0463
437	0.0467
438	0.0470
439	0.0470
440	0.0473
441	0.0479
442	0.0482
443	0.0485
444	0.0489
445	0.0496
446	0.0500
447	0.0504
448	0.0508
449	0.0512
450	0.0514
451	0.0514
452	0.0513
453	0.0515
454	0.0518
455	0.0523
456	0.0530
457	0.0528
458	0.0531
459	0.0535
460	0.0536
461	0.0537
462	0.0537
463	0.0539
464	0.0542
465	0.0543
466	0.0546
467	0.0549
468	0.0550
469	0.0552
470	0.0555
471	0.0557
472	0.0559
473	0.0562
474	0.0566
475	0.0567
476	0.0566
477	0.0566
478	0.0569
479	0.0572
480	0.0576
481	0.0580
482	0.0582
483	0.0584
484	0.0587
485	0.0590
486	0.0595
487	0.0598
488	0.0602
489	0.0607
490	0.0612
491	0.0616
492	0.0619
493	0.0623
494	0.0628
495	0.0632
496	0.0635
497	0.0640
498	0.0643
499	0.0647
500	0.0651
501	0.0657
502	0.0662
503	0.0667
504	0.0672
505	0.0675
506	0.0679
507	0.0683
508	0.0688
509	0.0693
510	0.0699
511	0.0705
512	0.0710
513	0.0715
514	0.0719
515	0.0722
516	0.0728
517	0.0734
518	0.0739
519	0.0744
520	0.0748
521	0.0752
522	0.0758
523	0.0764
524	0.0769
525	0.0774
526	0.0780
527	0.0786
528	0.0792
529	0.0798
530	0.0803
531	0.0808
532	0.0814
533	0.0820
534	0.0826
535	0.0833
536	0.0839
537	0.0844
538	0.0850
539	0.0857
540	0.0863
541	0.0870
