Wvl	R
350	0.0330
351	0.0269
352	0.0264
353	0.0252
354	0.0245
355	0.0314
356	0.0334
357	0.0339
358	0.0357
359	0.0309
360	0.0290
361	0.0328
362	0.0340
363	0.0350
364	0.0355
365	0.0328
366	0.0326
367	0.0326
368	0.0302
369	0.0307
370	0.0325
371	0.0351
372	0.0353
373	0.0351
374	0.0348
375	0.0351
376	0.0349
377	0.0345
378	0.0339
379	0.0357
380	0.0370
381	0.0367
382	0.0363
383	0.0365
384	0.0375
385	0.0389
386	0.0393
387	0.0388
388	0.0372
389	0.0378
390	0.0389
391	0.0400
392	0.0413
393	0.0415
394	0.0408
395	0.0427
396	0.0423
397	0.0412
398	0.0428
399	0.0433
400	0.0436
401	0.0438
402	0.0451
403	0.0454
404	0.0447
405	0.0460
406	0.0467
407	0.0468
408	0.0466
409	0.0475
410	0.0484
411	0.0485
412	0.0484
413	0.0485
414	0.0490
415	0.0495
416	0.0500
417	0.0506
418	0.0515
419	0.0516
420	0.0517
421	0.0522
422	0.0527
423	0.0531
424	0.0533
425	0.0544
426	0.0550
427	0.0553
428	0.0555
429	0.0561
430	0.0569
431	0.0575
432	0.0580
433	0.0587
434	0.0598
435	0.0600
436	0.0603
437	0.0608
438	0.0613
439	0.0619
440	0.0624
441	0.0631
442	0.0637
443	0.0643
444	0.0649
445	0.0656
446	0.0660
447	0.0661
448	0.0666
449	0.0672
450	0.0677
451	0.0679
452	0.0686
453	0.0691
454	0.0692
455	0.0696
456	0.0699
457	0.0700
458	0.0703
459	0.0707
460	0.0711
461	0.0713
462	0.0716
463	0.0718
464	0.0721
465	0.0723
466	0.0726
467	0.0730
468	0.0731
469	0.0734
470	0.0737
471	0.0739
472	0.0743
473	0.0747
474	0.0751
475	0.0754
476	0.0758
477	0.0761
478	0.0763
479	0.0767
480	0.0771
481	0.0777
482	0.0780
483	0.0785
484	0.0790
485	0.0794
486	0.0799
487	0.0804
488	0.0811
489	0.0816
490	0.0822
491	0.0830
492	0.0836
493	0.0841
494	0.0846
495	0.0852
496	0.0858
497	0.0865
498	0.0871
499	0.0879
