"ID","Cab","Car","Anth","LMA","EWT","Cbrown","Prot","CBC","N","alpha","LIDFa","LIDFb","TypeLidf","LAI","hspot","tts","tto","psi","B1","B2","B3","B4","B5","B6","B7","B8","B8A","B9","B11","B12"
309,32.9013927376243,6.88221945695626,3.79469816631172,0.0154646368667378,0.0161120874284259,0,0,0,2.23586054868065,40,16.7749220598489,0,2,4.80450856359676,0,0,15.6994551653042,0,0.0206981362458038,0.0348954902614025,0.0785388077158435,0.0278440789405422,0.146094774607756,0.406500738607225,0.472912725972571,0.47285649658139,0.472221567249392,0.460003452354767,0.214528537774741,0.0740163242490287
310,50.292862448222,9.08568228288251,4.13548368040938,0.0160600067275973,0.0159056447992161,0,0,0,1.70198379270732,40,15.6500687287189,0,2,4.24449333408847,0,0,16.5249044517986,0,0.0197970095620843,0.0245586942583351,0.0463092821822483,0.0183993387088133,0.0884270759317131,0.35068761336146,0.439445528215825,0.43973021424882,0.439221318277794,0.427968460717955,0.188687847976759,0.0562416670647235
311,25.1142429731154,4.3859654042456,0.045819649589248,0.0151617611880315,0.0158098029143686,0,0,0,1.72821928164922,40,0.803480672184378,0,2,4.49970324966125,0,0,16.7907573853154,0,0.0224190210478993,0.0508896388601772,0.126628347057591,0.0299646435002875,0.159076482987002,0.410050226837094,0.463867035039466,0.463848499890018,0.463283400195277,0.45121688320346,0.201026787046075,0.0617384709085403
312,29.897230751775,5.87383207590143,3.19061981001869,0.0141801240556733,0.0162131515359494,0,0,0,2.26815463067032,40,22.7082634950057,0,2,2.84630730887875,0,0,19.5344637846574,0,0.0206737081544155,0.0381958481167122,0.0854351629627277,0.0298223224137086,0.151235924926927,0.388533821891311,0.440625050336342,0.441267274435151,0.44116521654793,0.431974071814234,0.212483490576744,0.0760128861372884
313,62.0411304828549,11.1706469808048,0.466060787206516,0.0141896622783078,0.0156549963092185,0,0,0,1.73775902180932,40,43.9509842265397,0,2,4.68406910798512,0,0,19.3720257841051,0,0.0157436790209404,0.0204079819993432,0.0436918284201505,0.0142594766518973,0.0620570036224416,0.300115044854476,0.405745899553251,0.406093162998945,0.405514927160088,0.393697731660393,0.168327117225026,0.0519780927192041
314,34.9560696210783,5.97092636794038,1.39258303237148,0.015823985914005,0.0160341050363416,0,0,0,1.66983254719526,40,53.7038921308704,0,2,3.67004444706254,0,0,28.7211838667281,0,0.0143156404595355,0.0246675706722674,0.0574878138784994,0.0161189395722187,0.0886656029761656,0.287904871798086,0.341065721796917,0.341391897420974,0.341139722087885,0.33242264830976,0.1441938009217,0.0429700771919831
315,48.0041882311621,10.1471983086982,2.47960095573217,0.0158557625143439,0.0136941729829748,0,0,0,1.74760701274499,40,23.3400178491138,0,2,4.53992358362302,0,0,28.7572197953705,0,0.0188353635570768,0.0243967016112627,0.0533684071868885,0.0179972060585497,0.0902232344431161,0.347959798934479,0.434457727304527,0.434692120458289,0.43420967887635,0.42422697222634,0.196150126054166,0.0609861315758764
316,39.0673628843163,8.13002014581392,0.461557018803433,0.0151925622435556,0.0132206024193508,0,0,0,2.2668834917713,40,49.4684084900655,0,2,4.19036242784932,0,0,24.2802650795784,0,0.0152827046051671,0.0285441891074012,0.0757459881355491,0.0188675927372414,0.102589254096707,0.326272496036323,0.392548663592142,0.392825080842842,0.392499571220069,0.384041382817432,0.18657496985536,0.0660480641702529
317,43.935077234765,9.0815614527485,0.795601033139974,0.0149627033831894,0.0135529490404276,0,0,0,1.9101980610285,40,12.1201539039612,0,2,4.55667097819969,0,0,28.8856677955482,0,0.0202618558059774,0.0308228686493957,0.0767656828940145,0.0207421790412071,0.109575929708187,0.383065717287036,0.468633538516148,0.468873221041464,0.468383738603106,0.457954372088925,0.219709550913571,0.0732310944268213
318,34.6416712355533,6.75206617859527,1.07723850547336,0.0153004383617569,0.0149015121405683,0,0,0,2.42916104127653,40,51.3233094569296,0,2,3.57775799022056,0,0,25.8058073907159,0,0.015649760948175,0.0319884450655597,0.079407368039032,0.0217690629331364,0.113011873431242,0.322240648352425,0.376607795681508,0.377057931868658,0.376885132135252,0.368787955268727,0.179507257326231,0.0648866135816769
319,62.5807024024333,13.9247382050938,1.50140561966691,0.0156865409622931,0.0134884738526346,0,0,0,2.17242907453328,40,63.8383592502214,0,2,3.89029488689266,0,0,23.7651262083091,0,0.0116615653334664,0.0151599725470839,0.0351948074170434,0.0119260364297018,0.0537877817637258,0.232798169684673,0.307974130957035,0.30875908442679,0.308741672388028,0.302584066509936,0.146666950857389,0.0515374090204943
320,62.0677602496758,12.0985251305564,2.09357754013035,0.0147755807319721,0.0155991699720372,0,0,0,1.78698607371189,40,62.4665509490296,0,2,4.12899517314509,0,0,20.4625400493387,0,0.0119436786005845,0.014787226096505,0.0302432709705939,0.0115701499418331,0.0491430022892341,0.234811894997708,0.316594144365482,0.317274973029527,0.317097520243118,0.308770162633818,0.134780919404606,0.0429309311042491
321,63.3122070567356,12.8277337268964,3.38147779146675,0.0159612693227493,0.0153731645282511,0,0,0,1.99885798222385,40,29.2848468036391,0,2,3.36544237961061,0,0,25.3401679953095,0,0.0179980280163634,0.0218295277417798,0.0433777919434914,0.016552143820484,0.0747833196671834,0.320641719733909,0.41460064961537,0.415284024311332,0.415040729468594,0.405992220111695,0.191494794255002,0.0625659503982416
322,27.0520111800032,5.2238008993864,2.05075766053051,0.0150302431283951,0.0149342413421723,0,0,0,2.31013113306835,40,37.2534413984977,0,2,2.34021586319432,0,0,25.1652412628755,0,0.0197127992634904,0.0402133672361286,0.0914069193982329,0.0306592379289864,0.14400784121024,0.338294672106215,0.376323382286321,0.377595589757443,0.378013941606715,0.372690867012983,0.197709643011354,0.0732575937766441
323,21.1345606260605,4.49133051075799,2.19201914453879,0.0138039348267798,0.0155475522480041,0,0,0,1.92551677697338,40,15.3474979032762,0,2,3.62158500612713,0,0,17.6535960857291,0,0.0228173893720231,0.0462540909109529,0.10752766365607,0.0373996913619438,0.182192830066886,0.418877088666802,0.463815577967031,0.463990940129396,0.463593950740227,0.452445786144285,0.211296848880741,0.0705012085931002
